,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Metalik,Możliwość finansowania,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Serwisowany w ASO,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Klimatyzacja automatyczna,Kurtyny powietrzne,Relingi dachowe,Światła przeciwmgielne,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja dwustrefowa,Nawigacja GPS,System Start-Stop,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Isofix,Komputer pokładowy,Podgrzewane lusterka boczne,Światła do jazdy dziennej,Wielofunkcyjna kierownica,Kraj pochodzenia,Elektrycznie ustawiane fotele,Poduszki boczne przednie,Przyciemniane szyby,Tapicerka skórzana,Hak,MP3,Podgrzewane przednie siedzenia,Wersja,Emisja CO2,VAT marża,Pierwszy właściciel,Bezwypadkowy,Podgrzewana przednia szyba,Faktura VAT,Tempomat aktywny,Alarm,Asystent pasa ruchu,Czujnik martwego pola,Łopatki zmiany biegów,Ogranicznik prędkości,Poduszki boczne tylne,Tapicerka welurowa,Gniazdo SD,Poduszka powietrzna chroniąca kolana,Światła LED,Zmieniarka CD,Perłowy,Leasing,Odtwarzacz DVD,Kamera cofania,Klimatyzacja manualna,Światła Xenonowe,Kierownica po prawej (Anglik),Filtr cząstek stałych,Uszkodzony,Akryl (niemetalizowany),Asystent parkowania,Podgrzewane tylne siedzenia,Klimatyzacja czterostrefowa,Dach panoramiczny,HUD (wyświetlacz przezierny),Tuner TV,Opłata początkowa,Miesięczna rata,Liczba pozostałych rat,Wartość wykupu,Regulowane zawieszenie,Szyberdach,Ogrzewanie postojowe,Gwarancja dealerska (w cenie),lub do (przebieg km),Radio niefabryczne,Matowy,Okres gwarancji producenta,Homologacja ciężarowa,Tuning,VIN
0,34900,"21:39, 19 lutego 2021",6082176744,Firmy,Osobowe,Volkswagen,Passat,B7 (2010-2014),2014,195 404 km,1 598 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Tak,27/10/2014,WWY69800,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14800,"21:36, 19 lutego 2021",6082176709,Firmy,Osobowe,Volkswagen,Passat,B6 (2005-2010),2006,300 317 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Tak,16/10/2006,GKA9TM6,,,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,,,True,True,True,True,,True,Niemcy,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,32800,"21:35, 19 lutego 2021",6081778049,Firmy,Osobowe,Volkswagen,Passat,B7 (2010-2014),2011,197 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,,27/10/2011,,,Tak,Używane,True,True,True,True,,,,,True,,,True,,True,True,,,,True,,,,,True,True,True,True,,,,True,True,True,,,,Niemcy,,,,,,,True,2.0 TDI Comfortline,119 g/km,Tak,Tak,Tak,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9500,"21:33, 19 lutego 2021",6082176613,Osoby prywatnej,Osobowe,Volkswagen,Passat,B6 (2005-2010),2007,413 774 km,1 896 cm3,Diesel,105 KM,Manualna,Na przednie koła,Sedan,5,5,Srebrny,,,,CT8854M,,,Używane,True,True,True,True,,,,,True,,,,True,True,True,,,,True,,,,,True,True,True,True,,,,True,True,,,,,Polska,,,,,,,,1.9 TDI Comfortline,153 g/km,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,66800,"21:31, 19 lutego 2021",6081647658,Osoby prywatnej,Osobowe,Volkswagen,Passat,B8 (2014-),2015,130 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,5,Inny kolor,Tak,Tak,,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,True,True,True,Variant 2.0 TDI SCR DSG BlueMotion,115 g/km,,Tak,Tak,True,Tak,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7900,"21:30, 19 lutego 2021",6081793705,Osoby prywatnej,Osobowe,Volkswagen,Passat,B5 (1996-2000),2000,437 849 km,1 595 cm3,Benzyna+LPG,100 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,,,,WWL06275,Tak,,Używane,True,True,True,,,,,,,,,,True,True,True,,,,,,,,,,True,True,True,,,,,,,,,,Polska,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,168200,"21:28, 19 lutego 2021",6078249455,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2019,4 281 km,2 000 cm3,Benzyna,190 KM,Automatyczna,Na przednie koła,Kombi,5,5,Biały,,Tak,07/07/2020,DW3JV10,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Polska,True,,True,,,True,True,,,,Tak,,True,Tak,True,True,True,True,,True,,,True,True,True,,Tak,Tak,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
7,26500,"21:09, 19 lutego 2021",6080316663,Osoby prywatnej,Osobowe,Volkswagen,Passat,B6 (2005-2010),2009,131 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,Sedan,5,5,Czarny,Tak,,02/07/2009,ETM 2T12,Tak,,Używane,True,True,True,True,,True,,True,True,,,,True,True,True,True,,True,True,,,,,True,True,True,True,True,,,,,,,,,Polska,True,True,,True,,,True,2.0 TDI Comfortline,156 g/km,,Tak,Tak,,,,True,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
8,13800,"21:07, 19 lutego 2021",6082230684,Osoby prywatnej,Osobowe,Volkswagen,Passat,B6 (2005-2010),2007,359 000 km,1 896 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kombi,5,5,Inny kolor,Tak,,04/01/2007,,Tak,,Używane,True,True,True,True,,,,,True,True,True,,True,True,True,True,,,True,,,,,True,True,,True,True,,True,,True,,True,,,Polska,True,,,,True,,,1.9 TDI Highline,153 g/km,,,Tak,,,,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8700,"21:05, 19 lutego 2021",6082234468,Osoby prywatnej,Osobowe,Volkswagen,Passat,B5 FL (2000-2005),2001,400 000 km,2 496 cm3,Diesel,150 KM,Manualna,4x4 (stały),Kombi,5,5,Czarny,Tak,,,,Tak,,Używane,True,True,True,True,,,True,,True,,True,,,True,True,,True,,True,,True,,,True,True,True,True,True,True,,True,,True,True,,True,,,True,,True,True,,True,2.5 TDI 4Mot Highline,216 g/km,,,,True,,,True,,,,,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
10,12500,"21:03, 19 lutego 2021",6079766378,Osoby prywatnej,Osobowe,Volkswagen,Passat,B6 (2005-2010),2007,311 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Tak,,,Tak,,Używane,True,True,True,True,,,,True,True,,True,,True,True,,True,,,True,,True,,,True,True,True,True,True,,,True,,True,True,,,,True,,,,,,,2.0 TDI Comfortline,156 g/km,,,Tak,,,,True,,,,,,True,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,
11,65999,"21:00, 19 lutego 2021",6081646581,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2017,91 100 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Sedan,4,5,Brązowy,Tak,Tak,29/03/2017,KRAJOWY,Tak,,Używane,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Polska,True,True,,,,True,,2.0 TDI BMT Comfortline,109 g/km,,Tak,Tak,,Tak,,True,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
12,12600,"20:57, 19 lutego 2021",6081793435,Osoby prywatnej,Osobowe,Volkswagen,Passat,B6 (2005-2010),2007,295 000 km,1 896 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,,,,Tak,,Używane,True,True,True,True,,,True,,True,,True,True,True,True,True,True,True,,,,True,,,True,True,True,True,True,,,True,True,,True,,,Niemcy,,True,,,True,,True,,,,,Tak,,,,,,,,True,True,True,,,,,,,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,
13,67900,"20:52, 19 lutego 2021",6082101091,Osoby prywatnej,Osobowe,Volkswagen,Passat,B8 (2014-),2017,110 000 km,2 000 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Brązowy,Tak,,,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Niemcy,True,True,True,,,True,True,B8 (2014-),,,,,,,True,True,True,,,True,True,True,True,True,True,True,Tak,,True,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
14,61900,"20:44, 19 lutego 2021",6082473364,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2019,16 516 km,1 984 cm3,Benzyna,272 KM,Automatyczna,4x4 (stały),Kombi,4,5,Czarny,Tak,,,,Tak,,Używane,True,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,,True,,True,True,Polska,,,True,,,True,,2.0 TSI 4Mot Elegance DSG,,,,,,Tak,,,,True,,,,,,,,,,,True,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,
15,32500,"20:40, 19 lutego 2021",6077931334,Osoby prywatnej,Osobowe,Volkswagen,Passat,B7 (2010-2014),2014,322 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Biały,,,12/03/2014,WMA 36347,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,True,True,2.0 TDI Comfortline,119 g/km,,,Tak,,,True,True,,,,True,True,True,True,True,,,,,True,True,,,,Tak,,Tak,True,,,,,,,,,,,,,,,,,,,,
16,4000,"20:40, 19 lutego 2021",6081599895,Osoby prywatnej,Osobowe,Volkswagen,Passat,B5 (1996-2000),1999,243 000 km,1 896 cm3,Diesel,110 KM,Manualna,Na przednie koła,Sedan,5,5,Zielony,,,28/09/1999,DZG50WW,Tak,,Używane,True,True,True,True,,,,,,,,,True,True,True,,,,,,,,,,True,True,True,,,,True,,,,True,,,,,,,True,,,1.9 TDI Comfortline,,,,Tak,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
17,37000,"20:39, 19 lutego 2021",6082496328,Osoby prywatnej,Osobowe,Volkswagen,Passat,B7 (2010-2014),2013,170 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,4x4 (stały),Kombi,5,5,Inny kolor,,,,,,,Używane,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,2.0 TDI 4Mot Highline DSG,149 g/km,,,,True,,True,True,,,True,,True,,,,True,True,,,True,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,,
18,38500,"20:29, 19 lutego 2021",6082497182,Osoby prywatnej,Osobowe,Volkswagen,Passat,B7 (2010-2014),2014,32 000 km,1 798 cm3,Benzyna,160 KM,Automatyczna,Na przednie koła,Sedan,5,5,Biały,,,01/01/2014,ZSL28873,Tak,,Używane,True,True,True,True,True,,True,True,True,True,,,True,True,True,True,True,,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,,True,,,True,,,,Tak,,True,,,True,,,,,True,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,45900,"20:29, 19 lutego 2021",6081840119,Osoby prywatnej,Osobowe,Volkswagen,Passat,B8 (2014-),2015,234 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,5,Srebrny,Tak,,,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,2.0 TDI BMT Comfortline DSG,122 g/km,,Tak,Tak,,,True,True,,,True,True,True,True,True,True,True,True,,,,,,,,,Tak,,True,,True,True,,,,,,,,,,,,,,,,,
20,10500,"20:28, 19 lutego 2021",6082175663,Osoby prywatnej,Osobowe,Volkswagen,Passat,B6 (2005-2010),2005,299 705 km,1 896 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,,09/12/2005,RDEYJ91,Tak,Tak,Używane,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,,,True,True,True,True,True,True,True,True,True,True,,,True,,True,True,,,True,True,,1.9 TDI Comfortline,153 g/km,,,Tak,,,,True,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,4999,"20:28, 19 lutego 2021",6082496984,Osoby prywatnej,Osobowe,Volkswagen,Passat,B6 (2005-2010),2007,390 000 km,1 896 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kombi,5,,Brązowy,,,,,Tak,,Używane,,,,,,,,,True,,,,,,,,True,,,,,,,,,True,,,,,True,True,True,,,,,,,,,,,,1.9 TDI Comfortline,105 g/km,,,Tak,,,,,,,,,,,,,,,,,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,
22,66900,"20:11, 19 lutego 2021",6071528680,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2017,199 123 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Sedan,5,5,Szary,Tak,,,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,True,,,,Tak,Tak,,,,,True,,,True,True,True,True,True,True,True,True,,,True,,,True,,,,,True,,True,,,,,,,,,,,,,,,,,,
23,38300,"20:07, 19 lutego 2021",6082495280,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2016,166 829 km,1 968 cm3,Diesel,150 KM,Manualna,,Kombi,,,Czarny,,Tak,02/09/2016,WD4996J,Tak,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,30900,"20:06, 19 lutego 2021",6082495060,Osoby prywatnej,Osobowe,Volkswagen,Passat,B7 (2010-2014),2011,262 147 km,2 000 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Kombi,,,Inny kolor,,,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,Niemcy,True,True,True,,,True,True,,,,,Tak,,,True,True,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,38900,"20:06, 19 lutego 2021",6081644377,Firmy,Osobowe,Volkswagen,Passat,B7 (2010-2014),2013,141 000 km,1 390 cm3,Benzyna,160 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,,,13/11/2013,WI9915U,Tak,Tak,Używane,True,True,True,True,True,True,,True,True,,True,,True,True,True,True,True,True,,True,True,,True,True,True,,True,,True,,True,True,,,True,True,Polska,,,,,,True,,,,,Tak,Tak,,Tak,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
26,45000,"20:04, 19 lutego 2021",6076860023,Osoby prywatnej,Osobowe,Volkswagen,Passat,B8 (2014-),2017,85 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (dołączany automatycznie),Kombi,5,5,Biały,,Tak,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119 g/km,Tak,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,
27,34800,"20:04, 19 lutego 2021",6081401334,Osoby prywatnej,Osobowe,Volkswagen,Passat,B7 (2010-2014),2013,236 000 km,1 968 cm3,Diesel,170 KM,Manualna,Na przednie koła,Kombi,4,5,Czarny,Tak,,10/10/2013,CIN96979,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,,,,True,,True,True,True,,,True,True,True,True,True,,True,True,True,,,,True,2.0 TDI Comfortline,119 g/km,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,
28,7900,"20:03, 19 lutego 2021",6082494735,Osoby prywatnej,Osobowe,Volkswagen,Passat,B5 FL (2000-2005),2004,253 000 km,1 968 cm3,Diesel,136 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,,17/05/2004,-,,,Używane,True,True,True,True,,,,,,,,True,True,True,True,True,,,,,,,,True,,True,True,True,,,,,True,,,,Niemcy,,,,,True,,True,2.0 TDI DPF Comfortline,170 g/km,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
29,66900,"20:03, 19 lutego 2021",6081644253,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2017,141 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,,,08/11/2017,KR7AX24,Tak,Tak,Używane,True,True,True,True,True,True,,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,,True,True,,True,True,True,Polska,,,,,,True,,,,,Tak,Tak,,Tak,,,,True,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
30,45500,"19:57, 19 lutego 2021",6081643916,Firmy,Osobowe,Volkswagen,Passat,B7 (2010-2014),2014,89 000 km,1 390 cm3,Benzyna,160 KM,Automatyczna,Na przednie koła,Sedan,4,5,Czarny,,,27/03/2014,WI8172V,Tak,Tak,Używane,True,True,True,True,True,True,,True,True,,,,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,True,True,,,True,True,Polska,,,True,,,True,,,,,Tak,Tak,,Tak,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
31,36800,"19:54, 19 lutego 2021",6081761104,Osoby prywatnej,Osobowe,Volkswagen,Passat,B7 (2010-2014),2011,232 322 km,1 968 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Kombi,5,5,Złoty,,,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Niemcy,True,True,,,True,True,True,Variant 2.0 TDI DPF DSG,159 g/km,Tak,,Tak,,,True,True,,True,True,True,True,True,True,True,True,True,Tak,,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,
32,61900,"19:53, 19 lutego 2021",6080683799,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2018,100 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Sedan,4,5,Czarny,Tak,Tak,,,Tak,Tak,Używane,True,True,True,True,,True,,,True,True,,,True,True,True,,,True,True,,,,True,,True,True,True,True,,,,True,True,True,True,,,,True,,,,,,2.0 TDI BMT Trendline,109 g/km,,Tak,,,Tak,,,,,,,,,True,,,,,Tak,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
33,5900,"19:53, 19 lutego 2021",6080741943,Osoby prywatnej,Osobowe,Volkswagen,Passat,B5 (1996-2000),1999,431 256 km,1 896 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,,,,Tak,,Używane,True,True,True,True,,,,,True,,True,True,True,True,True,True,,,True,,,,,,True,True,True,True,,,,,,True,,,,,,True,,True,,True,1.9 TDI,,,,,,,,True,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,10500,"19:51, 19 lutego 2021",6082492240,Osoby prywatnej,Osobowe,Volkswagen,Passat,B5 FL (2000-2005),2003,201 000 km,1 781 cm3,Benzyna,150 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,,17/11/2003,,Tak,,Używane,True,True,True,True,,,True,,True,,True,True,True,True,True,True,True,,True,,,,,True,True,True,True,True,,True,True,,True,True,,True,Polska,,True,,,,,True,1.8T Comfortline,160 g/km,,Tak,Tak,,,,True,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,29999,"19:48, 19 lutego 2021",6079887053,Osoby prywatnej,Osobowe,Volkswagen,Passat,B8 (2014-),2015,175 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,,Brązowy,,Tak,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Variant 2.0 TDI DSG (BlueMotion Technology),,Tak,,,,,,,,,,,,,,,,,,,,,,,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,
36,61900,"19:47, 19 lutego 2021",6080893144,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2015,177 492 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,,06/07/2016,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,Niemcy,True,True,True,True,True,True,True,Variant 2.0 TDI (BlueMotion Technology),110 g/km,Tak,,Tak,True,,True,True,True,True,,True,True,,True,True,True,,,,True,True,,,,,,,True,,True,,True,,,,,,,,,,,,,,,,
37,33600,"19:45, 19 lutego 2021",6079492155,Firmy,Osobowe,Volkswagen,Passat,B7 (2010-2014),2012,228 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Kombi,5,5,Czarny,,,,,,Tak,Używane,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,Niemcy,True,True,True,,,True,True,2.0 TDI Highline DSG,135 g/km,Tak,,Tak,True,,True,,,,True,True,True,True,True,True,True,,Tak,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,
38,80799,"19:44, 19 lutego 2021",6082493119,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2018,98 500 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,5,Niebieski,Tak,,,,Tak,Tak,Używane,True,True,True,True,True,True,,,True,True,,,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,,True,True,,,,True,Polska,True,True,,,,,,2.0 TDI BMT Comfortline DSG,122 g/km,,Tak,Tak,,Tak,,True,,,,,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
39,68500,"19:43, 19 lutego 2021",6082492668,Osoby prywatnej,Osobowe,Volkswagen,Passat,B8 (2014-),2019,49 194 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,4,5,Szary,Tak,,16/05/2019,GD807WU,Tak,,Używane,True,True,True,True,,True,,,True,,,,,True,True,True,,True,True,True,True,True,True,,True,True,True,True,,,,,True,,,,Polska,,,,,,,,1.5 TSI EVO Comfortline DSG,,,,Tak,,,,True,,,,,,True,,,True,,,Tak,,,,True,,,,,,,,,,,15 000 PLN,"1 321,24 PLN",40,"650,41 PLN",,,,,,,,,,,
40,49500,"19:40, 19 lutego 2021",6081006018,Osoby prywatnej,Osobowe,Volkswagen,Passat,B8 (2014-),2015,199 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,5,Szary,Tak,,02/11/0015,EWE3L57,Tak,,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,,True,Variant 2.0 TDI SCR DSG BlueMotion,115 g/km,,,,True,,True,True,,,True,True,,,True,,,True,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,
41,7000,"19:37, 19 lutego 2021",6076155392,Osoby prywatnej,Osobowe,Volkswagen,Passat,B5 FL (2000-2005),2002,210 190 km,1 595 cm3,Benzyna,102 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,,Tak,22/05/2002,,,,Używane,True,True,True,True,,,,,,,,,True,True,True,True,,,,,,,,,True,True,,,,,True,,,True,,,Niemcy,,,,,,,,1.6 Basis,,,,,,,,True,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
42,48500,"19:37, 19 lutego 2021",6077364911,Osoby prywatnej,Osobowe,Volkswagen,Passat,B8 (2014-),2015,180 000 km,1 598 cm3,Diesel,120 KM,Manualna,Na przednie koła,Sedan,5,5,Biały,Tak,,,PTU2602F,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,Niemcy,True,True,True,,True,True,,1.6 TDI BMT Trendline,,,,Tak,True,,True,True,True,True,,True,True,True,True,,True,,Tak,,,,,,,Tak,,,True,,True,,,,,,,,,,,,,,,,,,
43,41900,"19:37, 19 lutego 2021",6082491859,Osoby prywatnej,Osobowe,Volkswagen,Passat,B7 (2010-2014),2014,183 000 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,,,14/10/2014,JLDJ69,,,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Niemcy,True,True,True,True,,True,True,Variant 2.0 TDI BlueMotion Technology,123 g/km,,,Tak,,,True,True,True,,,True,,,True,True,,,Tak,,,True,,,,,,,True,,,True,,,,,,,,True,,,,,,,,,
