,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Możliwość finansowania,Faktura VAT,Kraj pochodzenia,Serwisowany w ASO,Stan,ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Elektrochromatyczne lusterka boczne,CD,Immobilizer,Radio fabryczne,Centralny zamek,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Wersja,Metalik,Alufelgi,Czujniki parkowania przednie,Elektryczne szyby tylne,Isofix,Podgrzewana przednia szyba,Czujnik deszczu,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Klimatyzacja automatyczna,Wielofunkcyjna kierownica,Elektryczne szyby przednie,Czujnik zmierzchu,Gniazdo USB,Nawigacja GPS,Perłowy,Zarejestrowany w Polsce,ASR (kontrola trakcji),Bluetooth,Dach panoramiczny,Kurtyny powietrzne,Podgrzewane lusterka boczne,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka skórzana,Alarm,Asystent parkowania,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Podgrzewane przednie siedzenia,Poduszki boczne przednie,System Start-Stop,Światła LED,Tempomat aktywny,Asystent pasa ruchu,Czujnik martwego pola,Gniazdo AUX,Kamera cofania,Komputer pokładowy,Podgrzewane tylne siedzenia,Poduszki boczne tylne,Szyberdach,Światła przeciwmgielne,Emisja CO2,VAT marża,Gwarancja dealerska (w cenie),Pierwsza rejestracja,Numer rejestracyjny pojazdu,Pierwszy właściciel,Bezwypadkowy,MP3,Relingi dachowe,Hak,Tempomat,Tapicerka welurowa,Leasing,Miesięczna rata,Klimatyzacja manualna,Filtr cząstek stałych,Ogranicznik prędkości,Gniazdo SD,HUD (wyświetlacz przezierny),Światła Xenonowe,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Klimatyzacja czterostrefowa,Ogrzewanie postojowe,Uszkodzony,Tuning,Odtwarzacz DVD,Zmieniarka CD,Radio niefabryczne,Akryl (niemetalizowany),Homologacja ciężarowa,lub do (przebieg km),Regulowane zawieszenie,Tuner TV,Okres gwarancji producenta,VIN,Kierownica po prawej (Anglik),Matowy,Zarejestrowany jako zabytek
45,49900,"15:46, 3 lutego 2021",6081718956,Firmy,Osobowe,Ford,Kuga,II (2012-),2014,69 300 km,1 499 cm3,Benzyna,150 KM,Manualna,Na przednie koła,SUV,5,5,Czarny,,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.5 EcoBoost FWD Trend ASS,Tak,True,,True,True,True,True,True,,True,True,True,True,True,,,Tak,True,,,True,True,,True,True,True,,,,True,True,,True,True,,,,,,True,,True,,,,True,143 g/km,Tak,3 miesięcy,15/12/2014,PGN025KA,Tak,Tak,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,69000,"15:46, 3 lutego 2021",6080417333,Firmy,Osobowe,Ford,S-Max,II (2015-),2017,167 821 km,1 968 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,Minivan,5,5,Szary,Tak,Tak,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,,True,,,,,,,Tak,True,True,True,True,True,Tak,,,,True,True,,True,,,,,True,,,True,True,,,,,,,,,,,
47,39900,"15:46, 3 lutego 2021",6081530853,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2017,149 271 km,1 498 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Tak,Polska,Tak,Używane,True,True,True,,True,True,True,True,,,,Tak,True,,True,True,,,True,,True,True,True,,True,,,Tak,True,True,,True,,,,True,,True,,,True,True,,,True,,,,,,,,True,,,,True,,,,28/09/2017,,Tak,Tak,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,57900,"15:46, 3 lutego 2021",6080870350,Firmy,Osobowe,Ford,Transit Custom,,2016,188 000 km,1 996 cm3,Diesel,130 KM,Manualna,Na przednie koła,Minivan,4,9,Biały,Tak,Tak,,Tak,Używane,True,True,True,,True,True,True,True,True,True,310 L2H1 PKW VA,,,True,,True,True,True,True,,,,True,True,True,,,,True,True,,,True,,True,True,,True,,True,True,,,True,,True,,,,,True,,True,,,,True,156 g/km,,,,,Tak,,,,,True,True,,,True,,True,,,,,,,,,,,,,,Tak,,,,,,,,,
49,18900,"15:46, 3 lutego 2021",6081337106,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk5 (1999-2002),2009,119 000 km,1 388 cm3,Benzyna,96 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czerwony,Tak,,Niemcy,,Używane,True,True,True,,True,True,True,True,True,True,1.4 Platinium X EU5,Tak,True,,,True,True,True,True,,True,True,True,True,True,,Tak,,True,True,,,True,True,True,True,,True,,,True,,,,True,,,,,,True,,,,True,,True,133 g/km,Tak,,23/07/2009,BAR-MW890,,Tak,True,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
50,39900,"15:46, 3 lutego 2021",6081719110,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2016,155 320 km,1 498 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kompakt,5,5,Brązowy,Tak,Tak,Polska,,Używane,True,True,True,,,True,True,True,True,True,1.5 TDCi Titanium ECOnetic ASS,Tak,,,,True,,,,,True,,True,,,,,Tak,True,,,,True,,,True,,,,,True,True,,,True,,,,,,,,,,,,,88 g/km,,,15/11/2016,WW893XN,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,39900,"15:46, 3 lutego 2021",6081530822,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2017,149 015 km,1 498 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Tak,Polska,Tak,Używane,True,True,True,,True,True,True,True,,,,Tak,True,,True,True,,,True,,True,True,True,,True,,,Tak,True,True,,True,,,,True,,True,,,True,True,,,True,,,,,,,,True,,,,True,,,,28/09/2017,,Tak,Tak,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,60132,"15:45, 3 lutego 2021",6079666274,Firmy,Osobowe,Ford,Tourneo Connect,II (2013-),2016,134 200 km,1 499 cm3,Diesel,120 KM,Automatyczna,Na przednie koła,Minivan,5,5,Złoty,Tak,Tak,Polska,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.5 TDCi Start-Stop,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,True,,Tak,True,True,,True,True,,True,True,,True,True,True,True,True,,True,True,,True,,True,,True,True,True,,True,,True,,,3 miesięcy,31/03/2016,DW5E091,Tak,Tak,True,True,,True,True,Tak,,,,True,,,,,,,,,,,True,,,,,,,,,,,,
53,7650,"15:45, 3 lutego 2021",6081291442,Firmy,Osobowe,Ford,Mondeo,Mk3 (2000-2006),2004,219 000 km,1 798 cm3,Benzyna,130 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,,,,,Używane,True,True,True,True,True,True,True,True,True,True,1.8 SCi Ghia,,True,,True,True,True,,,,True,True,True,,,,,,True,,,True,True,,True,,,True,,True,True,,,,,,,,,,,,True,,,,True,,,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
54,4950,"15:45, 3 lutego 2021",6081291423,Firmy,Osobowe,Ford,Focus,Mk2 (2004-2011),2005,220 000 km,1 560 cm3,Diesel,109 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,,,Niemcy,,Używane,True,,True,,,True,True,True,True,True,1.6 TDCi Ambiente,,,,,,,,,,,True,True,,,,,Tak,True,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,15/09/2005,SLU58M2,,Tak,,,,,,,,True,,,,,,,,,,,,,,,,Tak,,,,,,,,,
55,64900,"15:44, 3 lutego 2021",6080940444,Firmy,Osobowe,Ford,Mondeo,Mk5 (2014-),2017,90 303 km,2 000 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,Tak,Polska,Tak,Używane,True,True,True,,True,True,True,True,,,,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,,,Tak,True,True,,True,True,,,True,,True,,True,True,True,,True,True,True,,,,,,,True,,,,True,,,,25/10/2017,,Tak,Tak,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
56,17600,"15:43, 3 lutego 2021",6081896816,Firmy,Osobowe,Ford,Fiesta,Mk7 (2008-),2008,102 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Inny kolor,,,,,Używane,True,True,True,,True,True,True,True,True,True,1.25 Ambiente,Tak,True,,True,True,,,,,,True,True,,,,,,True,True,,True,,True,,,,,,,True,,,,True,,,,,,True,,True,,True,,True,120 g/km,Tak,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
57,38900,"15:42, 3 lutego 2021",6081906940,Osoby prywatnej,Osobowe,Ford,Focus,Mk3 (2010-),2017,28 500 km,999 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,,Belgia,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.0 EcoBoost Active Business,Tak,True,,True,True,True,True,True,True,True,True,True,True,True,True,,Tak,True,True,,True,True,True,True,True,,True,True,True,True,,,,True,True,True,True,,True,True,,True,,True,,True,108 g/km,,,12/01/2018,,,,,True,,True,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
58,26900,"15:42, 3 lutego 2021",6080910785,Firmy,Osobowe,Ford,Grand C-MAX,,2011,200 338 km,1 560 cm3,Diesel,116 KM,Manualna,Na przednie koła,Minivan,5,7,Srebrny,Tak,,,Tak,Używane,True,True,True,,True,True,True,True,True,True,,Tak,True,True,True,True,,True,True,,True,True,True,True,True,True,,,,True,True,True,,,True,,,,True,,True,,,,True,,,,,,True,,True,,,,True,,Tak,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,44900,"15:40, 3 lutego 2021",6081547039,Osoby prywatnej,Osobowe,Ford,Galaxy,Mk2 (2006-2015),2014,248 500 km,1 997 cm3,Diesel,163 KM,Manualna,Na przednie koła,Minivan,5,7,Srebrny,,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,2.0 TDCi Titanium,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,Tak,True,True,True,True,True,True,True,,True,,,True,True,,,,True,True,True,,True,True,True,True,True,,,,True,152 g/km,,,,,Tak,Tak,True,True,True,True,,,,,,True,True,,True,,,,True,,,,True,,,,,,,,,,,,
60,40900,"15:40, 3 lutego 2021",6081530516,Firmy,Osobowe,Ford,Mondeo,Mk5 (2014-),2015,179 500 km,1 498 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,,Holandia,,Używane,True,True,True,,True,True,True,True,True,True,1.5 TDCi Trend,Tak,True,True,True,True,True,,True,,True,True,True,,True,,,,True,True,,True,,,,True,,,,,True,True,,,True,True,,,,,True,,True,,True,,True,,Tak,12 miesięcy,31/10/2015,,,,True,True,,True,,Tak,,,Tak,True,,,,,,,,,,,,,,,,,,,,,,,
61,124600,"15:40, 3 lutego 2021",6081907932,Osoby prywatnej,Osobowe,Ford,Ranger,,2018,83 100 km,3 198 cm3,Diesel,200 KM,Automatyczna,4x4 (dołączany ręcznie),SUV,4,5,Inny kolor,,Tak,Polska,Tak,Używane,True,True,True,True,True,True,True,True,True,True,Autm,Tak,True,True,True,,True,True,True,True,True,True,True,True,,True,,Tak,,True,,True,True,True,True,,True,True,,True,,True,,True,True,,,,,,True,True,True,,True,,,228 g/km,,,,,Tak,Tak,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,21900,"15:40, 3 lutego 2021",6081567235,Osoby prywatnej,Osobowe,Ford,S-Max,I (2006-2015),2007,165 000 km,1 999 cm3,Benzyna,145 KM,Manualna,Na przednie koła,Minivan,5,5,Czarny,,,,Tak,Używane,True,True,True,,True,True,True,True,True,True,,Tak,True,,,True,,,,,,True,True,,,,,,True,,,True,,,,,,,,,True,,,,True,,,,,,True,,True,,True,,True,194 g/km,Tak,,,,,Tak,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
63,12700,"15:39, 3 lutego 2021",6077483532,Osoby prywatnej,Osobowe,Ford,Galaxy,Mk2 (2000-2005),2005,233 860 km,2 295 cm3,Benzyna+LPG,140 KM,Manualna,Na przednie koła,Minivan,5,,Srebrny,Tak,,,,Używane,True,True,True,,,True,True,True,True,,,,,,,,True,,,,,,True,,,,,Tak,,,,,True,,,,,True,,,,True,,True,,,,,,,,,,,,True,,,,,,,,Tak,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2750,"15:39, 3 lutego 2021",6081883476,Firmy,Osobowe,Ford,Mondeo,Mk3 (2000-2006),2005,230 000 km,1 798 cm3,Benzyna+LPG,125 KM,Manualna,,Auta miejskie,5,5,Zielony,,,Niemcy,,Używane,True,True,True,,,True,,True,True,True,,Tak,True,,True,,,,True,,True,True,True,,,,,,,,,,True,,True,,,True,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,True,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
65,43500,"15:39, 3 lutego 2021",6081907890,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2015,148 000 km,1 997 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,5,Beżowy,,,,Tak,Używane,,,,,,,,,,,2.0 EcoBlue Active,Tak,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,105 g/km,Tak,,,,,Tak,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
66,17900,"15:38, 3 lutego 2021",6081291128,Firmy,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2007,236 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi Titanium,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,,,,,,,True,True,,True,True,,,,,True,True,,True,True,,,,,,True,,True,,True,,True,156 g/km,Tak,,11/01/2008,,,Tak,,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
67,60900,"15:38, 3 lutego 2021",6081337092,Firmy,Osobowe,Ford,Mondeo,Mk5 (2014-),2017,162 000 km,1 997 cm3,Diesel,150 KM,Manualna,4x4 (dołączany automatycznie),Kombi,5,5,Biały,Tak,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,2.0 TDCi Titanium 4WD,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,,True,True,True,True,True,,,True,True,True,True,,True,True,True,True,,True,,True,,True,,True,,True,6 g/km,Tak,,,,Tak,Tak,True,True,True,True,True,Tak,,,Tak,True,True,,True,,,,,,,,True,,,,,,,,,,,,
68,31200,"15:37, 3 lutego 2021",6081907717,Firmy,Osobowe,Ford,S-Max,I (2006-2015),2010,182 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Minivan,5,5,Szary,,,,Tak,Używane,True,True,True,,True,True,,True,True,True,2.0 TDCi Gold X,,True,True,True,,True,,True,True,True,True,True,,,True,,Tak,True,,,True,True,,True,,,,,,True,True,,,True,,,,,,,,True,,,,True,159 g/km,Tak,,01/10/2010,DOA69990,Tak,,True,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
69,17900,"15:33, 3 lutego 2021",6081907360,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk8 (2017-),2019,9 800 km,998 cm3,Benzyna,95 KM,Manualna,,Auta miejskie,5,5,Srebrny,,,,,Używane,True,True,True,,True,True,True,True,True,True,,Tak,True,True,True,True,,True,True,,True,True,True,True,True,True,,,True,True,,True,True,,,True,,,,True,True,,,,True,True,True,,True,,True,,True,,,,True,,Tak,,,,,,True,,,True,True,,,,,True,,,,,,,,,Tak,,,,,,,,,,,,,,
70,85900,"15:33, 3 lutego 2021",6081718472,Firmy,Osobowe,Ford,Kuga,II (2012-),2019,35 400 km,1 498 cm3,Diesel,120 KM,Automatyczna,Na przednie koła,SUV,5,5,Biały,Tak,Tak,,Tak,Używane,True,True,True,,,True,True,True,True,True,1.5 TDCi FWD Titanium,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,True,,Tak,True,True,,True,True,True,True,True,,,,True,True,True,,,True,True,,,True,True,True,True,True,,True,,True,124 g/km,,,,,Tak,,True,,,True,,Tak,,,Tak,True,True,,,,,,,,,,,,,,,,,,,,,,
71,10900,"15:33, 3 lutego 2021",6081567143,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk6 (2002-2008),2005,228 000 km,1 999 cm3,Benzyna,150 KM,Manualna,Na przednie koła,Auta miejskie,3,5,Szary,,,,,Używane,True,True,True,,True,True,,True,True,True,2.0 ST,,True,,,,,,,,,,True,,True,,,Tak,True,,,,,,,,True,,,,,,,True,,,,,,,,,True,,,,,179 g/km,,,28/04/2006,WOT57044,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
72,19001,"15:32, 3 lutego 2021",6081337044,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2011,208 213 km,1 560 cm3,Diesel,95 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Tak,Polska,,Używane,True,True,,,,,True,True,,True,,Tak,,,,True,,,,,,True,,,,,,Tak,True,True,,,,,,,,,,,True,,,,True,,,,,,,,True,,,,True,,,,29/08/2011,,,,,True,,,,Tak,113 PLN,True,,,,,,,,,,,,,,,,,,,,,,,,,
73,28700,"15:32, 3 lutego 2021",6081529847,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk7 (2008-),2014,98 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Niebieski,,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.25 Trend,,,,,True,,,,,,True,True,,True,,,Tak,True,True,,True,True,True,,True,,True,,,True,,,,True,,,,,,True,,True,,True,,,120 g/km,,,,,,Tak,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
74,79900,"15:32, 3 lutego 2021",6066184180,Firmy,Osobowe,Ford,Focus,Mk4 (2018-),2018,18 000 km,1 498 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,Tak,Polska,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.5 EcoBlue Trend Edition,Tak,True,True,True,True,True,,True,,,True,True,,True,,,Tak,True,True,,,True,,True,True,,,,True,True,,,True,True,True,,,True,True,,,True,,,,True,105 g/km,,24 miesięcy,29/08/2019,KTA1714E,Tak,Tak,True,,,True,,,,True,Tak,True,,,,,,,,,,,,,,,,,,,,,,,
75,45999,"15:31, 3 lutego 2021",6081337031,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk5 (2014-),2014,170 000 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,,,Tak,Używane,True,True,True,,True,True,,True,True,True,2.0 TDCi Titanium,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,,,,True,True,True,,,True,,True,,True,,True,,True,,True,,True,109 g/km,Tak,,,,Tak,Tak,True,True,,True,True,,,,,True,True,,True,,,,,,,,True,,,,,,,,,,,,
76,57999,"15:31, 3 lutego 2021",6081247281,Osoby prywatnej,Osobowe,Ford,S-Max,,2016,243 500 km,2 000 cm3,Diesel,150 KM,Manualna,,Minivan,5,7,Czarny,,,,,Używane,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,
77,19900,"15:31, 3 lutego 2021",6081290791,Firmy,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2010,267 828 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi Ghia,Tak,True,,True,True,True,True,,,True,True,True,True,True,True,,Tak,True,True,,True,True,True,,,,True,,,True,True,,True,True,,,,,,True,,True,,True,,True,156 g/km,Tak,,,,,Tak,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,8500,"15:30, 3 lutego 2021",6081559591,Osoby prywatnej,Osobowe,Ford,Focus,Mk2 (2004-2011),2007,292 222 km,1 997 cm3,Diesel,136 KM,Manualna,Na przednie koła,Kompakt,3,5,Czarny,,,Niemcy,,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi DPF,Tak,,,,,,,,,,True,True,,,,,Tak,True,,,,True,,,,,,,,True,,,,True,,,,,,,,True,,,,True,144 g/km,,,15/10/2007,TST73262,,,,,,True,,,,True,Tak,,,,,,,,,,,,,,,,,,,,,,,,
79,35500,"15:30, 3 lutego 2021",6081529569,Firmy,Osobowe,Ford,Kuga,II (2012-),2011,223 620 km,1 997 cm3,Diesel,140 KM,Manualna,4x4 (stały),SUV,5,5,Biały,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,2.0 TDCi Titanium,,True,True,True,True,True,True,True,,True,True,True,True,,,,Tak,True,True,True,True,True,,True,,True,,,True,True,True,,True,True,,,,,,True,,True,,,,True,159 g/km,Tak,,,PWA05808,Tak,Tak,True,True,True,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,
80,15900,"15:29, 3 lutego 2021",6079991982,Osoby prywatnej,Osobowe,Ford,S-Max,I (2006-2015),2007,310 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Minivan,5,5,Srebrny,,,,Tak,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi Titanium,Tak,,True,True,True,True,True,True,,True,True,True,True,,True,,,True,,,True,True,,True,True,True,True,,True,True,True,,True,True,,,,,,True,,True,,True,,True,159 g/km,Tak,,,,,Tak,True,True,True,True,True,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,
81,37900,"15:29, 3 lutego 2021",6081290636,Firmy,Osobowe,Ford,Courier,,2018,125 898 km,1 498 cm3,Diesel,95 KM,Manualna,,Minivan,5,5,Biały,,Tak,Polska,Tak,Używane,True,True,True,,,,True,True,True,True,,,,,,,,,True,,,True,True,,True,,,Tak,,True,,,,,,,,,,,True,,,,True,,,,,,True,,True,,,,True,,,,05/03/2018,SM93160,Tak,Tak,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
82,59900,"15:29, 3 lutego 2021",6081567119,Osoby prywatnej,Osobowe,Ford,S-Max,II (2015-),2016,130 000 km,1 998 cm3,Diesel,180 KM,Manualna,Na przednie koła,Minivan,5,5,Biały,,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,2.0 TDCi,,True,True,True,True,True,True,True,,True,True,True,True,True,,,Tak,,True,,True,True,True,True,True,,,True,,,True,,True,True,True,True,,,,True,,True,,True,,True,129 g/km,,,,,,Tak,True,,True,True,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,
83,26200,"15:28, 3 lutego 2021",6081567107,Osoby prywatnej,Osobowe,Ford,B-MAX,,2014,166 200 km,998 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.0 EcoBoost,Tak,True,,True,,,True,True,,,True,True,,True,,,,True,True,,True,True,,True,,,True,,,True,,,True,True,True,,,,,True,,,,,,,114 g/km,Tak,,,,,Tak,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
84,112000,"15:28, 3 lutego 2021",6081529663,Firmy,Osobowe,Ford,Tourneo Connect,,2020,500 km,1 498 cm3,Diesel,120 KM,Automatyczna,Na przednie koła,Kombi,5,7,Niebieski,Tak,Tak,Polska,Tak,Używane,True,True,True,True,,True,True,True,True,True,,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,,,Tak,True,True,True,True,True,,True,,,True,True,,True,True,,,True,True,,,True,True,True,True,True,,,,True,,,,,,Tak,Tak,,True,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,24999,"15:27, 3 lutego 2021",6081906739,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk7 (2008-),2014,90 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Szary,,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.25 Gold X,Tak,,,,True,True,True,,,,True,True,True,,,Tak,,True,True,,True,True,True,,,,True,,,True,,,,True,,,,,,True,,True,,True,,True,120 g/km,Tak,,,,,Tak,True,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
86,19900,"15:27, 3 lutego 2021",6079781124,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2011,228 000 km,1 560 cm3,Diesel,95 KM,Manualna,Na przednie koła,Kompakt,5,5,Niebieski,,,Niemcy,,Używane,True,True,True,,True,True,True,True,True,True,1.6 TDCi Trend,Tak,True,,True,True,True,True,True,,True,True,True,,,,,Tak,,True,,,True,,,,,True,,True,True,True,,,True,,,,,,,,True,,,,True,,,,11/07/2011,,Tak,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,46900,"15:27, 3 lutego 2021",6081906879,Firmy,Osobowe,Ford,C-MAX,II (2010-),2016,144 000 km,1 498 cm3,Diesel,120 KM,Automatyczna,Na przednie koła,Minivan,5,5,Niebieski,Tak,Tak,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.5 TDCi Titanium,Tak,True,,True,True,True,True,True,,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,,,,,,True,,True,,True,,True,120 g/km,,,,,Tak,Tak,True,,,True,True,Tak,,,,,True,,,,,,,,,,,,,,,,,,,,,,
88,18999,"15:27, 3 lutego 2021",6081906834,Firmy,Osobowe,Ford,Fiesta,Mk7 (2008-),2011,54 000 km,1 242 cm3,Benzyna,60 KM,Manualna,Na przednie koła,Auta miejskie,3,5,Czarny,Tak,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.25 Gold X,Tak,,,,True,True,,,,True,True,True,True,True,,Tak,,,True,,True,True,,True,,,True,,True,True,,,True,True,,,,,True,True,,True,,True,,True,120 g/km,Tak,,31/05/2012,,Tak,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
89,18444,"15:26, 3 lutego 2021",6081290346,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk7 (2008-),2012,188 321 km,1 560 cm3,Diesel,95 KM,Manualna,Na przednie koła,Auta miejskie,3,5,Inny kolor,,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.6 TDCi Sport,Tak,True,,,True,True,True,True,,True,,True,True,True,,,,True,True,,True,True,True,,,True,True,True,True,True,,,True,True,,,,,,True,,True,,True,,True,95 g/km,,,12/04/2012,,,Tak,True,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,
