,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Metalik,Kraj pochodzenia,Numer rejestracyjny pojazdu,Bezwypadkowy,Serwisowany w ASO,Stan,Klimatyzacja manualna,Emisja CO2,Zarejestrowany w Polsce,Pierwszy właściciel,ABS,Elektryczne szyby przednie,Poduszka powietrzna pasażera,Alarm,ESP (stabilizacja toru jazdy),Podgrzewana przednia szyba,Poduszki boczne przednie,Światła do jazdy dziennej,Tapicerka welurowa,CD,Immobilizer,Radio fabryczne,Bluetooth,Gniazdo AUX,Komputer pokładowy,Podgrzewane lusterka boczne,Poduszki boczne tylne,Światła LED,Tempomat,Centralny zamek,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Czujniki parkowania tylne,Isofix,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Przyciemniane szyby,Światła przeciwmgielne,Wielofunkcyjna kierownica,VAT marża,Pierwsza rejestracja,Elektrycznie ustawiane lusterka,Poduszka powietrzna chroniąca kolana,Możliwość finansowania,Faktura VAT,Asystent pasa ruchu,Czujniki parkowania przednie,Klimatyzacja automatyczna,Łopatki zmiany biegów,Alufelgi,Czujnik deszczu,Elektryczne szyby tylne,Klimatyzacja dwustrefowa,MP3,System Start-Stop,Asystent parkowania,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,Gniazdo USB,Kamera cofania,Filtr cząstek stałych,Perłowy,Leasing,Hak,Ogranicznik prędkości,Światła Xenonowe,Gniazdo SD,Nawigacja GPS,ASR (kontrola trakcji),Elektrochromatyczne lusterka boczne,Odtwarzacz DVD,Relingi dachowe,Gwarancja dealerska (w cenie),Elektrycznie ustawiane fotele,Czujnik martwego pola,Podgrzewane tylne siedzenia,Tempomat aktywny,Tuner TV,Tapicerka skórzana,Miesięczna rata,Dach panoramiczny,Uszkodzony,Szyberdach,lub do (przebieg km),Klimatyzacja czterostrefowa,Ogrzewanie postojowe,Zmieniarka CD,Akryl (niemetalizowany),Radio niefabryczne,Regulowane zawieszenie,HUD (wyświetlacz przezierny),Matowy,Homologacja ciężarowa,Okres gwarancji producenta,Tuning,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Kierownica po prawej (Anglik),Zarejestrowany jako zabytek,VIN
1299,76999,"18:33, 6 lutego 2021",6065113298,Firmy,Osobowe,Ford,Mondeo,Mk5 (2014-),,2017,148 000 km,1 997 cm3,Diesel,209 KM,Automatyczna,Na przednie koła,Kombi,5,5,Czarny,Tak,Niemcy,,Tak,Tak,Używane,True,,,Tak,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,Tak,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,Tak,Tak,True,True,True,True,True,True,True,True,True,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,
1300,33499,"18:33, 6 lutego 2021",6079171913,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi Titanium,Mk4 (2007-2014),2014,199 999 km,1 997 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Kombi,5,5,Czarny,Tak,Niemcy,,Tak,Tak,Używane,True,,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,Tak,Tak,True,True,True,,True,True,True,True,True,True,,True,True,True,True,Tak,Tak,Tak,True,True,True,True,True,True,True,True,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,
1301,34999,"18:33, 6 lutego 2021",6079172245,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi Titanium,Mk4 (2007-2014),2014,190 869 km,1 997 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Kombi,5,5,Czarny,Tak,Niemcy,,Tak,Tak,Używane,True,,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,Tak,Tak,True,True,True,,True,True,True,True,True,True,,True,True,True,True,Tak,Tak,Tak,True,True,True,True,True,True,True,True,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,
1302,36999,"18:33, 6 lutego 2021",6079172814,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi Titanium,Mk4 (2007-2014),2014,156 768 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Niemcy,,Tak,Tak,Używane,True,,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,Tak,Tak,True,True,True,,True,True,True,True,True,True,,True,True,True,True,Tak,Tak,Tak,True,True,True,True,True,True,True,True,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,
1303,33999,"18:33, 6 lutego 2021",6079172196,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi Titanium,Mk4 (2007-2014),2014,197 343 km,1 997 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Kombi,5,5,Czarny,Tak,Niemcy,,Tak,Tak,Używane,True,,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,Tak,Tak,True,True,True,,True,True,True,True,True,True,,True,True,True,True,Tak,Tak,Tak,True,True,True,True,True,True,True,True,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,
1304,69900,"18:31, 6 lutego 2021",6078685932,Firmy,Osobowe,Ford,S-Max,,II (2015-),2017,175 000 km,1 997 cm3,Diesel,150 KM,Manualna,4x4 (dołączany automatycznie),Minivan,5,5,Biały,,,,Tak,Tak,Używane,,,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,Tak,,True,True,,True,True,True,True,True,,,,True,,True,,,,,,True,,,,True,,,,,,,,,,,,,,
1305,27900,"18:31, 6 lutego 2021",6082070910,Osoby prywatnej,Osobowe,Ford,Mondeo,1.6 Eco Boost,Mk4 (2007-2014),2011,166 000 km,1 596 cm3,Benzyna,160 KM,Manualna,Na przednie koła,Kombi,5,5,Brązowy,Tak,Niemcy,,Tak,Tak,Używane,,158 g/km,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,True,True,,,,True,,,True,True,True,,True,,,True,True,,,,,,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,20800,"18:30, 6 lutego 2021",6081682888,Osoby prywatnej,Osobowe,Ford,Mondeo,1.6 Ambiente,Mk4 (2007-2014),2008,111 400 km,1 596 cm3,Benzyna,110 KM,Manualna,Na przednie koła,Sedan,5,5,Złoty,Tak,Niemcy,HEST1170,Tak,Tak,Używane,,172 g/km,,,True,True,True,,True,,True,,True,True,True,True,,True,True,True,True,,,True,True,True,True,True,True,,True,True,True,Tak,09/04/2008,True,True,Tak,,,True,True,,True,,True,True,True,,,,,,,,,,,True,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,70110,"18:27, 6 lutego 2021",6080950149,Firmy,Osobowe,Ford,S-Max,2.0 TDCi,II (2015-),2016,126 000 km,1 998 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Minivan,5,5,Srebrny,Tak,Niemcy,,Tak,Tak,Używane,,129 g/km,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,Tak,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,Tak,True,True,,True,True,True,True,,,3 miesięcy,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1308,19680,"18:26, 6 lutego 2021",6082070727,Osoby prywatnej,Osobowe,Ford,Transit,,VI (2006-),2009,363 598 km,2 198 cm3,Diesel,85 KM,Manualna,Na przednie koła,Minivan,5,9,Biały,,,ZS709JE,Tak,Tak,Używane,,,Tak,Tak,True,True,True,,True,,,True,True,True,True,True,,,True,,,,,True,True,True,,True,,,,,,,11/05/2009,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,
1309,24999,"18:25, 6 lutego 2021",6081682822,Firmy,Osobowe,Ford,Focus,1.6 Trend,Mk3 (2010-),2012,184 500 km,1 596 cm3,Benzyna,105 KM,Manualna,Na przednie koła,Kombi,5,,Srebrny,,,,,,Używane,True,,,,True,True,True,,,,True,,True,True,True,True,True,,True,True,,,,True,True,True,True,True,True,,,,True,Tak,,True,,,,,,,,,,True,,True,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,35900,"18:25, 6 lutego 2021",6081601093,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2014,197 100 km,1 968 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,Kombi,5,5,Szary,,Niemcy,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,10/03/2014,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,49990,"18:25, 6 lutego 2021",6082070556,Firmy,Osobowe,Ford,Kuga,2.0 TDCi Titanium,II (2012-),2014,145 200 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,SUV,5,5,Szary,Tak,Niemcy,,Tak,Tak,Używane,,159 g/km,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,,,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,True,,,True,3 miesięcy,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,
1312,22800,"18:25, 6 lutego 2021",6082070695,Osoby prywatnej,Osobowe,Ford,B-MAX,1.6 TDCi Titanium X,,2013,160 000 km,1 560 cm3,Diesel,95 KM,Manualna,Na przednie koła,Minivan,5,5,Złoty,Tak,Polska,CS328-EZ,Tak,Tak,Używane,,104 g/km,,Tak,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,Tak,,True,True,,,,,True,,True,True,True,True,True,True,,True,True,True,,,,,,,,True,,True,True,,True,,,,,,,True,,True,,True,,,,,,,,True,,,,,,,,,,
1313,5500,"18:24, 6 lutego 2021",6081346737,Osoby prywatnej,Osobowe,Ford,Galaxy,1.9 TDI,Mk1 (1995-2005),2000,347 323 km,1 896 cm3,Diesel,110 KM,Manualna,Na przednie koła,Minivan,5,7,Czerwony,,,,Tak,,Używane,,,Tak,,True,True,True,True,,,True,True,True,,True,,,,,,True,,,True,True,True,,,,True,True,True,True,,,True,,,,,,,,True,,True,True,True,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,
1314,11500,"18:23, 6 lutego 2021",6079531373,Osoby prywatnej,Osobowe,Ford,Mondeo,Turnier 2.0 TDCi,Mk4 (2007-2014),2007,239 400 km,1 997 cm3,Diesel,116 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,,,,,Używane,True,154 g/km,,,True,True,True,,True,,True,,True,,True,True,,True,True,,True,,True,True,True,True,,,,True,,True,,,,True,,Tak,,,,,,,True,True,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1315,25700,"18:22, 6 lutego 2021",6082070463,Osoby prywatnej,Osobowe,Ford,C-MAX,1.6 TDCi Titanium,II (2010-),2011,138 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,Minivan,5,5,Niebieski,Tak,Francja,,Tak,Tak,Używane,,119 g/km,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,Tak,,True,True,,,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,True,,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,37900,"18:22, 6 lutego 2021",6081591332,Osoby prywatnej,Osobowe,Ford,Kuga,,II (2012-),2012,197 000 km,2 000 cm3,Diesel,163 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Biały,,Niemcy,,Tak,Tak,Używane,,,,,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,True,,True,True,True,,True,True,,True,True,True,True,,,,True,,True,,True,,True,,True,,True,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,
1317,88437,"18:21, 6 lutego 2021",6076625093,Firmy,Osobowe,Ford,Mondeo,Vignale 2.0 Hybrid,Mk5 (2014-),2018,66 000 km,1 999 cm3,Hybryda,177 KM,Automatyczna,Na przednie koła,Sedan,4,5,Szary,,,,,Tak,Używane,,,,Tak,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,27/08/2018,True,True,Tak,Tak,True,True,True,,True,True,True,,True,,True,True,True,True,True,,,Tak,,,True,True,True,True,True,,,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,,
1318,4500,"18:21, 6 lutego 2021",6069939594,Firmy,Osobowe,Ford,Focus,,Mk1 (1998-2004),2002,354 000 km,1 796 cm3,Benzyna+LPG,116 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,,,,,Używane,True,,Tak,,True,True,True,,True,,,,,True,True,True,,,,,,,,True,True,True,,True,True,True,,,True,Tak,,True,,Tak,,,,,,True,,True,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,32900,"18:21, 6 lutego 2021",6081266976,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2017,91 000 km,1 600 cm3,Benzyna,85 KM,Manualna,Na przednie koła,Sedan,5,5,Niebieski,,Polska,,Tak,Tak,Używane,True,,Tak,Tak,True,True,True,True,True,,True,True,,True,True,True,True,True,True,,,,True,True,True,True,,True,,,,True,True,,,True,,,Tak,,,,,,,,,True,,,,,True,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,32900,"18:21, 6 lutego 2021",6081266973,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2017,77 000 km,1 600 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Sedan,5,5,Czarny,,Polska,,Tak,Tak,Używane,True,,Tak,Tak,True,True,True,True,True,,True,True,,True,True,True,True,True,True,,,,True,True,True,True,,True,,,,True,True,,,True,,,Tak,,,,,,,,,True,,,,,True,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,22900,"18:21, 6 lutego 2021",6082069784,Firmy,Osobowe,Ford,S-Max,2.0 TDCi Titanium,I (2006-2015),2009,205 431 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Minivan,5,5,Czarny,Tak,Niemcy,,Tak,Tak,Używane,,169 g/km,,,True,True,True,True,,,,,True,True,True,True,,,True,,,,,True,True,True,,,True,,True,True,True,Tak,,True,,Tak,,,,True,,True,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,22900,"18:20, 6 lutego 2021",6082068940,Firmy,Osobowe,Ford,Galaxy,,Mk2 (2006-2015),2009,204 000 km,1 753 cm3,Diesel,125 KM,Manualna,Na przednie koła,Minivan,5,7,Czarny,Tak,Belgia,,Tak,Tak,Używane,,,,Tak,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,Tak,,True,True,Tak,,,True,True,,True,True,True,True,True,,,True,True,,,,,Tak,True,,,True,True,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1323,31900,"18:20, 6 lutego 2021",6078707163,Osoby prywatnej,Osobowe,Ford,Mondeo,1.6 Silver X,Mk4 (2007-2014),2012,95 500 km,1 596 cm3,Benzyna,120 KM,Manualna,Na przednie koła,Kompakt,5,5,Inny kolor,,Polska,NGI10483,Tak,Tak,Używane,,159 g/km,,Tak,True,True,True,True,True,True,True,,,True,True,True,,,True,True,True,,,True,True,True,True,True,,,,True,True,,28/03/2013,,True,,,,True,True,,True,,True,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,61900,"18:19, 6 lutego 2021",6081682615,Firmy,Osobowe,Ford,Mondeo,,Mk5 (2014-),2016,111 000 km,2 000 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Polska,,Tak,Tak,Używane,,,Tak,Tak,True,True,True,,,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,,,True,,,,True,True,Tak,Tak,,True,True,,True,True,True,True,True,True,,,True,True,,,,Tak,,,,True,,,,,True,,,,,,,,790 PLN,,,,,,,,,,,,,,,,,,,,,
1325,16800,"18:18, 6 lutego 2021",6082070434,Osoby prywatnej,Osobowe,Ford,Fiesta,,Mk7 (2008-),2010,158 000 km,1 399 cm3,Diesel,69 KM,Manualna,Na przednie koła,Auta miejskie,3,5,Biały,Tak,Francja,SO4208H,,,Używane,True,,Tak,,True,True,True,,,,True,,,True,True,True,True,True,True,True,,,,True,True,True,,,,,,True,,,15/03/2012,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,65900,"18:18, 6 lutego 2021",6081682594,Firmy,Osobowe,Ford,Mondeo,,Mk5 (2014-),2017,149 000 km,2 000 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Sedan,5,5,Beżowy,Tak,Polska,,Tak,Tak,Używane,,,Tak,Tak,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,True,True,Tak,Tak,True,True,True,True,True,True,True,True,,True,,True,,True,,,,Tak,,True,,True,True,True,,,,,,,True,,,,990 PLN,,,,,,,,,,,,,,,,,,,,,
1327,47900,"18:18, 6 lutego 2021",6079974175,Firmy,Osobowe,Ford,Mondeo,,Mk5 (2014-),2015,126 000 km,2 000 cm3,Diesel,150 KM,Manualna,Na przednie koła,Sedan,5,5,Srebrny,,Polska,,Tak,Tak,Używane,,,Tak,Tak,True,True,True,True,True,True,,True,,True,True,True,True,True,True,,,,True,True,True,True,True,True,,,,True,True,,,True,True,,Tak,,,True,,,,True,,True,True,,True,,True,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,64900,"18:17, 6 lutego 2021",6081600956,Firmy,Osobowe,Ford,S-Max,2.0 TDCi Titanium PowerShift,II (2015-),2016,198 000 km,1 997 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,Minivan,5,5,Szary,,Niemcy,DABROWAGORNICZA,Tak,Tak,Używane,,139 g/km,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,12/12/2016,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,,,True,True,True,True,True,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,
1329,36900,"18:17, 6 lutego 2021",6081682577,Firmy,Osobowe,Ford,Kuga,,II (2012-),2011,240 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,SUV,5,5,Inny kolor,,Belgia,,Tak,Tak,Używane,,,,Tak,True,True,True,True,True,,True,,True,True,True,,True,,,True,True,,,True,True,True,,True,True,,,True,,Tak,,,True,,,,,,,True,True,True,True,True,True,,,True,,,Tak,Tak,,True,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,84900,"18:16, 6 lutego 2021",6077688435,Firmy,Osobowe,Ford,Ranger,,,2016,124 000 km,2 200 cm3,Diesel,160 KM,Manualna,4x4 (stały),SUV,4,5,Czerwony,,Polska,,Tak,Tak,Używane,,,Tak,Tak,True,True,True,True,True,,,True,,True,True,True,True,,True,True,,,,True,True,True,,True,,,,True,True,,,True,,,Tak,,,True,,,,True,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,47900,"18:16, 6 lutego 2021",6081682559,Firmy,Osobowe,Ford,Kuga,,II (2012-),2014,220 000 km,2 000 cm3,Diesel,163 KM,Manualna,4x4 (stały),SUV,5,5,Czarny,Tak,,,Tak,Tak,Używane,,,,Tak,True,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,Tak,,,,True,,True,True,True,True,,,,True,True,True,,,,Tak,,True,,,,,True,,,,,,,,,,590 PLN,True,,,,,,,,,,,,,,,,,,,,
1332,40900,"18:16, 6 lutego 2021",6082070384,Osoby prywatnej,Osobowe,Ford,Fiesta,1.0 EcoBoost GPF ST-Line ASS,Mk8 (2017-),2017,58 683 km,998 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Auta miejskie,3,5,Biały,Tak,Niemcy,,,Tak,Używane,,98 g/km,,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,Tak,28/12/2017,True,True,,,True,,True,,True,True,,,,True,True,True,,True,,,,,,True,,,True,True,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,
1333,10000,"18:16, 6 lutego 2021",6080985411,Osoby prywatnej,Osobowe,Ford,Focus,,Mk2 (2004-2011),2008,213 245 km,1 997 cm3,Diesel,110 KM,Automatyczna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Belgia,1PDT089,,,Używane,True,,,,True,True,True,,,,,,,True,,True,,True,True,,,,True,True,True,True,,,,,,,,,21/11/2008,True,,,,,,,,,,,,True,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,213 245 km,,,,,,,,,,,,,,,,,
1334,33100,"18:15, 6 lutego 2021",6081265747,Firmy,Osobowe,Ford,Focus,2.0 EcoBoost ST,Mk3 (2010-),2017,30 441 km,1 999 cm3,Benzyna,250 KM,Manualna,Na przednie koła,Kompakt,5,5,Niebieski,,Stany Zjednoczone,,,,Używane,,159 g/km,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,,,,,True,True,True,True,True,True,True,,,True,True,True,,,True,,,Tak,True,,True,True,True,,,,,,,,,,,,,,
1335,39900,"18:15, 6 lutego 2021",6081682517,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2016,108 900 km,1 498 cm3,Diesel,95 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,Polska,,Tak,Tak,Używane,True,,Tak,Tak,True,,True,,,,True,True,,True,True,True,,,True,,,,,True,True,True,True,,,,,True,True,,,,,Tak,Tak,,True,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,490 PLN,,,,,,,,,,,,,,,,,,,,,
1336,16800,"18:15, 6 lutego 2021",6080281827,Firmy,Osobowe,Ford,Focus,1.6 Ghia,Mk2 (2004-2011),2008,156 000 km,1 596 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Kompakt,5,5,Niebieski,Tak,Niemcy,,Tak,Tak,Używane,True,157 g/km,Tak,,True,True,True,,True,True,True,,True,True,True,True,,True,True,True,,,,True,True,True,,,True,,True,True,True,Tak,,True,,,,,,,,True,True,True,,True,,,True,True,,,,,,True,,,,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,65999,"18:15, 6 lutego 2021",6081682509,Firmy,Osobowe,Ford,S-Max,2.0 TDCi Titanium PowerShift,II (2015-),2016,175 000 km,1 997 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Minivan,5,5,Biały,,Polska,WF8372M,Tak,Tak,Używane,,139 g/km,Tak,Tak,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,01/09/2016,True,True,Tak,Tak,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,Tak,True,True,True,True,True,True,True,True,True,6 miesięcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,14900,"18:15, 6 lutego 2021",6082070116,Osoby prywatnej,Osobowe,Ford,Fiesta,1.25 Ambiente,Mk7 (2008-),2009,148 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Srebrny,Tak,Niemcy,,,,Używane,True,133 g/km,,,True,True,True,,True,,,,True,True,True,True,,,,,,,,True,True,True,,True,,True,,,True,Tak,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,38900,"18:14, 6 lutego 2021",6081682492,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2017,160 000 km,1 600 cm3,Benzyna+LPG,105 KM,Manualna,Na przednie koła,Sedan,5,5,Czarny,Tak,Polska,,Tak,Tak,Używane,True,,Tak,Tak,True,True,True,,True,,True,True,,True,True,True,True,,True,True,,,,True,True,True,True,,True,,,True,True,,,,True,Tak,Tak,,,,,True,,True,,,True,,,True,True,,,,Tak,,,,,,True,True,,,,,,,,,,490 PLN,,,,,,,,,,,,,,,,,,,,,
1340,29900,"18:14, 6 lutego 2021",6081682461,Firmy,Osobowe,Ford,Grand C-MAX,,,2015,205 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,Minivan,5,5,Szary,Tak,,,Tak,Tak,Używane,True,,Tak,,,,,,True,True,,True,True,,True,,True,,,True,,,True,,,,True,True,,,,True,True,,,,,Tak,Tak,,,,,True,True,,,,True,True,True,,,True,,Tak,,,,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,58900,"18:13, 6 lutego 2021",6081008048,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi Titanium,Mk5 (2014-),2017,172 000 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Niemcy,,Tak,Tak,Używane,,109 g/km,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,15/10/2017,True,True,Tak,Tak,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,
1342,10500,"18:12, 6 lutego 2021",6081682240,Osoby prywatnej,Osobowe,Ford,Fusion,1.4 TDCI,,2010,179 000 km,1 399 cm3,Diesel,68 KM,Manualna,Na przednie koła,Sedan,5,5,Biały,,Polska,KR5V060,Tak,,Używane,True,122 g/km,Tak,,True,,True,,,,,,,True,True,,,,,,,,,True,True,True,,,,,,,,,25/05/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1343,247610,"18:12, 6 lutego 2021",6081430405,Firmy,Osobowe,Ford,Mustang,,,2019,10 km,5 000 cm3,Benzyna,460 KM,Manualna,Na tylne koła,Coupe,2,4,Czarny,Tak,Polska,,,,Używane,,,,,True,True,,True,True,True,True,True,,,True,True,True,,True,True,,True,True,True,True,True,True,True,True,,True,True,True,,,True,True,Tak,Tak,True,,True,,True,True,,True,,True,,True,True,True,True,,,Tak,,,,,True,True,True,,,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,
