,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Metalik,Kraj pochodzenia,Numer rejestracyjny pojazdu,Bezwypadkowy,Serwisowany w ASO,Stan,Klimatyzacja manualna,Emisja CO2,Zarejestrowany w Polsce,Pierwszy właściciel,ABS,Elektryczne szyby przednie,Poduszka powietrzna pasażera,Alarm,ESP (stabilizacja toru jazdy),Podgrzewana przednia szyba,Poduszki boczne przednie,Światła do jazdy dziennej,Tapicerka welurowa,CD,Immobilizer,Radio fabryczne,Bluetooth,Gniazdo AUX,Komputer pokładowy,Podgrzewane lusterka boczne,Poduszki boczne tylne,Światła LED,Tempomat,Centralny zamek,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Czujniki parkowania tylne,Isofix,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Przyciemniane szyby,Światła przeciwmgielne,Wielofunkcyjna kierownica,VAT marża,Pierwsza rejestracja,Elektrycznie ustawiane lusterka,Poduszka powietrzna chroniąca kolana,Możliwość finansowania,Faktura VAT,Asystent pasa ruchu,Czujniki parkowania przednie,Klimatyzacja automatyczna,Łopatki zmiany biegów,Alufelgi,Czujnik deszczu,Elektryczne szyby tylne,Klimatyzacja dwustrefowa,MP3,System Start-Stop,Asystent parkowania,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,Gniazdo USB,Kamera cofania,Filtr cząstek stałych,Perłowy,Leasing,Hak,Ogranicznik prędkości,Światła Xenonowe,Gniazdo SD,Nawigacja GPS,ASR (kontrola trakcji),Elektrochromatyczne lusterka boczne,Odtwarzacz DVD,Relingi dachowe,Gwarancja dealerska (w cenie),Elektrycznie ustawiane fotele,Czujnik martwego pola,Podgrzewane tylne siedzenia,Tempomat aktywny,Tuner TV,Tapicerka skórzana,Miesięczna rata,Dach panoramiczny,Uszkodzony,Szyberdach,lub do (przebieg km),Klimatyzacja czterostrefowa,Ogrzewanie postojowe,Zmieniarka CD,Akryl (niemetalizowany),Radio niefabryczne,Regulowane zawieszenie,HUD (wyświetlacz przezierny),Matowy,Homologacja ciężarowa,Okres gwarancji producenta,Tuning,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Kierownica po prawej (Anglik),Zarejestrowany jako zabytek,VIN
582,53900,"11:25, 7 lutego 2021",6079525626,Firmy,Osobowe,Ford,Mondeo,1.5 EcoBoost Trend,Mk5 (2014-),2016,117 850 km,1 499 cm3,Benzyna,160 KM,Manualna,Na przednie koła,Sedan,5,5,Szary,Tak,Polska,,Tak,Tak,Używane,,,Tak,,True,True,True,,True,True,True,True,,True,True,True,True,,True,True,,,,True,True,True,,True,True,,,True,True,,29/08/2016,True,,Tak,Tak,,,True,,True,,True,True,,True,,True,,True,,,,Tak,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,34900,"11:25, 7 lutego 2021",6079388103,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2016,149 775 km,1 499 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Polska,,,Tak,Używane,True,,Tak,,True,True,True,,True,True,True,True,,,True,True,True,,True,True,,True,True,True,True,True,True,True,True,,True,True,True,,17/06/2016,True,,Tak,Tak,,,,,,,,,,,,True,True,True,,,,Tak,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,32900,"11:25, 7 lutego 2021",6081785743,Osoby prywatnej,Osobowe,Ford,Mondeo,1.6 Eco Boost Start-Stopp,Mk4 (2007-2014),2012,155 000 km,1 596 cm3,Benzyna,160 KM,Manualna,Na przednie koła,Kompakt,5,5,Brązowy,Tak,Polska,,Tak,Tak,Używane,,149 g/km,Tak,Tak,True,True,True,True,True,,,True,True,True,True,True,,True,True,,,True,True,True,True,True,True,True,True,,,True,True,Tak,,True,,,,,,True,,True,,True,True,True,True,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,43000,"11:25, 7 lutego 2021",6082094608,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2016,66 611 km,1 498 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Polska,,Tak,Tak,Używane,True,,Tak,Tak,True,,,,True,,True,True,,,,True,,,True,,,,,True,,True,,True,,,,True,True,,19/10/2016,True,,Tak,Tak,,True,,,True,,True,,,,True,,,True,,,,Tak,,,,,True,True,,,,,,,,,,,256 PLN,,,,,,,,,,,,,,,,,,,,,
586,21900,"11:25, 7 lutego 2021",6082094596,Firmy,Osobowe,Ford,Mondeo,2.0 Titanium,Mk4 (2007-2014),2009,220 000 km,1 999 cm3,Benzyna,145 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,,Holandia,WRA9992E,Tak,Tak,Używane,,189 g/km,,,True,True,True,True,True,True,True,,,True,True,True,True,,True,,True,,True,True,True,True,True,True,True,,,True,True,Tak,,True,True,,,,True,True,,True,,True,True,True,,,True,True,True,,,,,,,,,True,,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
587,50950,"11:24, 7 lutego 2021",6080616578,Firmy,Osobowe,Ford,C-MAX,1.5 EcoBoost Start-Stop-System,II (2010-),2015,61 255 km,1 498 cm3,Benzyna,150 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,Niemcy,,Tak,Tak,Używane,,159 g/km,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,Tak,,True,True,,,,,True,,True,True,True,True,,True,,True,True,True,True,,,,,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
588,18900,"11:24, 7 lutego 2021",6080891804,Osoby prywatnej,Osobowe,Ford,Mondeo,1.6 Silver X,Mk4 (2007-2014),2008,129 000 km,1 596 cm3,Benzyna,110 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,Tak,Polska,,Tak,Tak,Używane,,172 g/km,Tak,Tak,True,True,True,True,True,,,True,True,True,True,True,,True,True,,,True,True,True,True,True,,True,True,,,True,True,Tak,,True,,,,,,True,,,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,33900,"11:23, 7 lutego 2021",6081556822,Osoby prywatnej,Osobowe,Ford,S-Max,2.0 TDCi Titanium,I (2006-2015),2011,211 000 km,1 997 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Minivan,5,5,Czarny,Tak,Niemcy,,Tak,Tak,Używane,,193 g/km,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,True,Tak,,True,True,True,,True,True,True,,True,,True,True,True,True,True,,,,,,True,True,True,True,True,True,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,
590,72900,"11:22, 7 lutego 2021",6079435729,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi Gold X (Trend),Mk5 (2014-),2017,112 021 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,Sedan,5,4,Szary,Tak,Polska,,Tak,Tak,Używane,,,Tak,Tak,True,True,True,,True,,True,True,,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,,True,True,,,True,True,Tak,Tak,,True,True,,True,True,True,True,,,,True,,,,,,Tak,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,29900,"11:22, 7 lutego 2021",6072018655,Firmy,Osobowe,Ford,C-MAX,1.6 Titanium,II (2010-),2010,156 000 km,1 596 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Minivan,5,5,Czarny,Tak,Francja,,,Tak,Używane,,159 g/km,,Tak,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,Tak,21/12/2010,True,True,,,True,True,True,,True,True,True,True,True,,True,True,True,True,,,,,,,,,True,True,True,,True,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
592,37400,"11:22, 7 lutego 2021",6081457273,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2017,175 801 km,1 499 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Czerwony,,Polska,,,Tak,Używane,,,Tak,Tak,True,True,True,,True,,True,True,,,,,,,,True,,,,,True,,,True,True,,,True,True,,,True,,Tak,Tak,,,,,True,,True,,,True,,,True,,,,,Tak,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,45986,"11:22, 7 lutego 2021",6079212022,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2017,59 700 km,1 500 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Polska,,,Tak,Używane,True,,,Tak,True,True,True,,True,,True,,,True,,True,True,,,,,True,True,True,True,True,,True,True,,,,True,,,True,,,Tak,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,27500,"11:21, 7 lutego 2021",6081349157,Firmy,Osobowe,Ford,C-MAX,,II (2010-),2011,220 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Minivan,5,5,Czarny,Tak,,,Tak,Tak,Używane,,159 g/km,,Tak,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,,,True,True,True,True,,True,True,True,True,True,True,Tak,,True,,,,,,True,,True,True,True,True,True,,,True,True,True,,,,,True,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,28999,"11:21, 7 lutego 2021",6082094550,Firmy,Osobowe,Ford,Fiesta,,Mk7 (2008-),2016,49 000 km,998 cm3,Benzyna,80 KM,Manualna,Na przednie koła,Auta małe,5,5,Niebieski,Tak,,,Tak,Tak,Używane,,,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,Tak,,True,True,,,,True,True,,True,True,True,True,True,,,True,True,,,,Tak,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,23900,"11:21, 7 lutego 2021",6081462987,Osoby prywatnej,Osobowe,Ford,S-Max,,I (2006-2015),2009,221 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Minivan,5,5,Inny kolor,Tak,Niemcy,,Tak,Tak,Używane,,158 g/km,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,True,Tak,,,,True,,True,True,True,,True,,True,True,True,True,True,,,,,,True,True,True,True,True,True,True,,True,True,,,,True,,True,,True,,,,True,,,,,,,,,,,,,,
597,16900,"11:20, 7 lutego 2021",6081370715,Osoby prywatnej,Osobowe,Ford,Fiesta,1.25,Mk7 (2008-),2009,149 802 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czarny,Tak,Niemcy,,Tak,Tak,Używane,True,120 g/km,,,True,True,True,,True,,True,,True,True,True,True,True,True,True,,True,,,True,True,True,,True,,True,,,True,,,True,,,,,,,,True,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,54000,"11:20, 7 lutego 2021",6079117784,Firmy,Osobowe,Ford,C-MAX,1.5 EcoBoost Titanium ASS,II (2010-),2016,72 562 km,1 499 cm3,Benzyna,150 KM,Manualna,Na przednie koła,Minivan,5,5,Bordowy,Tak,Polska,,,Tak,Używane,,139 g/km,,Tak,True,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,,18/07/2016,True,,,,,,,,True,True,True,True,,,,,,True,True,,,,,True,,True,,True,,,,12 miesięcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,18900,"11:20, 7 lutego 2021",6077451416,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2011,273 400 km,1 600 cm3,Diesel,95 KM,Manualna,Na przednie koła,Kompakt,5,5,Niebieski,,,,,,Używane,True,,,,True,True,True,,True,,True,,,,True,True,,,True,,,,,True,True,True,,True,True,,,True,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,60000,"11:19, 7 lutego 2021",6081457045,Firmy,Osobowe,Ford,Mondeo,,Mk5 (2014-),2016,73 011 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Polska,,,Tak,Używane,,,Tak,Tak,True,,,True,True,True,True,True,,,,True,True,,True,,,,,True,,True,,True,,,,True,True,,07/12/2016,True,,Tak,Tak,,True,True,,True,,True,,,True,True,,,,,,,Tak,,,,,,True,,,True,,,,,,,,357 PLN,,,,,,,,,,,,,,,,,,,,,
601,35800,"11:19, 7 lutego 2021",6081353508,Osoby prywatnej,Osobowe,Ford,S-Max,2.0 TDCi DPF Titanium,I (2006-2015),2012,257 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Minivan,5,7,Czarny,Tak,Niemcy,,Tak,Tak,Używane,,152 g/km,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,Tak,10/08/2012,True,True,,,,,True,,True,True,True,True,True,,,True,True,True,,,Tak,,True,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,19700,"11:19, 7 lutego 2021",6081278025,Firmy,Osobowe,Ford,Galaxy,2.0 TDCi DPF,Mk2 (2006-2015),2007,260 000 km,1 998 cm3,Diesel,140 KM,Manualna,Na przednie koła,Minivan,5,7,Inny kolor,Tak,Niemcy,,Tak,,Używane,,159 g/km,Tak,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,,True,True,,,,True,True,,True,True,True,True,,,,True,True,,,,,,,,,,True,True,True,,,,True,,,,,True,,True,,,,,,True,,,,,,,,,,,,,,
603,30900,"11:18, 7 lutego 2021",6080278138,Osoby prywatnej,Osobowe,Ford,Focus,,Mk3 (2010-),2014,119 000 km,1 999 cm3,Benzyna,163 KM,Automatyczna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,Stany Zjednoczone,,,,Używane,,,Tak,,True,True,True,True,True,,True,True,,,True,True,True,True,True,True,,,True,True,True,True,,True,True,True,,,True,,,True,,Tak,,,,True,,True,,True,,True,,,True,,True,True,,,,,True,,True,True,True,,True,,,True,,,,,True,,,,True,,,,,,,,,,,,,,,,,,
604,18900,"11:17, 7 lutego 2021",6082094475,Osoby prywatnej,Osobowe,Ford,Fiesta,,Mk7 (2008-),2015,180 000 km,998 cm3,Benzyna,80 KM,Manualna,,Auta miejskie,3,5,Srebrny,Tak,,,,Tak,Używane,True,,Tak,Tak,True,True,True,,True,,True,True,,True,True,True,,,True,,,True,,True,True,True,,True,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,5900,"11:17, 7 lutego 2021",6082094514,Firmy,Osobowe,Ford,KA,1.3 Collection,I (1996-2008),2007,134 000 km,1 299 cm3,Benzyna,70 KM,Manualna,Na przednie koła,Auta małe,3,5,Niebieski,Tak,,,Tak,Tak,Używane,True,,Tak,Tak,True,,True,,,,True,,True,True,True,,,,,,,,,,True,True,,,,,,True,,Tak,,,,Tak,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,3 miesięcy,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
606,39900,"11:17, 7 lutego 2021",6080766969,Osoby prywatnej,Osobowe,Ford,Focus,1.5 TDCi SYNC Edition PowerShift,Mk3 (2010-),2017,94 500 km,1 498 cm3,Diesel,120 KM,Automatyczna,Na przednie koła,Kombi,5,5,Srebrny,Tak,,DSWLS95,Tak,Tak,Używane,,114 g/km,Tak,Tak,True,True,True,True,True,,True,,,True,True,True,True,,True,True,True,,True,True,True,True,True,True,,,,True,True,Tak,29/11/2017,True,True,,,,,True,,,True,True,True,True,True,,True,True,True,,,Tak,,,True,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,55800,"11:16, 7 lutego 2021",6082094487,Firmy,Osobowe,Ford,EDGE,,,2019,39 800 km,1 997 cm3,Diesel,238 KM,Automatyczna,4x4 (stały),SUV,5,,Biały,,Stany Zjednoczone,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
608,20800,"11:15, 7 lutego 2021",6079866953,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi Ambiente,Mk4 (2007-2014),2009,220 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,Tak,Niemcy,,Tak,Tak,Używane,,156 g/km,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,,Tak,,,True,True,,True,True,True,True,,,,True,True,,,Tak,,,,,,,True,True,True,,True,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,
609,7500,"11:15, 7 lutego 2021",6081703258,Osoby prywatnej,Osobowe,Ford,Focus,1.6 TDCi,Mk2 (2004-2011),2009,323 834 km,1 560 cm3,Diesel,90 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,,DWR1109H,Tak,,Używane,True,118 g/km,Tak,Tak,True,True,True,True,True,,True,,,True,True,True,,,True,,True,,,True,True,True,,True,True,,,True,True,,08/01/2010,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,54650,"11:12, 7 lutego 2021",6081456608,Firmy,Osobowe,Ford,Fiesta,1.0 EcoBoost Titanium ASS,Mk8 (2017-),2019,16 700 km,998 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czerwony,Tak,,,,,Używane,,97 g/km,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,,True,True,,,True,,,,True,True,True,,,True,,True,True,True,True,True,,True,True,,,,,,True,,True,True,,,,,,,,True,,,,,,,30 000 km,,,,,,,,,,01/05/2021,,,,,,,
611,33000,"11:12, 7 lutego 2021",6081356864,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2018,176 600 km,1 498 cm3,Diesel,120 KM,Automatyczna,Na przednie koła,Kombi,5,4,Szary,Tak,,,,Tak,Używane,,,,Tak,True,True,True,True,True,,,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,,16/02/2018,True,,,Tak,,,,,True,True,True,True,True,True,,True,,True,,,,,,,,True,True,True,,,True,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
612,27500,"11:12, 7 lutego 2021",6081816847,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2012,126 000 km,1 000 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Kompakt,5,5,Biały,,Niemcy,,Tak,Tak,Używane,True,,Tak,Tak,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,Tak,17/04/2012,True,True,,,,True,,,True,True,True,,True,True,True,True,True,True,,,,,True,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,38900,"11:11, 7 lutego 2021",6079225604,Firmy,Osobowe,Ford,Focus,,,2016,93 134 km,1 500 cm3,Diesel,95 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Polska,WB2902N,Tak,,Używane,True,,Tak,,True,True,True,,True,,True,,,True,True,True,,,True,,,,,True,True,True,,True,,,,,True,,22/09/2016,True,,Tak,Tak,,,,,,,,,,,,,,True,,,,Tak,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,7000,"11:11, 7 lutego 2021",6082094421,Osoby prywatnej,Osobowe,Ford,Focus,1.6 Trend,Mk2 (2004-2011),2005,182 459 km,1 596 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,,SC 1952C,,,Używane,True,159 g/km,Tak,,True,True,True,,,,,,,True,True,True,,,,,,,,True,True,True,,,,,,True,True,,22/06/2005,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,23700,"11:10, 7 lutego 2021",6081277781,Firmy,Osobowe,Ford,Mondeo,2.0 Titanium,Mk4 (2007-2014),2009,229 033 km,1 999 cm3,Benzyna,145 KM,Manualna,Na przednie koła,Sedan,5,5,Szary,Tak,Holandia,,Tak,Tak,Używane,,189 g/km,,,True,True,True,,True,True,True,True,,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,Tak,,,True,True,,True,True,True,True,,,,True,True,True,,,,,,True,,True,True,True,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,
616,37300,"11:08, 7 lutego 2021",6082094405,Firmy,Osobowe,Ford,EDGE,,,2019,14 000 km,1 997 cm3,Diesel,238 KM,Automatyczna,Na przednie koła,SUV,5,4,Czerwony,,Stany Zjednoczone,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
617,20460,"11:08, 7 lutego 2021",6082094392,Firmy,Osobowe,Ford,Mustang,3.7 V6,,2014,124 811 km,3 731 cm3,Benzyna,305 KM,Automatyczna,Na tylne koła,Kabriolet,2,4,Srebrny,Tak,Stany Zjednoczone,,,,Używane,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
618,29900,"11:07, 7 lutego 2021",6078848172,Firmy,Osobowe,Ford,S-Max,2.0 TDCi DPF Titanium MPS6,I (2006-2015),2010,197 000 km,1 997 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,Minivan,5,5,Inny kolor,Tak,,,Tak,Tak,Używane,,159 g/km,Tak,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,Tak,,True,,,,,,True,,True,True,True,True,True,True,,True,True,True,,,,,True,,,True,,True,True,,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
619,6700,"11:07, 7 lutego 2021",6082094402,Firmy,Osobowe,Ford,Fusion,,,2003,203 000 km,1 596 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Srebrny,Tak,Niemcy,,,,Używane,True,,,,True,True,True,,,,True,,,True,True,True,,,True,,,,,True,True,True,,,,,,,,Tak,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,83800,"11:06, 7 lutego 2021",6081597911,Firmy,Osobowe,Ford,Tourneo Custom,2.0 TDCi L2 Titanium,,2017,112 400 km,1 995 cm3,Diesel,170 KM,Manualna,Na przednie koła,Minivan,4,9,Szary,Tak,,,Tak,Tak,Używane,True,166 g/km,Tak,Tak,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,,,True,,Tak,Tak,True,True,,,True,True,,True,True,True,True,True,True,True,True,Tak,,Tak,True,True,,,True,True,True,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
621,89900,"11:06, 7 lutego 2021",6081613213,Osoby prywatnej,Osobowe,Ford,Transit Custom,,,2018,87 573 km,1 996 cm3,Diesel,130 KM,Manualna,Na przednie koła,Minivan,4,9,Biały,,Polska,,Tak,Tak,Używane,,165 g/km,Tak,Tak,True,True,,True,True,True,,,,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,,True,,True,,10/09/2018,True,,,Tak,True,True,True,,,True,,,,True,True,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,
622,18500,"11:06, 7 lutego 2021",6082094352,Osoby prywatnej,Osobowe,Ford,Mondeo,,Mk4 (2007-2014),2010,248 763 km,1 753 cm3,Diesel,125 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Polska,,,,Używane,True,156 g/km,Tak,,True,True,True,,True,,,,,True,True,True,True,True,,,,,,True,True,True,True,,,,True,True,True,,22/06/2010,True,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,9800,"11:05, 7 lutego 2021",6082094259,Firmy,Osobowe,Ford,Focus,Turnier 1.6 16V,Mk2 (2004-2011),2006,159 000 km,1 596 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,Niemcy,GPX903,,,Używane,True,159 g/km,,,True,True,True,,True,True,True,,,True,True,True,,True,True,True,True,,,True,True,True,,,True,,,,True,Tak,29/12/2006,True,,Tak,,,,,,,,True,,True,,,,,,,,Tak,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,46900,"11:03, 7 lutego 2021",6081456379,Firmy,Osobowe,Ford,Focus,2.0 TDCi SYNC Edition ASS,Mk3 (2010-),2018,175 365 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Bordowy,Tak,,SB2139W,,Tak,Używane,,105 g/km,,Tak,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,,,,True,,,Tak,,,,,True,True,,True,,,,True,,True,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,33900,"11:03, 7 lutego 2021",6080696877,Osoby prywatnej,Osobowe,Ford,Galaxy,2.0 TDCi DPF,Mk2 (2006-2015),2010,240 000 km,1 998 cm3,Diesel,163 KM,Manualna,Na przednie koła,Minivan,5,7,Srebrny,Tak,Niemcy,PLXXXX,Tak,Tak,Używane,,139 g/km,Tak,,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,29/06/2010,True,True,,,,True,True,,True,True,True,True,True,,,True,True,True,,,,,,True,True,True,True,True,True,,True,,True,,,,,,,,Tak,,240 000 km,True,,,,,,,,,,,,,,,,
626,18500,"11:02, 7 lutego 2021",6080950969,Osoby prywatnej,Osobowe,Ford,Focus,1.6 TDCi Trend,Mk3 (2010-),2011,215 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kompakt,4,5,Czarny,,Polska,KRA3117G,,,Używane,,109 g/km,Tak,,True,True,True,True,,,True,True,,True,True,True,,,,,,,,True,True,True,,,,,,True,,,22/06/2011,True,,,,,,True,,,,,,,,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,17900,"11:02, 7 lutego 2021",6081277375,Osoby prywatnej,Osobowe,Ford,S-Max,1.8 TDCi Titanium,I (2006-2015),2008,234 766 km,1 753 cm3,Diesel,125 KM,Manualna,Na przednie koła,Minivan,5,7,Srebrny,Tak,Polska,ZS9098U,,,Używane,,164 g/km,Tak,Tak,True,True,True,True,,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,,True,True,Tak,09/06/2008,True,True,,,,True,True,,True,True,,True,True,,True,True,,True,,,,,,,,,,True,,,,,True,,,,,True,,,,,,,,,,,,True,,,,,,,,,,
