,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Emisja CO2,Filtr cząstek stałych,Typ,Liczba drzwi,Liczba miejsc,Kolor,Akryl (niemetalizowany),Zarejestrowany w Polsce,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,Czujniki parkowania tylne,Gniazdo AUX,Klimatyzacja dwustrefowa,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła LED,Tapicerka skórzana,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujnik deszczu,Elektrochromatyczne lusterko wsteczne,Isofix,Komputer pokładowy,Podgrzewane przednie siedzenia,Relingi dachowe,Światła przeciwmgielne,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujnik zmierzchu,Elektryczne szyby tylne,Klimatyzacja automatyczna,Kurtyny powietrzne,Poduszki boczne przednie,Światła do jazdy dziennej,Światła Xenonowe,Wielofunkcyjna kierownica,Metalik,Perłowy,Możliwość finansowania,Bezwypadkowy,Serwisowany w ASO,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Hak,Alarm,Tapicerka welurowa,Gniazdo USB,Pierwszy właściciel,Klimatyzacja manualna,MP3,Poduszki boczne tylne,VAT marża,Kraj pochodzenia,Gniazdo SD,Ogrzewanie postojowe,Poduszka powietrzna chroniąca kolana,Asystent parkowania,Kamera cofania,Nawigacja GPS,Podgrzewana przednia szyba,Czujniki parkowania przednie,Odtwarzacz DVD,System Start-Stop,Faktura VAT,Leasing,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Ogranicznik prędkości,Asystent pasa ruchu,Czujnik martwego pola,lub do (przebieg km),Gwarancja dealerska (w cenie),Tuner TV,Dach panoramiczny,Szyberdach,Uszkodzony,Elektrycznie ustawiane fotele,Homologacja ciężarowa,Radio niefabryczne,Klimatyzacja czterostrefowa,Regulowane zawieszenie,Tempomat aktywny,Miesięczna rata,Podgrzewane tylne siedzenia,Łopatki zmiany biegów,Okres gwarancji producenta,Zmieniarka CD,Zarejestrowany jako zabytek,HUD (wyświetlacz przezierny),Kierownica po prawej (Anglik),Tuning,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,VIN,Matowy,Warranty if agreed with the buyer
1452,31400,"21:29, 8 lutego 2021",6062406343,Firmy,Osobowe,Opel,Zafira,,C (2011-2019),2012,119 000 km,1 362 cm3,Benzyna,120 KM,Manualna,Na przednie koła,,,Minivan,5,5,Szary,,Tak,Używane,True,True,True,True,,,True,,True,True,,,True,True,True,True,,True,True,True,,,True,,True,True,True,True,,,,True,True,True,,,Tak,,Tak,,Tak,True,True,,True,True,True,Tak,True,True,True,Tak,Niemcy,True,,True,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,31980,"21:27, 8 lutego 2021",6081688070,Osoby prywatnej,Osobowe,Opel,Zafira,Tourer 2.0 CDTI,C (2011-2019),2013,165 000 km,1 956 cm3,Diesel,165 KM,Manualna,Na przednie koła,139 g/km,,Minivan,5,7,Biały,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,,,,,Tak,,True,,,,True,,,True,,,,,,,,,,,True,,True,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,25900,"21:26, 8 lutego 2021",6082123331,Osoby prywatnej,Osobowe,Opel,Corsa,D (2006-2014),D (2006-2014),2007,143 381 km,1 600 cm3,Benzyna,192 KM,Manualna,Na przednie koła,,,Auta miejskie,3,5,Czarny,,Tak,Używane,True,True,True,True,,,True,,,True,,,True,True,True,True,,,True,,,,True,True,True,True,True,True,,,,,,,,True,Tak,,,,,,True,,True,,,,True,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,17900,"21:25, 8 lutego 2021",6081185510,Osoby prywatnej,Osobowe,Opel,Corsa,,D (2006-2014),2014,159 200 km,1 248 cm3,Diesel,75 KM,Manualna,Na przednie koła,112 g/km,,Auta miejskie,5,5,Niebieski,,Tak,Używane,True,True,True,True,,True,,,True,,,,True,True,True,,,,True,,,,True,,True,,True,,,,,,,,,,Tak,,,Tak,Tak,,True,,,,,,True,,,,Polska,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,29800,"21:25, 8 lutego 2021",6082123327,Osoby prywatnej,Osobowe,Opel,Insignia,,,2013,251 000 km,1 956 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,,,Kombi,5,,Biały,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,,Tak,,True,True,,True,,True,Tak,,True,True,Tak,,True,,,True,,True,,True,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1457,10999,"21:25, 8 lutego 2021",6081437673,Osoby prywatnej,Osobowe,Opel,Meriva,1.4,I (2002-2010),2008,170 000 km,1 364 cm3,Benzyna,90 KM,Manualna,Na przednie koła,148 g/km,,Minivan,5,5,Srebrny,,,Używane,True,True,True,True,,,,,,,,,True,,True,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,20/06/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,6600,"21:24, 8 lutego 2021",6081437433,Osoby prywatnej,Osobowe,Opel,Vectra,2.2 DTI Elegance,C (2002-2008),2003,338 000 km,2 171 cm3,Diesel,125 KM,Manualna,Na przednie koła,,,Sedan,4,5,Zielony,,Tak,Używane,True,True,True,True,,,,True,True,,,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,Tak,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,338 000 km,,,,,,,,,,,,,,,,True,,,,,,,,,,
1459,14999,"21:22, 8 lutego 2021",6070907659,Firmy,Osobowe,Opel,Astra,,H (2004-2014),2008,133 000 km,1 400 cm3,Benzyna,90 KM,Manualna,Na przednie koła,,,Kompakt,3,5,Szary,,Tak,Używane,True,True,True,True,,True,True,,True,,,,True,True,True,,True,True,,True,,,,True,True,True,True,True,True,,,True,True,,,True,Tak,,,,Tak,,True,,,,,,True,True,,Tak,,,,,,,,,,,,,,04/08/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,7400,"21:21, 8 lutego 2021",6079132636,Osoby prywatnej,Osobowe,Opel,Astra,III 1.8 Enjoy,H (2004-2014),2005,249 000 km,1 796 cm3,Benzyna+LPG,125 KM,Manualna,,,,Kombi,5,5,Niebieski,,Tak,Używane,True,True,True,True,,True,,,,True,,,True,,True,True,,,True,True,,True,,True,True,True,True,,,,,,True,,,True,Tak,,,Tak,,,True,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,13900,"21:20, 8 lutego 2021",6081436648,Firmy,Osobowe,Opel,Corsa,1.4 16V Enjoy,D (2006-2014),2009,172 447 km,1 364 cm3,Benzyna,90 KM,Manualna,Na przednie koła,144 g/km,,Auta miejskie,5,5,Czerwony,,,Używane,True,True,True,True,,,True,,,,,,True,True,True,,True,,True,True,,,True,,True,True,True,True,,,True,,True,True,,True,Tak,,,,,,True,,True,True,,,True,True,True,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,37800,"21:19, 8 lutego 2021",6082123252,Osoby prywatnej,Osobowe,Opel,Insignia,2.0 CDTI EcoFLEX S&S,,2015,232 671 km,1 956 cm3,Diesel,140 KM,Manualna,Na przednie koła,,,Sedan,5,,Srebrny,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,,Tak,,True,True,,True,,True,Tak,,True,True,,,True,,,True,,True,,True,,True,Tak,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1463,80000,"21:18, 8 lutego 2021",6082123169,Osoby prywatnej,Osobowe,Opel,Grandland X,1.2 T Enjoy S&S,,2018,29 000 km,1 199 cm3,Benzyna,130 KM,Manualna,Na przednie koła,124 g/km,,SUV,5,5,Biały,,Tak,Używane,True,True,True,True,True,True,,True,,True,True,,,True,True,True,True,,,True,,,True,True,True,,True,True,True,True,,,,True,,True,,Tak,,Tak,Tak,,True,,,True,True,Tak,True,,,,Polska,,,,,True,True,,True,,True,,,29/01/2019,FSU26725,,True,,45 000 km,,,,,,,,,,,,,,,29/01/2022,,,,,,,,,,,
1464,8899,"21:17, 8 lutego 2021",6081437346,Osoby prywatnej,Osobowe,Opel,Meriva,1.8 16V Cosmo,I (2002-2010),2003,187 000 km,1 796 cm3,Benzyna,125 KM,Manualna,Na przednie koła,,,Auta miejskie,5,5,Szary,,,Używane,True,True,True,True,,,,True,,,,,True,True,True,True,,,True,True,True,,True,,True,True,True,True,,,,True,True,,True,True,,,,,,,True,True,,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,40700,"21:17, 8 lutego 2021",6075108069,Firmy,Osobowe,Opel,Grandland X,,,2019,2 000 km,1 500 cm3,Diesel,130 KM,Manualna,Na przednie koła,,,SUV,5,5,Biały,,,Używane,True,True,True,,True,,,True,,,True,,,True,True,True,True,,,,,,,True,,True,True,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,Włochy,,,,,True,True,,,,,,,,,,True,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
1466,41000,"21:16, 8 lutego 2021",6082123096,Osoby prywatnej,Osobowe,Opel,Antara,2.2 CDTI Active 2x4,,2013,117 300 km,2 231 cm3,Diesel,163 KM,Manualna,Na przednie koła,167 g/km,,SUV,5,5,Czarny,,Tak,Używane,True,True,True,True,True,True,True,,True,True,,,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,,True,,True,True,,,True,Tak,,,Tak,Tak,,True,,True,True,True,Tak,True,True,,,Polska,,,,,,,,,,True,,,19/08/2013,WZ4709T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,4200,"21:16, 8 lutego 2021",6081842073,Osoby prywatnej,Osobowe,Opel,Corsa,1.3 CDTI Cosmo,C (2000-2006),2005,198 000 km,1 248 cm3,Diesel,70 KM,Manualna,Na przednie koła,,,Auta miejskie,5,5,Szary,,,Używane,,True,True,True,,,,,,,,,True,,True,,,,,,,,True,,True,True,True,,,,,,,True,,,,,,,,,,True,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,15900,"21:15, 8 lutego 2021",6081177559,Osoby prywatnej,Osobowe,Opel,Zafira,1.8,B (2005-2014),2007,152 340 km,1 796 cm3,Benzyna,140 KM,Manualna,Na przednie koła,177 g/km,,Minivan,5,7,Srebrny,,Tak,Używane,True,True,True,True,,,,,True,,,,True,True,True,True,,,,True,True,,True,,True,True,True,True,,,,True,,,,True,Tak,,,,,,,,True,True,,,True,True,,Tak,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,28900,"21:15, 8 lutego 2021",6079927824,Firmy,Osobowe,Opel,Combo,1.3 CDTI L1H1 LKW-Zulassung,D (2011-2018),2015,129 700 km,1 248 cm3,Diesel,90 KM,Manualna,Na przednie koła,6 g/km,,Minivan,5,5,Czarny,,Tak,Używane,True,True,True,True,True,,True,,,,,,True,,,,,,,True,,,,,True,True,True,True,,,,,,True,,,Tak,,,Tak,Tak,,True,,True,True,True,Tak,True,,,,Polska,,,,,,,,,,,Tak,,13/01/2016,AUTOMACIEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,7900,"21:15, 8 lutego 2021",6077546645,Osoby prywatnej,Osobowe,Opel,Corsa,,D (2006-2014),2007,131 000 km,998 cm3,Benzyna,60 KM,Manualna,Na przednie koła,4 g/km,,Auta miejskie,3,5,Srebrny,,,Używane,True,True,True,True,,,,,,,,,True,True,True,,,,True,,,,,,True,True,True,True,,,,,True,,,True,Tak,,,Tak,Tak,,True,,,,,,True,,True,,Niemcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,9500,"21:15, 8 lutego 2021",6082122602,Osoby prywatnej,Osobowe,Opel,Vectra,,C (2002-2008),2005,267 472 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,,,Sedan,4,5,Srebrny,,Tak,Używane,True,True,True,True,,True,,True,True,,,True,True,True,True,True,,,,,True,,,True,True,True,True,True,,True,True,,True,,True,True,,,,,,,,,True,,,,,,,,Niemcy,,,,,,True,,True,,,,,21/07/2005,CIN82429,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1472,20000,"21:14, 8 lutego 2021",6081775996,Osoby prywatnej,Osobowe,Opel,Insignia,2.0 CDTI Cosmo,A (2008-2017),2009,302 953 km,1 956 cm3,Diesel,130 KM,Manualna,Na przednie koła,136 g/km,,Kombi,5,5,Szary,,Tak,Używane,True,True,True,True,True,,True,,True,True,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,Tak,,,Tak,,True,True,,True,,True,,,True,,,Niemcy,True,,,,,True,,,,,,,,KLI59475,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1473,22900,"21:14, 8 lutego 2021",6081328192,Firmy,Osobowe,Opel,Corsa,,,2012,82 000 km,1 398 cm3,Benzyna,100 KM,,,,,Auta miejskie,,,Złoty,,,Używane,True,True,True,True,True,,True,,True,,,True,True,True,True,True,,True,True,True,,,True,True,True,True,True,,,,,True,True,,,True,,,,,,True,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,21900,"21:13, 8 lutego 2021",6081437181,Osoby prywatnej,Osobowe,Opel,Astra,1.7 CDTI DPF ecoFLEX Start/Stop,J (2009-2015),2012,171 500 km,1 686 cm3,Diesel,110 KM,Manualna,Na przednie koła,110 g/km,Tak,Sedan,5,5,Szary,,Tak,Używane,True,True,True,True,,True,True,True,,,,,True,True,True,,True,,True,True,True,,,,True,True,True,True,True,,True,True,,True,,True,Tak,,,,,,,,,True,,,,,,,,,,,,,,,True,,True,,,19/12/2012,WW6343E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,3900,"21:12, 8 lutego 2021",6081776074,Osoby prywatnej,Osobowe,Opel,Astra,II 1.6 Elegance,G (1998-2009),2000,200 000 km,1 598 cm3,Benzyna,100 KM,Manualna,Na przednie koła,,,Kombi,5,5,Czarny,,,Używane,True,,True,True,,,,,True,,,,,,True,,,,,,,True,True,,True,True,True,,,,,,True,,,,Tak,Tak,Tak,,Tak,,,,True,True,,,True,True,,,Niemcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,43000,"21:11, 8 lutego 2021",6080426745,Osoby prywatnej,Osobowe,Opel,Astra,1.4 Turbo Sports Tourer,K (2015-),2016,100 500 km,1 399 cm3,Benzyna,150 KM,Manualna,Na przednie koła,127 g/km,,Kombi,5,5,Szary,,,Używane,True,True,True,True,,True,,True,,,,,,True,True,,True,True,,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,True,,,True,True,,,,,,,,,,,,,,True,,,,,16/12/2016,KR7W963,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1477,57600,"21:09, 8 lutego 2021",6081687490,Firmy,Osobowe,Opel,Astra,1.4 Turbo Sports Tourer,K (2015-),2018,47 000 km,1 399 cm3,Benzyna,125 KM,Manualna,Na przednie koła,136 g/km,,Kompakt,5,5,Szary,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,Tak,Tak,True,True,,True,,True,Tak,,True,True,,Polska,True,,True,,,True,,True,,,Tak,,09/01/2018,GWARANCJA/BEZWYPADKOWY/NAVI/CLIMATRONIC,True,,,,12 miesięcy,,,,,,,,,,,,,,,,,,,,,,,,,
1478,22900,"21:07, 8 lutego 2021",6081328044,Firmy,Osobowe,Opel,Corsa,,,2014,68 000 km,1 229 cm3,Benzyna,82 KM,,,,,Auta miejskie,,,Czarny,,,Używane,True,True,True,True,True,,True,,True,,,True,True,True,True,True,,True,True,True,,,True,True,True,True,True,,,,,True,True,,,True,,,,,,True,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,38700,"21:07, 8 lutego 2021",6081436949,Firmy,Osobowe,Opel,Insignia,1.6 CDTI Edition S&S,A (2008-2017),2015,116 500 km,1 598 cm3,Diesel,136 KM,Manualna,Na przednie koła,109 g/km,,Kombi,5,5,Niebieski,,Tak,Używane,True,True,True,True,True,True,,True,True,,,,True,True,True,,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,Tak,Tak,,True,,True,,True,Tak,,,,,Polska,,,,,,,,True,,True,Tak,Tak,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1480,13950,"21:07, 8 lutego 2021",6081328027,Osoby prywatnej,Osobowe,Opel,Vectra,,C (2002-2008),2008,275 000 km,1 800 cm3,Benzyna,140 KM,Manualna,Na przednie koła,,,Kombi,5,5,Srebrny,,,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,Tak,,,,Tak,True,True,True,True,,,,,True,,Tak,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1481,13700,"21:06, 8 lutego 2021",6081775858,Osoby prywatnej,Osobowe,Opel,Corsa,1.2 16V Cosmo,D (2006-2014),2009,154 000 km,1 229 cm3,Benzyna,80 KM,Manualna,Na przednie koła,143 g/km,,Auta miejskie,3,5,Srebrny,,Tak,Używane,True,True,True,True,,,,,True,,,,True,True,True,True,True,,,True,,,,,True,True,True,,True,,,,,,,,Tak,Tak,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,39900,"21:05, 8 lutego 2021",6082122871,Osoby prywatnej,Osobowe,Opel,Insignia,2.0 CDTI Sports Tourer ecoFLEXStart/Stop,A (2008-2017),2015,179 000 km,1 956 cm3,Diesel,170 KM,Manualna,Na przednie koła,119 g/km,Tak,Kombi,5,5,Czarny,,,Używane,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,,Tak,Tak,,True,True,True,True,True,,,,True,,Niemcy,,,True,,True,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,11900,"21:05, 8 lutego 2021",6081851707,Osoby prywatnej,Osobowe,Opel,Corsa,1.7 CDTI Cosmo,D (2006-2014),2008,191 000 km,1 686 cm3,Diesel,125 KM,Manualna,,,,Auta miejskie,5,5,Czarny,,,Używane,True,True,True,,,,True,,True,True,,,,True,True,,,,,True,True,,,,True,True,True,,True,,True,True,True,,,,Tak,,,Tak,Tak,,True,,True,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1484,18900,"21:04, 8 lutego 2021",6079574190,Osoby prywatnej,Osobowe,Opel,Antara,2.0 CDTI Cosmo,,2007,303 114 km,1 991 cm3,Diesel,150 KM,Manualna,4x4 (dołączany automatycznie),,,SUV,5,5,Czarny,,Tak,Używane,True,True,True,True,,True,,,True,,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,True,Tak,,,,,,,,True,,,,,,,,,,,,,,,,True,True,,,,04/05/2007,ZK1543G,,,,,,,,True,,True,,,,,,,,,,True,,,,,,,,,,
1485,34900,"21:04, 8 lutego 2021",6077541530,Firmy,Osobowe,Opel,Astra,IV GTC 1.6 T Sport,J (2009-2015),2013,167 000 km,1 598 cm3,Benzyna,180 KM,Manualna,Na przednie koła,168 g/km,,Kompakt,3,5,Szary,,,Używane,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,Tak,,Tak,Tak,Tak,,True,,True,True,True,Tak,,True,True,Tak,Niemcy,True,,True,,,True,,,True,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,48800,"21:03, 8 lutego 2021",6078003146,Firmy,Osobowe,Opel,Mokka,1.4 T Cosmo S&S EU6,,2014,89 000 km,1 364 cm3,Benzyna,140 KM,Manualna,Na przednie koła,,,SUV,5,5,Czarny,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,Tak,Tak,Tak,Tak,True,True,,True,,True,Tak,,,,Tak,Francja,True,,True,True,True,True,,True,,True,,,31/10/2014,DL738KQ,,True,True,,12 miesięcy,,,,,True,,,,,,,,,,,,,,,,,,,,
1487,6600,"21:03, 8 lutego 2021",6081775791,Osoby prywatnej,Osobowe,Opel,Corsa,1.2 16V Enjoy,C (2000-2006),2005,159 000 km,1 199 cm3,Benzyna,75 KM,Manualna,Na przednie koła,,,Auta miejskie,5,5,Niebieski,,,Używane,True,True,True,True,,,,,True,,,,True,,True,,,,,True,,,True,,True,True,True,,,,,,True,,,,Tak,Tak,Tak,,Tak,,,,True,True,,,True,True,,,Niemcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,18900,"21:02, 8 lutego 2021",6079653370,Firmy,Osobowe,Opel,Corsa,1.2 16V 111,D (2006-2014),2010,123 000 km,1 229 cm3,Benzyna,86 KM,Manualna,Na przednie koła,,,Auta miejskie,5,5,Czarny,,,Używane,True,True,True,True,,,,,True,,,,True,True,True,True,,,True,True,,,True,,True,True,True,True,,,,True,True,,,True,Tak,,,Tak,Tak,,True,,True,,True,Tak,True,,True,Tak,Niemcy,,,True,,,,,,,,,,10/11/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,13500,"21:02, 8 lutego 2021",6082122869,Firmy,Osobowe,Opel,Astra,III 1.6 Elegance,H (2004-2014),2005,158 000 km,1 598 cm3,Benzyna,105 KM,Manualna,Na przednie koła,,,Kompakt,5,5,Szary,,,Używane,True,True,True,True,,,,,True,,,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,,,True,True,,,True,Tak,,,Tak,Tak,,True,,,,,,True,True,True,Tak,Niemcy,,,,,,,,,,,,,20/08/2005,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1490,27500,"21:02, 8 lutego 2021",6081326201,Osoby prywatnej,Osobowe,Opel,Insignia,2.0 CDTI Sports Tourer Automatik,A (2008-2017),2010,190 000 km,1 956 cm3,Diesel,160 KM,Automatyczna,Na przednie koła,155 g/km,,Kombi,5,5,Niebieski,,Tak,Używane,True,True,True,True,,True,,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,Tak,,,Tak,,,True,True,,,,,,,True,Tak,,,,,,,True,,True,,,,,,OKR 26N7,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1491,20700,"21:02, 8 lutego 2021",6081506943,Osoby prywatnej,Osobowe,Opel,Meriva,II (2010-2017),II (2010-),2011,137 000 km,1 700 cm3,Diesel,110 KM,Manualna,Na przednie koła,,,Auta miejskie,5,5,Niebieski,,,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,,Tak,Tak,,True,,,,True,,,True,True,Tak,Austria,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,16900,"21:02, 8 lutego 2021",6074094427,Firmy,Osobowe,Opel,Zafira,,B (2005-2014),2006,187 204 km,1 800 cm3,Benzyna,140 KM,Manualna,Na przednie koła,,,Minivan,5,7,Fioletowy,,,Używane,True,True,True,True,,,,,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,True,True,True,,,,True,Tak,,Tak,Tak,,,True,True,True,,,,,,,Tak,Niemcy,,,,,,,,,,,,,01/11/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,34900,"21:02, 8 lutego 2021",6079349888,Firmy,Osobowe,Opel,Astra,,J (2009-2015),2015,144 000 km,1 364 cm3,Benzyna,140 KM,Manualna,Na przednie koła,,,Kombi,5,5,Brązowy,,,Używane,True,True,True,True,True,True,,True,,,True,,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,Tak,,Tak,Tak,Tak,,True,,,,,Tak,,,True,Tak,Niemcy,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,79900,"21:01, 8 lutego 2021",6073564481,Firmy,Osobowe,Opel,Astra,V 1.4 T Dynamic,K (2015-),2019,1 622 km,1 399 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,,Kompakt,5,5,Srebrny,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,True,,,True,True,True,True,True,,True,True,True,True,,True,,True,,,,Tak,,,True,,,,True,Tak,,,,,,,,,,True,True,,True,,,Tak,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1495,26600,"21:01, 8 lutego 2021",6081871926,Osoby prywatnej,Osobowe,Opel,Astra,IV 1.6 Active,J (2009-2015),2011,137 511 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,154 g/km,,Kompakt,5,5,Czarny,,,Używane,True,True,True,True,,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,,True,True,True,True,True,,,,Tak,Tak,True,True,,True,True,,,True,True,,,Niemcy,,,True,,,,,True,,,,,01/02/2011,KR1255,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1496,9900,"21:01, 8 lutego 2021",6081775600,Osoby prywatnej,Osobowe,Opel,Corsa,1.2 16V,D (2006-2014),2007,134 000 km,1 229 cm3,Benzyna,80 KM,Manualna,Na przednie koła,146 g/km,,Auta miejskie,3,5,Czarny,,Tak,Używane,True,True,True,True,,,,,,,,,True,True,True,,,,,True,,,,,True,True,True,,,,,,,,,,Tak,,,Tak,,,,,,,,,True,,,,,,,,,,,,,,,,,15/03/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,16900,"21:00, 8 lutego 2021",6080290485,Osoby prywatnej,Osobowe,Opel,Corsa,,D (2006-2014),2009,194 000 km,1 686 cm3,Diesel,125 KM,Manualna,Na przednie koła,,,Auta małe,3,5,Żółty,,,Używane,True,True,True,True,True,,,,,True,,True,True,True,True,True,,True,True,,True,,True,True,True,True,True,True,,,True,,True,,,True,,,Tak,Tak,,True,True,,True,True,,,,,True,,Niemcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
