,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Emisja CO2,Filtr cząstek stałych,Typ,Liczba drzwi,Liczba miejsc,Kolor,Akryl (niemetalizowany),Zarejestrowany w Polsce,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,Czujniki parkowania tylne,Gniazdo AUX,Klimatyzacja dwustrefowa,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła LED,Tapicerka skórzana,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujnik deszczu,Elektrochromatyczne lusterko wsteczne,Isofix,Komputer pokładowy,Podgrzewane przednie siedzenia,Relingi dachowe,Światła przeciwmgielne,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujnik zmierzchu,Elektryczne szyby tylne,Klimatyzacja automatyczna,Kurtyny powietrzne,Poduszki boczne przednie,Światła do jazdy dziennej,Światła Xenonowe,Wielofunkcyjna kierownica,Metalik,Perłowy,Możliwość finansowania,Bezwypadkowy,Serwisowany w ASO,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Hak,Alarm,Tapicerka welurowa,Gniazdo USB,Pierwszy właściciel,Klimatyzacja manualna,MP3,Poduszki boczne tylne,VAT marża,Kraj pochodzenia,Gniazdo SD,Ogrzewanie postojowe,Poduszka powietrzna chroniąca kolana,Asystent parkowania,Kamera cofania,Nawigacja GPS,Podgrzewana przednia szyba,Czujniki parkowania przednie,Odtwarzacz DVD,System Start-Stop,Faktura VAT,Leasing,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Ogranicznik prędkości,Asystent pasa ruchu,Czujnik martwego pola,lub do (przebieg km),Gwarancja dealerska (w cenie),Tuner TV,Dach panoramiczny,Szyberdach,Uszkodzony,Elektrycznie ustawiane fotele,Homologacja ciężarowa,Radio niefabryczne,Klimatyzacja czterostrefowa,Regulowane zawieszenie,Tempomat aktywny,Miesięczna rata,Podgrzewane tylne siedzenia,Łopatki zmiany biegów,Okres gwarancji producenta,Zmieniarka CD,Zarejestrowany jako zabytek,HUD (wyświetlacz przezierny),Kierownica po prawej (Anglik),Tuning,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,VIN,Matowy,Warranty if agreed with the buyer
4621,39900,"10:22, 7 lutego 2021",6080773964,Firmy,Osobowe,Opel,Astra,,K (2015-),2016,172 870 km,1 399 cm3,Benzyna,149 KM,Manualna,,,,Kombi,5,5,Czarny,,Tak,Używane,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,,Tak,,True,,,,True,Tak,,True,,,Polska,True,,,,,,,,,True,Tak,Tak,22/11/2016,PO7V542,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4622,51500,"10:22, 7 lutego 2021",6081611443,Firmy,Osobowe,Opel,Astra,V 1.4 T Enjoy S&S,K (2015-),2017,66 700 km,1 399 cm3,Benzyna,125 KM,Manualna,Na przednie koła,117 g/km,,Kombi,5,5,Czarny,,Tak,Używane,True,True,True,True,True,True,,,True,,,,,True,True,,,,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,Tak,,Tak,Tak,Tak,,True,,,True,True,Tak,True,True,,Tak,Niemcy,,,,,,True,,,,True,,,28/06/2017,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4623,41900,"10:22, 7 lutego 2021",6077018700,Firmy,Osobowe,Opel,Zafira,1.6 CDTI Enjoy,C (2011-2019),2016,184 410 km,1 598 cm3,Diesel,136 KM,Manualna,Na przednie koła,,Tak,Minivan,5,7,Zielony,,Tak,Używane,True,True,True,True,True,,True,True,,,,,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,Tak,Tak,True,True,True,True,True,True,Tak,,True,,,,,,True,,,,,,,True,Tak,Tak,05/05/2016,,,,,,6 miesięcy,,,,,,,,,,,,,,,,,,,,,,,,,
4624,35900,"10:22, 7 lutego 2021",6081140760,Firmy,Osobowe,Opel,Astra,1.6 CDTI Sports Tourer,K (2015-),2017,158 788 km,1 598 cm3,Diesel,110 KM,Manualna,Na przednie koła,96 g/km,Tak,Kombi,5,5,Biały,Tak,Tak,Używane,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,,True,,,Tak,,Tak,True,True,,,True,True,Tak,,True,,,Polska,,,True,,,True,,True,,True,Tak,Tak,20/07/2017,WE993PY,,,,,6 miesięcy,,,,,,,,,,,,,,,,,,,,,,,,,
4625,32300,"10:20, 7 lutego 2021",6080268966,Firmy,Osobowe,Opel,Combo,Tour 1.6 CDTI Enjoy Eu6,D (2011-2018),2016,193 504 km,1 598 cm3,Diesel,120 KM,Manualna,Na przednie koła,,,Kombi,5,5,Biały,,Tak,Używane,True,,True,True,,,,,,,,,,True,True,,,,,,,,,,True,True,,,,,,,True,True,,,,,Tak,,Tak,,,,,,,Tak,True,,,,Polska,,,,,,,,,,,Tak,Tak,14/09/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,34700,"10:20, 7 lutego 2021",6080268642,Firmy,Osobowe,Opel,Astra,1.4 Turbo,K (2015-),2016,110 260 km,1 364 cm3,Benzyna+LPG,140 KM,Manualna,Na przednie koła,,,Sedan,4,5,Biały,,Tak,Używane,True,True,True,True,,,,,,,,,,True,True,,,,,,,,,True,True,True,True,,,,,,,True,,,,,Tak,Tak,Tak,,,,,,,Tak,True,,,,Polska,,,,,,,,,,,Tak,,14/06/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,8500,"10:19, 7 lutego 2021",6082093911,Osoby prywatnej,Osobowe,Opel,Corsa,,D (2006-2014),2011,62 500 km,1 229 cm3,Benzyna,69 KM,Manualna,Na przednie koła,129 g/km,,Auta miejskie,5,5,Czarny,,Tak,Używane,True,True,True,True,,,,,,,,,True,True,True,,,,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,True,,,,True,,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4628,8500,"10:19, 7 lutego 2021",6079648054,Osoby prywatnej,Osobowe,Opel,Meriva,1.7 CDTI Cosmo,I (2002-2010),2007,215 351 km,1 686 cm3,Diesel,100 KM,Manualna,,,,Kompakt,5,,Niebieski,,,Używane,True,True,True,True,,,,,,True,,True,True,True,True,True,,,,True,,,True,True,True,True,True,,,True,True,True,,,,True,,,,,,,,True,True,True,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4629,71900,"10:18, 7 lutego 2021",6080785643,Firmy,Osobowe,Opel,Mokka,,,2019,29 550 km,1 364 cm3,Benzyna,140 KM,Automatyczna,Na przednie koła,,,SUV,5,5,Szary,,Tak,Używane,True,True,True,True,True,,,True,True,,,,,True,True,,,,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,,True,Tak,,,Tak,Tak,,True,,True,,True,Tak,,,True,,Polska,,,,,,,,,,,Tak,,22/07/2019,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4630,24900,"10:17, 7 lutego 2021",6081699890,Firmy,Osobowe,Opel,Insignia,,A (2008-2017),2010,220 000 km,1 956 cm3,Diesel,160 KM,Manualna,Na przednie koła,,Tak,Sedan,5,5,Beżowy,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,Tak,Tak,Tak,Tak,True,True,,,,True,,,True,,Tak,Polska,True,,,,,True,,True,,,,,29/11/2010,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
4631,9900,"10:17, 7 lutego 2021",6081699880,Firmy,Osobowe,Opel,Vectra,,C (2002-2008),2007,245 800 km,1 900 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,,,Kombi,5,5,Czarny,,,Używane,True,True,True,,,,,,,,,,True,True,True,True,,,,True,True,,,,True,,True,True,,,,,,,,True,,,,,,,,,,,,,True,,,Tak,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4632,15000,"10:16, 7 lutego 2021",6081699789,Firmy,Osobowe,Opel,Astra,III 1.9 CDTI,H (2004-2014),2009,270 000 km,1 910 cm3,Diesel,100 KM,Manualna,Na przednie koła,159 g/km,,Kombi,5,5,Srebrny,,,Używane,True,True,True,True,,,,,,,,,True,,True,True,,,True,True,,,,,True,True,True,True,True,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4633,59900,"10:14, 7 lutego 2021",6081275766,Firmy,Osobowe,Opel,Insignia,1.6 T Cosmo EU6,A (2008-2017),2016,99 635 km,1 598 cm3,Benzyna,170 KM,Automatyczna,Na przednie koła,164 g/km,,Sedan,5,5,Czarny,,Tak,Używane,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,Tak,Tak,Tak,,True,,True,,True,Tak,,True,,,Polska,,,,,True,,,True,,,Tak,Tak,22/09/2016,WF9184M,True,,,,6 miesięcy,,,,,,,,,,,,,,,,,,,,,,,,,
4634,20500,"10:13, 7 lutego 2021",6079481284,Osoby prywatnej,Osobowe,Opel,Corsa,1.4,D (2006-2014),2011,148 500 km,1 398 cm3,Benzyna,90 KM,Manualna,Na przednie koła,128 g/km,,Auta miejskie,5,5,Szary,,,Używane,True,True,True,True,,,,,,True,,,True,True,True,True,,,True,True,,,True,,True,True,True,True,,,,,True,True,,True,Tak,,Tak,,,,True,,,,,,True,,True,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4635,26900,"10:11, 7 lutego 2021",6057916557,Firmy,Osobowe,Opel,Astra,J (2009-2015),,2010,172 020 km,1 686 cm3,Diesel,110 KM,Manualna,Na przednie koła,,,Kompakt,5,5,Czarny,,,Używane,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,Tak,,True,True,,,,,Tak,,True,,Tak,,,,,,,True,,,,,,,28/09/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4636,32900,"10:10, 7 lutego 2021",6080911174,Firmy,Osobowe,Opel,Meriva,1.4,II (2010-),2015,79 840 km,1 364 cm3,Benzyna,120 KM,Manualna,Na przednie koła,139 g/km,,Minivan,5,5,Srebrny,,,Używane,True,True,True,True,True,,True,,True,True,,,True,True,True,True,,,True,True,True,,,True,True,True,True,True,,True,,True,,,,True,Tak,,,,,,True,,,,True,,True,True,,Tak,Niemcy,,,,,,,,,,,,,18/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4637,49700,"10:09, 7 lutego 2021",6081610962,Firmy,Osobowe,Opel,Mokka,,,2014,131 000 km,1 364 cm3,Benzyna,140 KM,Manualna,4x4 (dołączany automatycznie),,,SUV,5,5,Czarny,,,Używane,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,,,Tak,Tak,Tak,True,True,,True,,True,Tak,,,,Tak,Niemcy,True,,,,,,,True,True,,,,,,,,,,3 miesięcy,,,,,True,,,,,,,,,,,,,,,,,,,,
4638,25900,"10:09, 7 lutego 2021",6078581722,Firmy,Osobowe,Opel,Insignia,2.0 CDTI Cosmo,A (2008-2017),2011,204 722 km,1 956 cm3,Diesel,160 KM,Automatyczna,Na przednie koła,164 g/km,,Sedan,5,5,Szary,,Tak,Używane,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,Tak,Tak,Tak,Tak,True,True,True,True,,True,Tak,,,True,Tak,Holandia,True,,True,,,True,,True,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
4639,36999,"10:09, 7 lutego 2021",6080793091,Osoby prywatnej,Osobowe,Opel,Astra,IV 1.4 T Sport S&S EU6,J (2009-2015),2015,109 085 km,1 364 cm3,Benzyna+LPG,140 KM,Manualna,Na przednie koła,136 g/km,,Kompakt,5,5,Czarny,,Tak,Używane,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,,Tak,,Tak,,True,True,,True,True,True,,,True,True,,,,,True,True,True,True,,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,30500,"10:08, 7 lutego 2021",6082093831,Firmy,Osobowe,Opel,Corsa,1.4 Enjoy,E (2014-2019),2016,57 000 km,1 398 cm3,Benzyna,90 KM,Manualna,Na przednie koła,,,Auta miejskie,5,5,Czarny,,,Używane,True,True,True,True,True,True,True,,,,,,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,,,,True,True,,,True,Tak,,,,Tak,,True,,True,,True,,True,True,True,Tak,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,23999,"10:08, 7 lutego 2021",6081352980,Firmy,Osobowe,Opel,Astra,IV 1.6 Essentia,J (2009-2015),2010,193 000 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,,,Kompakt,5,5,Czarny,,,Używane,True,True,True,True,True,True,True,,,,,,True,True,True,,,,,True,,,True,True,True,True,True,True,,,,True,True,True,,True,Tak,,,,,,True,,,,,,True,,,Tak,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,69900,"10:07, 7 lutego 2021",6080499463,Firmy,Osobowe,Opel,Astra,V 1.2 T Edition S&S,K (2015-),2020,2 256 km,1 199 cm3,Benzyna,145 KM,Manualna,Na przednie koła,,,Kombi,5,5,Szary,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,Tak,Tak,,True,,,,True,Tak,,,,,Polska,,,,,,,,True,,,Tak,Tak,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4643,16500,"10:07, 7 lutego 2021",6082093697,Osoby prywatnej,Osobowe,Opel,Astra,IV 1.7 CDTI Cosmo,J (2009-2015),2010,246 000 km,1 686 cm3,Diesel,110 KM,Manualna,Na przednie koła,119 g/km,,Kompakt,5,5,Czarny,,Tak,Używane,True,True,True,True,True,,True,,,,,,True,True,True,,,,,,,,True,True,True,True,True,,,,True,,,,,True,Tak,,,Tak,,,True,,True,True,,,,,,,,,,,,,,,,,,,,08/09/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4644,39900,"10:07, 7 lutego 2021",6077452123,Firmy,Osobowe,Opel,Astra,V 1.6 CDTI Dynamic S&S,K (2015-),2016,146 396 km,1 598 cm3,Diesel,110 KM,Manualna,Na przednie koła,,,Kombi,5,5,Srebrny,,Tak,Używane,True,True,True,True,True,True,True,True,True,,True,,,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,,Tak,,True,,True,,True,,,,,,Polska,,,,,,,,True,,,Tak,Tak,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645,59600,"10:06, 7 lutego 2021",6081275515,Firmy,Osobowe,Opel,Insignia,,A (2008-2017),2017,35 128 km,1 400 cm3,Benzyna,140 KM,Manualna,Na przednie koła,,,Sedan,5,5,Niebieski,,Tak,Używane,True,True,True,True,,True,,,,,,,,True,True,,True,,True,True,,,True,True,True,,,True,,True,True,True,True,True,,True,,,Tak,,Tak,,,,,,,Tak,,,,,Polska,,,,,,,,True,,,Tak,Tak,10/03/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4646,28900,"10:06, 7 lutego 2021",6081454245,Firmy,Osobowe,Opel,Astra,,J (2009-2015),2013,123 579 km,1 686 cm3,Diesel,110 KM,Manualna,,119 g/km,,Kombi,5,5,Inny kolor,,,Używane,True,True,True,True,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,,Tak,Tak,True,True,,True,True,True,Tak,,True,True,Tak,Belgia,True,,True,,,True,True,True,True,True,,,31/07/2013,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4647,35000,"10:06, 7 lutego 2021",6081699155,Osoby prywatnej,Osobowe,Opel,Astra,1.6,J (2009-2015),2015,78 900 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,154 g/km,,Sedan,5,5,Szary,,,Używane,True,True,True,True,,,,,,,,,True,True,True,True,,,True,True,,,,True,True,True,True,,,,,,,True,,True,,,,,,,,,,,,,True,,,,Polska,,,,,,,,,,,,,23/04/2015,ERAUJ84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4648,63900,"10:05, 7 lutego 2021",6079217402,Firmy,Osobowe,Opel,Astra,,K (2015-),2019,9 999 km,1 400 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,,Kompakt,5,5,Srebrny,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,Tak,Tak,Tak,,,,,,,Tak,,,,,Polska,,,,,,,,,,,Tak,Tak,23/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4649,74900,"10:05, 7 lutego 2021",6077198656,Firmy,Osobowe,Opel,Astra,,J (2009-2015),2019,2 727 km,1 400 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,,Kompakt,5,5,Szary,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,Tak,Tak,Tak,,,,,,,Tak,,,,,Polska,,,,,,,,,,,Tak,Tak,04/05/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,27900,"10:05, 7 lutego 2021",6079119302,Firmy,Osobowe,Opel,Corsa,,E (2014-2019),2016,146 500 km,1 399 cm3,Benzyna,90 KM,Manualna,Na przednie koła,,,Auta małe,5,5,Czarny,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,Tak,Tak,Tak,,,,,,,Tak,,,,Tak,Polska,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4651,58900,"10:05, 7 lutego 2021",6079251583,Firmy,Osobowe,Opel,Astra,,K (2015-),2018,14 069 km,1 400 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,,Kompakt,5,5,Czerwony,,Tak,Używane,True,,True,,True,,,,True,,,,,True,True,,,,True,True,,,,True,,,,,,,,True,True,True,,,Tak,,Tak,Tak,Tak,,True,,,,,Tak,True,,,,Polska,,,,,,,,,,,Tak,Tak,07/02/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4652,49900,"10:05, 7 lutego 2021",6070034239,Osoby prywatnej,Osobowe,Opel,Mokka,,,2015,21 150 km,1 598 cm3,Benzyna,116 KM,Manualna,Na przednie koła,,,SUV,5,,Brązowy,,,Używane,True,True,True,True,,,,,,True,,,True,True,True,True,,True,,True,,True,True,True,True,True,True,,,,,True,True,,,,Tak,,,,,,True,,True,,True,,True,,True,,Niemcy,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4653,9500,"10:04, 7 lutego 2021",6080589847,Osoby prywatnej,Osobowe,Opel,Astra,III 1.6 Sport,H (2004-2014),2005,243 000 km,1 598 cm3,Benzyna,105 KM,Manualna,Na przednie koła,,,Kombi,5,5,Srebrny,,Tak,Używane,True,True,True,True,,,,,True,,,,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,,,,,True,,,True,Tak,,,,,,,,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,13900,"10:04, 7 lutego 2021",6081610812,Firmy,Osobowe,Opel,Meriva,,I (2002-2010),2007,155 831 km,1 598 cm3,Benzyna,105 KM,Manualna,Na przednie koła,,,Minivan,5,5,Inny kolor,,,Używane,True,True,True,True,,True,,,,,,,,True,True,True,,,,,,,,,True,,True,,,,,,True,,,True,,,,Tak,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655,63900,"10:04, 7 lutego 2021",6077443937,Firmy,Osobowe,Opel,Insignia,2.0 CDTI Cosmo S&S,B (2017-),2017,99 000 km,1 956 cm3,Diesel,170 KM,Manualna,Na przednie koła,118 g/km,,Kombi,5,5,Niebieski,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,Tak,Tak,Tak,Tak,True,True,,True,,True,Tak,,True,True,,Polska,True,,,,,True,,True,,True,Tak,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656,18800,"10:02, 7 lutego 2021",6080801155,Osoby prywatnej,Osobowe,Opel,Astra,III GTC 1.6 Sport,H (2004-2014),2009,161 000 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,156 g/km,,Kompakt,3,5,Szary,,Tak,Używane,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,True,,Tak,Tak,,,True,True,,,,,,,True,,,Niemcy,,,,,,,True,,,,,,,KMY16229,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4657,21900,"10:02, 7 lutego 2021",6080921532,Osoby prywatnej,Osobowe,Opel,Meriva,1.4,II (2010-),2011,130 000 km,1 398 cm3,Benzyna,100 KM,Manualna,Na przednie koła,144 g/km,,Minivan,5,5,Szary,,,Używane,True,True,True,True,,,True,,,,,,True,True,True,,,,True,,,,,,True,True,True,,,,,True,True,,,,Tak,,,Tak,Tak,,True,,,,,,True,True,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4658,32900,"10:02, 7 lutego 2021",6082093700,Osoby prywatnej,Osobowe,Opel,Insignia,2.0 CDTI Sports Tourer ecoFLEX Start/Stop,A (2008-2017),2012,132 700 km,1 956 cm3,Diesel,130 KM,Manualna,Na przednie koła,119 g/km,,Kombi,5,5,Inny kolor,,Tak,Używane,True,True,True,True,True,True,True,,,,,,True,True,True,True,,,True,True,True,True,True,True,True,True,True,,True,,True,True,,True,,True,Tak,,,Tak,,,True,,True,,,,,True,,,,,,,,,,,True,,True,,,20/09/2012,OP2803F,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
4659,69900,"10:01, 7 lutego 2021",6078543403,Firmy,Osobowe,Opel,Crossland X,,,2020,7 799 km,1 199 cm3,Benzyna,130 KM,Manualna,Na przednie koła,,,Minivan,5,5,Szary,,Tak,Używane,True,,True,True,True,,,,True,True,,,,True,True,True,,,True,True,,,,True,True,,,,,,True,True,True,True,,,Tak,,Tak,Tak,Tak,,True,,,,,Tak,True,,,,Polska,,,,,,,,,,True,Tak,Tak,14/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,59700,"10:01, 7 lutego 2021",6072241742,Firmy,Osobowe,Opel,Astra,,J (2009-2015),2018,6 200 km,1 399 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,,Kompakt,5,5,Czerwony,Tak,Tak,Używane,True,,True,,True,,,,True,,,,,True,True,,,,True,True,,,,True,,,,,,,True,True,True,True,,,,,Tak,Tak,Tak,,True,,,,,Tak,,,,,Polska,,,,,,,,,,,Tak,Tak,14/01/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4661,77900,"10:00, 7 lutego 2021",6080358539,Firmy,Osobowe,Opel,Astra,,K (2015-),2019,6 500 km,1 199 cm3,Benzyna,145 KM,Manualna,Na przednie koła,,,Kompakt,5,5,Czarny,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,,True,Tak,,Tak,Tak,Tak,,True,,,,True,Tak,True,,,,Polska,,,,,True,True,,True,,True,Tak,Tak,06/12/2019,WK71866,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,71700,"09:58, 7 lutego 2021",6081275208,Firmy,Osobowe,Opel,Insignia,,A (2008-2017),2017,38 152 km,1 600 cm3,Benzyna,170 KM,Automatyczna,Na przednie koła,,,Kombi,5,5,Niebieski,,Tak,Używane,True,True,True,True,,,,,True,,,,,True,True,True,True,,True,True,True,,True,True,True,True,,True,,True,True,True,True,True,,True,Tak,,Tak,,,,True,,,,,,,,,,Polska,,,,,True,True,,,,,Tak,Tak,06/03/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663,66800,"09:58, 7 lutego 2021",6081275237,Firmy,Osobowe,Opel,Zafira,,C (2011-2019),2017,52 384 km,1 956 cm3,Diesel,170 KM,Manualna,Na przednie koła,,,Auta miejskie,5,5,Brązowy,,,Używane,True,,True,True,,True,True,,True,,,,,True,True,,,,True,,,,,True,,,,,,,,True,True,,,True,Tak,,,Tak,,,True,,,,,Tak,,,,,,,,,,,,,True,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,14900,"09:58, 7 lutego 2021",6082093757,Osoby prywatnej,Osobowe,Opel,Astra,III 1.7 CDTI Enjoy,J (2009-2015),2009,308 000 km,1 686 cm3,Diesel,110 KM,Manualna,Na przednie koła,135 g/km,,Kompakt,5,5,Szary,,Tak,Używane,True,True,True,True,,True,True,True,True,,,,True,True,True,,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,,True,,True,Tak,,,,,True,True,,True,,True,,True,True,,Tak,,True,,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
4665,49900,"09:58, 7 lutego 2021",6081453989,Firmy,Osobowe,Opel,Astra,,,2018,29 347 km,1 364 cm3,Benzyna,140 KM,Manualna,,,,Sedan,5,5,Srebrny,,Tak,Używane,True,True,True,True,True,,True,,True,,,,True,True,True,,,,True,True,,,True,True,True,True,,True,,True,,True,True,True,,True,Tak,,Tak,Tak,Tak,,True,,,,True,Tak,True,,,,Polska,,,,,,,,,,,Tak,Tak,24/10/2018,PO5HS06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4666,25500,"09:57, 7 lutego 2021",6081453950,Osoby prywatnej,Osobowe,Opel,Insignia,,A (2008-2017),2012,270 000 km,,Diesel,,,,,,Kombi,,,Czarny,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W0LGM8EM0C1122271,,
4667,33900,"09:57, 7 lutego 2021",6072907669,Firmy,Osobowe,Opel,Insignia,,A (2008-2017),2015,199 900 km,1 598 cm3,Diesel,136 KM,Manualna,Na przednie koła,,,Kombi,5,5,Czarny,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,Tak,,Tak,,,,,,,Tak,,,,,Polska,,,,,,,,,,,Tak,Tak,24/09/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
