,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Emisja CO2,Typ,Liczba drzwi,Liczba miejsc,Kolor,Perłowy,Kraj pochodzenia,Pierwsza rejestracja,Zarejestrowany w Polsce,Pierwszy właściciel,Bezwypadkowy,Serwisowany w ASO,Stan,ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik deszczu,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,MP3,Podgrzewane przednie siedzenia,Poduszki boczne tylne,System Start-Stop,Światła przeciwmgielne,Tempomat aktywny,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Gniazdo SD,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka skórzana,Wielofunkcyjna kierownica,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Bluetooth,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Podgrzewane lusterka boczne,Poduszki boczne przednie,Relingi dachowe,Światła LED,Tempomat,Metalik,Możliwość finansowania,CD,Tapicerka welurowa,Hak,Podgrzewana przednia szyba,Zmieniarka CD,HUD (wyświetlacz przezierny),Ogranicznik prędkości,Odtwarzacz DVD,Faktura VAT,VAT marża,Łopatki zmiany biegów,Elektrochromatyczne lusterka boczne,Światła Xenonowe,Klimatyzacja manualna,Numer rejestracyjny pojazdu,Leasing,Miesięczna rata,Okres gwarancji producenta,Gwarancja dealerska (w cenie),Szyberdach,Klimatyzacja czterostrefowa,Dach panoramiczny,lub do (przebieg km),Tuner TV,Akryl (niemetalizowany),Regulowane zawieszenie,Filtr cząstek stałych,Radio niefabryczne,Matowy,Uszkodzony,Ogrzewanie postojowe,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Tuning,Homologacja ciężarowa,Podgrzewane tylne siedzenia,Zarejestrowany jako zabytek,Kierownica po prawej (Anglik),VIN,Warranty if agreed with the buyer
4086,8000,"19:37, 4 lutego 2021",6081602990,Osoby prywatnej,Osobowe,Toyota,Yaris,1.0 Active,III (2011-),2014,175 000 km,998 cm3,Benzyna+LPG,69 KM,Manualna,Na przednie koła,110 g/km,Auta miejskie,5,5,Czerwony,,Polska,18/12/2014,Tak,,,Tak,Używane,True,,,True,,,,,,True,,,,,,,,True,True,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,True,,,,,,,,Tak,Tak,,,,True,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,
4087,36000,"19:37, 4 lutego 2021",6081560302,Firmy,Osobowe,Toyota,Yaris,,III (2011-),2015,35 338 km,1 329 cm3,Benzyna,101 KM,Manualna,Na przednie koła,,Kompakt,5,5,Srebrny,,Polska,01/04/2016,Tak,Tak,Tak,Tak,Używane,True,True,,,,,,,,True,,,,,,True,,True,,True,,,,True,,,True,True,,True,,,,True,,,True,True,True,,,True,True,,,,True,,,,Tak,Tak,,,,,,,,,,,,,,True,,Tak,214 PLN,,,,,,,,,,,,,,,,,,,,,,,,
4088,6999,"19:34, 4 lutego 2021",6080804576,Firmy,Osobowe,Toyota,Corolla,1.4 VVT-i Base,Seria E12 (2001-2007),2003,257 833 km,1 398 cm3,Benzyna,97 KM,Manualna,Na przednie koła,,Kompakt,3,5,Srebrny,,,,Tak,,,,Używane,True,True,True,,,,,True,,,True,,,,,True,,True,True,True,,,,,,,,True,,,,,,,True,True,True,,,,,,,True,,,True,,,,,,True,True,,,,,,,,Tak,,,,,WF 0411T,,,,,,,,,,,,,,,,,,,,,,,,,,
4089,49900,"19:34, 4 lutego 2021",6081772773,Firmy,Osobowe,Toyota,Yaris,Hybrid 100 Premium,III (2011-),2018,115 000 km,1 497 cm3,Hybryda,75 KM,Automatyczna,Na przednie koła,84 g/km,Auta miejskie,5,5,Szary,,Włochy,15/03/2018,,Tak,Tak,Tak,Używane,True,True,True,,,True,,True,True,True,True,True,,True,True,True,,True,True,True,True,,,True,,,True,True,True,True,,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,,Tak,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4090,9700,"19:33, 4 lutego 2021",6081792754,Osoby prywatnej,Osobowe,Toyota,Aygo,I (2005-2014),I (2005-2014),2006,166 000 km,998 cm3,Benzyna,68 KM,Manualna,Na przednie koła,,Auta miejskie,4,4,Szary,,Niemcy,,,,,,Używane,True,,True,,,,,,True,True,,,,True,,,,True,True,True,,,,,,,,,,,,,,,True,True,True,,,,,,,,True,,True,,,,Tak,,True,True,,,,,,,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
4091,54900,"19:31, 4 lutego 2021",6081602599,Osoby prywatnej,Osobowe,Toyota,Auris,1.6 Comfort,II (2012-),2017,86 000 km,1 598 cm3,Benzyna,132 KM,Manualna,Na przednie koła,138 g/km,Kombi,5,5,Czarny,,,,,,,,Używane,True,True,True,,True,True,True,True,True,,,True,True,True,,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,True,,True,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4092,49900,"19:31, 4 lutego 2021",6077363842,Firmy,Osobowe,Toyota,Auris,1.33 VVT-i Active,II (2012-),2016,88 540 km,1 329 cm3,Benzyna+LPG,99 KM,Manualna,Na przednie koła,,Kompakt,5,5,Biały,,Polska,23/02/2017,Tak,Tak,Tak,,Używane,True,True,True,,,,,,,True,,,,,,,,True,True,,True,,,,,,,True,,True,,,,,True,True,True,True,,,,True,,,True,True,True,,True,,,Tak,,,,,,,,,,Tak,,,,,WB1541T,,,,,,,,,,Tak,,,,,,,,,,,,,,,,
4093,6999,"19:31, 4 lutego 2021",6080804589,Firmy,Osobowe,Toyota,Corolla,1.4 VVT-i Terra,Seria E12 (2001-2007),2004,195 647 km,1 398 cm3,Benzyna,97 KM,Manualna,Na przednie koła,,Kompakt,3,5,Zielony,,Polska,28/04/2004,Tak,,,,Używane,True,True,True,,,,,,,,,,,,,True,,True,True,True,,,,,,,,True,,,,,True,,True,True,True,,,,,,,,,True,True,,,,,,,,,,,,,,,Tak,,,,,WWL96460,,,,,,,,,,,,,,,,,,,,,,,,,,
4094,10900,"19:28, 4 lutego 2021",6081560209,Osoby prywatnej,Osobowe,Toyota,Yaris,1.3 Sol,II (2005-2011),2006,216 000 km,1 298 cm3,Benzyna,87 KM,Manualna,Na przednie koła,,Auta miejskie,3,5,Srebrny,,Niemcy,15/08/2006,,Tak,Tak,,Używane,True,True,True,True,,True,,,True,,,,,,,True,,True,True,True,True,,,,,,,True,,,,True,,True,True,True,True,True,,,,True,True,,True,,,,,,Tak,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095,22500,"19:28, 4 lutego 2021",6080503488,Osoby prywatnej,Osobowe,Toyota,Avensis,2.0 D-4D Combi,III (2009-),2009,214 000 km,1 998 cm3,Diesel,126 KM,Manualna,Na przednie koła,155 g/km,Kombi,5,5,Czarny,,Polska,,,,Tak,,Używane,True,True,True,True,,,,True,,,,,,,,,,True,,True,True,,,True,,,,,,,,,,True,True,True,True,,,,,True,,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,
4096,13000,"19:28, 4 lutego 2021",6081217043,Firmy,Osobowe,Toyota,Yaris,,II (2005-2011),2007,122 366 km,1 364 cm3,Diesel,90 KM,Manualna,Na przednie koła,,Kompakt,5,5,Niebieski,,Polska,13/07/2007,Tak,,,,Używane,True,True,,,,,,,,True,,,,,,,,,,True,,,,,,,,True,,,,,,True,,,True,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,True,,Tak,96 PLN,,,,,,,,,,,,,,,,,,,,,,,,
4097,19900,"19:27, 4 lutego 2021",6081602720,Firmy,Osobowe,Toyota,RAV4,2.2 D-4D Sol,III (2006-2012),2009,189 496 km,2 231 cm3,Diesel,150 KM,Manualna,4x4 (dołączany automatycznie),159 g/km,SUV,5,5,Srebrny,,,,,Tak,,Tak,Używane,True,True,True,True,,True,,True,,True,True,,,True,,True,True,True,True,True,True,,,,True,,,True,,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,,Tak,,True,True,True,,True,,,,,Tak,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
4098,22900,"19:26, 4 lutego 2021",6078281911,Osoby prywatnej,Osobowe,Toyota,Avensis,2.2 D-4D Sol,III (2009-),2009,193 000 km,2 231 cm3,Diesel,150 KM,Manualna,Na przednie koła,156 g/km,Kombi,5,5,Inny kolor,,Polska,,Tak,,Tak,Tak,Używane,True,True,True,True,,True,True,True,True,True,True,,,True,,True,,True,True,True,True,,True,True,,,True,True,,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,Tak,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,
4099,24450,"19:25, 4 lutego 2021",6081974263,Firmy,Osobowe,Toyota,Prius,1.5 VVT-i Sol,II (2003-2009),2009,237 000 km,1 497 cm3,Hybryda,78 KM,Automatyczna,Na przednie koła,104 g/km,Kompakt,5,5,Szary,Tak,,,,,Tak,Tak,Używane,True,True,True,True,,,,True,,True,,,,,,,,True,True,True,True,,,,,,True,,,,,,,True,True,True,True,True,True,,,,,True,True,,True,,,True,,Tak,True,True,,,,,True,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,73700,"19:25, 4 lutego 2021",6078241574,Firmy,Osobowe,Toyota,Corolla,,Seria E21 (2019-),2019,36 101 km,1 197 cm3,Benzyna,116 KM,Manualna,Na przednie koła,,Kombi,5,5,Niebieski,,Polska,23/08/2019,Tak,Tak,,Tak,Używane,True,True,True,,,,,True,,True,,,,,,True,True,True,True,True,True,True,,,,,True,True,,True,,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,Tak,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,42990,"19:24, 4 lutego 2021",6081974292,Firmy,Osobowe,Toyota,Prius,1.8 HSD Premium,III (2009-2015),2012,76 000 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Na przednie koła,89 g/km,Kompakt,5,5,Szary,Tak,,29/06/2012,Tak,,,Tak,Używane,True,True,True,True,,,,True,True,True,True,True,,,True,True,,True,True,True,,,,True,,,True,True,True,,,True,,True,True,True,True,True,True,,True,True,True,True,True,,True,,,True,,Tak,True,True,,,,True,,,,Tak,,True,,,ZGL 75641,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,19900,"19:23, 4 lutego 2021",6080777801,Osoby prywatnej,Osobowe,Toyota,Urban Cruiser,1.33 4x2,,2009,158 000 km,1 329 cm3,Benzyna,101 KM,Manualna,Na przednie koła,129 g/km,Kompakt,5,5,Inny kolor,Tak,,,,Tak,Tak,Tak,Używane,True,True,True,True,,,,,,True,,,,,,,,True,True,True,True,,,,,,,True,,,,,,True,True,True,True,True,,,,,,,True,True,True,,,,Tak,,True,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,49900,"19:22, 4 lutego 2021",6078456671,Firmy,Osobowe,Toyota,Verso,,,2016,47 000 km,1 600 cm3,Benzyna,136 KM,Manualna,,,Minivan,5,7,Brązowy,,Polska,,,,,Tak,Używane,True,True,True,True,,,,True,True,True,True,True,,True,,True,,True,True,True,True,True,,,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,Tak,,True,True,,,,,True,,,Tak,,True,True,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,
4104,19000,"19:22, 4 lutego 2021",6081772493,Firmy,Osobowe,Toyota,Auris,,,2007,150 360 km,1 598 cm3,Benzyna,124 KM,Manualna,Na przednie koła,,Kompakt,5,5,Szary,,,27/02/2007,Tak,,,,Używane,True,True,,,,,,True,,True,,,,,,True,,True,,True,,,,,,,,True,,True,,,,True,,,True,True,,,,True,,True,,,True,,,True,Tak,Tak,,,,,,,,,,,,,,,,Tak,140 PLN,,,,,,,,,,,,,,,,,,,,,,,,
4105,51000,"19:22, 4 lutego 2021",6081325580,Firmy,Osobowe,Toyota,Avensis,1.8 Prestige MS,III (2009-),2017,136 090 km,1 798 cm3,Benzyna+LPG,147 KM,Automatyczna,Na przednie koła,139 g/km,Kombi,5,5,Czarny,,Polska,,Tak,,,,Używane,True,True,True,True,,True,True,True,,True,,,True,,,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,,True,Tak,,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,
4106,16900,"19:21, 4 lutego 2021",6080933729,Firmy,Osobowe,Toyota,Avensis Verso,2.0 D-4D Sol,,2002,188 000 km,1 995 cm3,Diesel,116 KM,Manualna,Na przednie koła,,Minivan,5,7,Srebrny,,Włochy,20/03/2002,,Tak,,,Używane,True,True,True,,,,,True,,True,,,,,,True,,True,True,True,True,,,,,,,True,True,,,,,True,True,True,True,True,,,,,,True,,True,True,,,,Tak,,True,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4107,44777,"19:20, 4 lutego 2021",6081325434,Firmy,Osobowe,Toyota,Auris,1.8 VVT-i Hybrid Automatik,II (2012-),2013,74 800 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Na przednie koła,,Kompakt,5,5,Szary,,,,Tak,Tak,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,Tak,,True,,,True,,True,,,,,,True,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,
4108,26900,"19:20, 4 lutego 2021",6081325431,Firmy,Osobowe,Toyota,Auris,1.33 VVT-i,I (2006-2012),2010,109 000 km,1 329 cm3,Benzyna,99 KM,Manualna,Na przednie koła,136 g/km,Kompakt,5,5,Niebieski,,Niemcy,02/11/2010,,,Tak,,Używane,True,True,True,True,,,,True,True,True,,,,True,,True,,True,True,True,,,,,,,,True,,True,,,,True,True,True,True,True,,,,,,,True,True,True,,,,Tak,Tak,True,True,True,,,,,,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,55900,"19:19, 4 lutego 2021",6080238710,Osoby prywatnej,Osobowe,Toyota,Auris,1.8 VVT-i Hybrid Automatik,II (2012-),2016,49 500 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Na przednie koła,79 g/km,Kompakt,5,5,Biały,,Polska,14/02/2017,Tak,,Tak,Tak,Używane,True,True,True,,,,True,,True,True,True,True,,True,True,True,,True,True,True,True,,,True,,,,True,,True,True,True,,True,True,True,True,True,True,,,True,True,True,True,True,True,,True,,,,True,,,,True,,,,,,,,,,WE352NX,,,,,,,,,,,,,,,,,,,,,,,,,,
4110,25900,"19:18, 4 lutego 2021",6081325496,Osoby prywatnej,Osobowe,Toyota,Yaris,1.0 Active,III (2011-),2014,140 000 km,998 cm3,Benzyna,69 KM,Manualna,Na przednie koła,110 g/km,Auta miejskie,5,5,Biały,,,,Tak,,,,Używane,True,True,True,,,,,,True,True,,True,,,,,,True,True,True,,,,,,,,True,,,,True,,True,True,True,True,True,True,,,True,True,,,,True,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,
4111,4990,"19:17, 4 lutego 2021",6081602521,Firmy,Osobowe,Toyota,Yaris,1.5 TSport,I (1999-2005),2002,202 353 km,1 497 cm3,Benzyna,106 KM,Manualna,Na przednie koła,,Auta miejskie,3,5,Niebieski,,,,,,,,Używane,True,True,True,True,,,,,,True,,,,,,True,,True,True,,True,,,,,,,,,,,,,True,True,True,True,,,,,,,,True,,,,,,,,True,True,,,True,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,51000,"19:16, 4 lutego 2021",6081216792,Firmy,Osobowe,Toyota,Auris,,II (2012-),2014,97 225 km,1 798 cm3,Hybryda,136 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Czerwony,,Polska,17/11/2014,Tak,Tak,,Tak,Używane,True,True,,,,,,True,,True,,,,,,True,,True,,True,True,,,True,,,True,True,True,True,True,True,,True,,,True,True,True,,,True,True,True,,,True,True,,,Tak,Tak,,,,,,,,,,,,,,,,Tak,304 PLN,,,,,,,,,,,,,,,,,,,,,,,,
4113,23500,"19:15, 4 lutego 2021",6081602452,Firmy,Osobowe,Toyota,Yaris,1.33 Premium,II (2005-2011),2010,64 035 km,1 329 cm3,Benzyna,99 KM,Manualna,Na przednie koła,125 g/km,Auta miejskie,5,5,Szary,,Polska,11/01/2011,Tak,,Tak,Tak,Używane,True,True,True,True,True,,,,True,True,,True,,,,,,True,True,True,,,,True,,,,True,,,,,,True,True,True,True,True,,,,True,,,,,True,,,,Tak,,True,,,,,,,,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,41000,"19:15, 4 lutego 2021",6059375408,Osoby prywatnej,Osobowe,Toyota,Yaris,III (2011-),III (2011-),2017,21 250 km,1 496 cm3,Benzyna,111 KM,Manualna,Na przednie koła,,Auta miejskie,5,5,Czarny,,Czechy,,Tak,,,,Używane,True,True,True,,,,,,,True,,,,True,,True,,True,True,True,True,True,,,,,True,True,,,True,True,,True,True,,True,True,,,,True,,,True,True,True,,,True,Tak,,,True,,,,,,,,,,True,,True,SZ 8547K,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,4777,"19:14, 4 lutego 2021",6081324881,Firmy,Osobowe,Toyota,Corolla,1.4 XLi,Seria E11 (1997-2002),1997,285 000 km,1 332 cm3,Benzyna,75 KM,Manualna,Na przednie koła,,Sedan,4,5,Zielony,,Polska,,Tak,Tak,,,Używane,True,,True,True,,,,,,True,,,,,,,,True,True,True,,,,,,,,True,,,,,,,True,True,True,,,,,,,,,,True,,,,Tak,Tak,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,34900,"19:13, 4 lutego 2021",6081216695,Firmy,Osobowe,Toyota,Avensis,2.0 D-4D Premium,III (2009-),2013,187 000 km,1 998 cm3,Diesel,126 KM,Manualna,Na przednie koła,136 g/km,Kombi,5,5,Szary,,Szwecja,27/08/2013,,Tak,Tak,Tak,Używane,True,True,True,,,True,,True,True,True,True,True,True,True,,True,,True,True,True,True,,,,,,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,Tak,,True,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,
4117,19800,"19:12, 4 lutego 2021",6081974039,Osoby prywatnej,Osobowe,Toyota,RAV4,2.2 D-4D Sol 180,III (2006-2012),2007,186 000 km,2 231 cm3,Diesel,177 KM,Manualna,4x4 (dołączany automatycznie),185 g/km,SUV,5,5,Srebrny,,Niemcy,,,,,,Używane,True,True,True,True,,,,True,True,,True,,,,,True,,True,True,True,True,,,,,,,True,,,,,,True,True,True,True,True,,,,True,,True,,True,True,True,,True,Tak,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118,18800,"19:12, 4 lutego 2021",6081325350,Osoby prywatnej,Osobowe,Toyota,Yaris,1.0 Luna,III (2011-),2013,197 000 km,998 cm3,Benzyna,69 KM,Manualna,Na przednie koła,110 g/km,Auta miejskie,3,5,Czerwony,,Polska,06/10/2013,Tak,,,Tak,Używane,True,True,True,,,,,,True,,,,,,,True,,True,True,True,,,,,,,,True,,,,True,,True,True,True,True,True,True,,,,True,,,,,,,,,,True,,,,,,,,Tak,,,,,True,WPL,,,,,,,,,,Tak,,,,,,,,,,,,,,,,
4119,109850,"19:10, 4 lutego 2021",6078245796,Firmy,Osobowe,Toyota,C-HR,,,2019,14 395 km,1 798 cm3,Hybryda,122 KM,Automatyczna,Na przednie koła,,SUV,5,5,Biały,Tak,Polska,12/09/2019,Tak,Tak,,Tak,Używane,True,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,Tak,True,,,,,,,,Tak,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,42999,"19:10, 4 lutego 2021",6081772135,Firmy,Osobowe,Toyota,Verso,,,2012,92 000 km,1 598 cm3,Benzyna,132 KM,Manualna,Na przednie koła,,Minivan,5,7,Srebrny,Tak,Niemcy,,,,Tak,Tak,Używane,True,True,True,,,True,,,,True,True,True,,True,,True,,True,True,True,True,,,,,,,True,True,,,,,,True,True,True,True,True,True,,True,True,True,True,,True,,,True,Tak,,True,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4121,47500,"19:09, 4 lutego 2021",6081973791,Osoby prywatnej,Osobowe,Toyota,Prius+,,,2015,192 000 km,1 798 cm3,Hybryda,136 KM,Automatyczna,,,Minivan,5,,Biały,,,,,,,,Używane,True,,,,,True,,True,,,,,True,,,,,True,,,,,,,,,True,True,True,,,,True,True,True,,True,True,True,,True,True,True,True,,True,,,,True,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4122,49200,"19:07, 4 lutego 2021",6081325334,Osoby prywatnej,Osobowe,Toyota,Avensis,2.0 Prestige,III (2009-),2013,141 000 km,1 987 cm3,Benzyna,152 KM,Manualna,Na przednie koła,162 g/km,Sedan,5,5,Inny kolor,Tak,Polska,04/06/2013,Tak,Tak,Tak,,Używane,True,True,True,True,,True,,True,,,,,True,,,True,,True,True,True,True,True,,,,,True,True,True,,,True,True,,True,True,True,,,,,,True,True,,True,True,,True,True,,,True,,,True,,,,True,Tak,,,True,,,SB5934K,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,17600,"19:07, 4 lutego 2021",6081602188,Osoby prywatnej,Osobowe,Toyota,Avensis,2.0 VVT-i Prestige,II (2003-2009),2006,310 000 km,1 998 cm3,Benzyna,147 KM,Manualna,Na przednie koła,193 g/km,Sedan,5,5,Srebrny,,,,Tak,,,,Używane,True,True,True,True,,True,,True,True,True,,True,,,,True,,True,True,,True,,,,,True,True,True,True,,,,,True,True,True,True,,True,,True,,True,True,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,
4124,95900,"19:05, 4 lutego 2021",6075185222,Firmy,Osobowe,Toyota,Corolla,,Seria E16 (2012-2019),2019,6 292 km,1 798 cm3,Hybryda,122 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Czarny,,Polska,28/06/2019,Tak,Tak,Tak,Tak,Używane,True,True,True,,,,,True,True,True,True,,,,True,True,True,True,True,True,True,True,,,,,True,True,,True,,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,Tak,Tak,,,,,,,,,Tak,,,,,,CW2103E,,,,,,,,,,,,,,,,,,,,,,,,,,
4125,21900,"19:02, 4 lutego 2021",6080689710,Osoby prywatnej,Osobowe,Toyota,Yaris,1.4 D-4D,III (2011-),2011,168 523 km,1 364 cm3,Diesel,90 KM,Manualna,,,Auta miejskie,5,5,Szary,,,,Tak,,,,Używane,True,True,True,,,True,,,True,,,,,True,,,,True,True,True,,,,,,,True,True,True,True,,,,True,True,True,True,True,True,True,,,,,,True,True,,,,,,True,,,,,,,,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,7900,"19:01, 4 lutego 2021",6081973232,Osoby prywatnej,Osobowe,Toyota,Yaris,1.0 Luna,I (1999-2005),2003,119 000 km,998 cm3,Benzyna,65 KM,Manualna,Na przednie koła,,Auta miejskie,5,5,Czerwony,,,24/10/2003,Tak,Tak,Tak,,Używane,True,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WN37443,,,,,,,,,,,,,,,,,,,,,,,,,,
4127,69500,"19:01, 4 lutego 2021",6081771831,Osoby prywatnej,Osobowe,Toyota,Prius+,,,2018,169 255 km,1 798 cm3,Hybryda,136 KM,Automatyczna,Na przednie koła,,Minivan,5,7,Czarny,,Francja,30/10/2018,,,Tak,Tak,Używane,True,True,True,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,Tak,,True,,,,,True,,,,Tak,,True,True,,AUTOHYBRYDA,,,,,,,True,,,,,,,,,,,,,,,,,,,
4128,69500,"19:01, 4 lutego 2021",6081771831,Osoby prywatnej,Osobowe,Toyota,Prius+,,,2018,169 255 km,1 798 cm3,Hybryda,136 KM,Automatyczna,Na przednie koła,,Minivan,5,7,Czarny,,Francja,30/10/2018,,,Tak,Tak,Używane,True,True,True,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,Tak,,True,,,,,True,,,,Tak,,True,True,,AUTOHYBRYDA,,,,,,,True,,,,,,,,,,,,,,,,,,,
4129,15900,"18:59, 4 lutego 2021",6081325176,Osoby prywatnej,Osobowe,Toyota,Avensis,1.8 VVT-i,II (2003-2009),2006,200 000 km,1 794 cm3,Benzyna,129 KM,Manualna,Na przednie koła,171 g/km,Sedan,5,5,Szary,,,,,,,,Używane,True,True,True,,,True,,True,True,,True,True,,,,True,,True,True,True,,,,,,,,True,,,,,,True,True,True,True,True,,True,True,,,True,True,True,True,,,True,Tak,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130,81800,"18:58, 4 lutego 2021",6075874503,Osoby prywatnej,Osobowe,Toyota,ProAce,,,2018,34 000 km,1 560 cm3,Diesel,116 KM,Manualna,,,Minivan,5,9,Czarny,,Polska,,,,,Tak,Używane,True,,True,True,,True,,,,,,True,,,True,,,True,True,True,True,,,,,True,,,,,,,,,True,True,True,,,,,True,True,True,,,,True,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,22900,"18:58, 4 lutego 2021",6078438496,Osoby prywatnej,Osobowe,Toyota,Verso,2.0 D-4D Sol plus,,2009,199 800 km,1 998 cm3,Diesel,126 KM,Manualna,Na przednie koła,140 g/km,Minivan,5,5,Szary,Tak,Belgia,01/10/2009,Tak,,,Tak,Używane,True,True,True,True,,True,,True,True,True,True,,True,True,,True,,True,True,True,True,,,True,,,True,True,,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,Tak,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
