,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Emisja CO2,Typ,Liczba drzwi,Liczba miejsc,Kolor,Perłowy,Kraj pochodzenia,Pierwsza rejestracja,Zarejestrowany w Polsce,Pierwszy właściciel,Bezwypadkowy,Serwisowany w ASO,Stan,ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik deszczu,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,MP3,Podgrzewane przednie siedzenia,Poduszki boczne tylne,System Start-Stop,Światła przeciwmgielne,Tempomat aktywny,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Gniazdo SD,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka skórzana,Wielofunkcyjna kierownica,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Bluetooth,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Podgrzewane lusterka boczne,Poduszki boczne przednie,Relingi dachowe,Światła LED,Tempomat,Metalik,Możliwość finansowania,CD,Tapicerka welurowa,Hak,Podgrzewana przednia szyba,Zmieniarka CD,HUD (wyświetlacz przezierny),Ogranicznik prędkości,Odtwarzacz DVD,Faktura VAT,VAT marża,Łopatki zmiany biegów,Elektrochromatyczne lusterka boczne,Światła Xenonowe,Klimatyzacja manualna,Numer rejestracyjny pojazdu,Leasing,Miesięczna rata,Okres gwarancji producenta,Gwarancja dealerska (w cenie),Szyberdach,Klimatyzacja czterostrefowa,Dach panoramiczny,lub do (przebieg km),Tuner TV,Akryl (niemetalizowany),Regulowane zawieszenie,Filtr cząstek stałych,Radio niefabryczne,Matowy,Uszkodzony,Ogrzewanie postojowe,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Tuning,Homologacja ciężarowa,Podgrzewane tylne siedzenia,Zarejestrowany jako zabytek,Kierownica po prawej (Anglik),VIN,Warranty if agreed with the buyer
1351,79900,"11:05, 7 lutego 2021",6081816180,Firmy,Osobowe,Toyota,Corolla,,Seria E21 (2019-),2019,24 620 km,1 798 cm3,Hybryda,122 KM,Automatyczna,Na przednie koła,,Sedan,4,5,Niebieski,,Polska,11/07/2019,Tak,Tak,Tak,Tak,Używane,True,True,True,,,,,True,True,True,True,,,,True,True,True,True,True,True,True,True,,,,,True,True,True,True,,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,,Tak,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,75600,"11:05, 7 lutego 2021",6080257713,Firmy,Osobowe,Toyota,Avensis,,III (2009-),2018,45 907 km,1 798 cm3,Benzyna,147 KM,Manualna,Na przednie koła,,Kombi,5,5,Niebieski,,Polska,17/09/2018,Tak,Tak,Tak,Tak,Używane,True,True,True,True,,True,,True,True,True,True,True,,,,True,,True,True,True,True,True,,,,,True,True,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,Tak,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,11800,"11:04, 7 lutego 2021",6081013940,Osoby prywatnej,Osobowe,Toyota,Yaris,1.3 Sol,II (2005-2011),2006,204 800 km,1 298 cm3,Benzyna,87 KM,Manualna,Na przednie koła,,Auta miejskie,3,5,Czarny,Tak,,,,,Tak,,Używane,True,True,True,True,,,,,,,,True,,,,,,True,True,True,,,,True,,,,True,,True,,,,True,True,True,True,,,,,True,,,True,True,True,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,119000,"11:03, 7 lutego 2021",6081403113,Firmy,Osobowe,Toyota,Highlander,,,2020,3 700 km,2 487 cm3,Hybryda,190 KM,Automatyczna,4x4 (dołączany automatycznie),98 g/km,SUV,5,5,Czarny,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,16300,"10:59, 7 lutego 2021",6054858244,Osoby prywatnej,Osobowe,Toyota,Avensis,,II (2003-2009),2007,317 000 km,1 998 cm3,Diesel,126 KM,Manualna,Na przednie koła,,Kombi,5,5,Niebieski,,Polska,,Tak,,,Tak,Używane,True,True,True,True,,,,,True,,,True,,True,,,,True,True,True,True,,,True,,True,,True,,True,True,,,,True,True,True,True,True,,,True,True,,True,True,True,True,,,Tak,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,18400,"10:58, 7 lutego 2021",6079997646,Firmy,Osobowe,Toyota,Auris,1.33 VVT-i Active,II (2012-),2013,228 500 km,1 329 cm3,Benzyna,99 KM,Manualna,Na przednie koła,128 g/km,Kompakt,5,5,Szary,,,,Tak,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,54900,"10:57, 7 lutego 2021",6080144228,Firmy,Osobowe,Toyota,Auris,,II (2012-),2018,37 000 km,1 364 cm3,Diesel,90 KM,Manualna,Na przednie koła,,Auta miejskie,5,5,Biały,,,,,Tak,Tak,Tak,Używane,True,True,True,True,,True,,True,,True,,,,True,,,,True,True,True,,,,True,,,,True,,True,,True,,True,True,True,True,True,True,True,,,,,True,True,True,,,True,,,,,,True,,,,,Tak,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,39900,"10:57, 7 lutego 2021",6081355404,Osoby prywatnej,Osobowe,Toyota,RAV4,III (2006-2012),,2009,159 511 km,1 987 cm3,Benzyna,158 KM,Manualna,Na przednie koła,178 g/km,SUV,5,4,Złoty,,Polska,,Tak,Tak,,,Używane,True,True,True,True,,True,,True,True,,True,True,,True,,True,,True,True,True,True,,,,,,,True,,True,True,,,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,Tak,,True,,,,,,,,Tak,,,,,,ZPL19295,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,46494,"10:57, 7 lutego 2021",6077669473,Firmy,Osobowe,Toyota,Auris,,II (2012-),2016,166 000 km,1 798 cm3,Hybryda,100 KM,Automatyczna,Na przednie koła,,Kompakt,5,2,Inny kolor,,Francja,25/05/2016,,Tak,Tak,Tak,Używane,True,True,True,True,,,True,,True,,,,,,True,,,True,True,True,True,True,,True,,,,True,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,Tak,Tak,True,True,,True,,,,True,Tak,,,True,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
1360,19300,"10:56, 7 lutego 2021",6082094279,Firmy,Osobowe,Toyota,Avensis,2.0 D-4D 2010,III (2009-),2010,255 000 km,1 998 cm3,Diesel,126 KM,Manualna,Na przednie koła,135 g/km,Sedan,4,5,Szary,,,24/06/2010,Tak,,,,Używane,True,True,True,True,,,,,,,,,,,,True,,True,True,True,,,,,,,,True,,,,,,,True,True,True,True,,,,,,,True,,True,,,,Tak,,True,,,,,,,,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,68900,"10:55, 7 lutego 2021",6080652270,Firmy,Osobowe,Toyota,Avensis,,III (2009-),2017,83 000 km,1 798 cm3,Benzyna,147 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Czarny,,Polska,15/05/2017,,Tak,Tak,,Używane,True,True,,,,,True,True,True,True,True,,,,,,,True,,True,True,True,,True,,,True,True,,,True,True,,True,True,,True,,True,True,True,True,True,True,,,,,True,True,,,,,,,,,True,,Tak,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,27999,"10:54, 7 lutego 2021",6077545396,Firmy,Osobowe,Toyota,Avensis,1.8 Sol,III (2009-),2009,189 500 km,1 798 cm3,Benzyna,147 KM,Manualna,Na przednie koła,155 g/km,Kombi,5,5,Srebrny,,Niemcy,,Tak,Tak,Tak,Tak,Używane,True,True,True,,,True,,True,,True,True,,,,,True,,True,True,True,True,,,,,,,True,,,True,,,True,True,True,True,True,,True,True,True,,True,True,,,,,True,Tak,,True,,,,,,,,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,67888,"10:54, 7 lutego 2021",6082094272,Firmy,Osobowe,Toyota,Avensis,2.0 D-4D Premium,III (2009-),2017,58 400 km,1 995 cm3,Diesel,143 KM,Manualna,Na przednie koła,120 g/km,Kombi,5,5,Czarny,,Polska,19/02/2018,Tak,Tak,Tak,Tak,Używane,True,True,True,True,,True,True,True,True,True,True,True,,,,True,,True,True,True,True,True,,True,,,True,True,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,Tak,True,,,,,,,,Tak,,,,,,GWARANCJA,,,19/03/2021,,,,,100 000 km,,,,,,,,,,,,,,,,,,
1364,57900,"10:52, 7 lutego 2021",6073880766,Firmy,Osobowe,Toyota,Avensis,,III (2009-),2018,102 253 km,1 798 cm3,Benzyna,147 KM,Manualna,,,Sedan,5,5,Srebrny,,,,Tak,Tak,Tak,Tak,Używane,True,True,True,True,,,,,True,,,,,,,True,,True,True,True,,,,,,,,,,,,True,,True,True,True,True,True,True,,True,,True,,True,,,,,,Tak,,True,True,,,,,,,Tak,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,9700,"10:51, 7 lutego 2021",6077061948,Firmy,Osobowe,Toyota,Avensis,2.0 D-4D Prestige,II (2003-2009),2004,283 000 km,1 995 cm3,Diesel,116 KM,Manualna,Na przednie koła,,Sedan,5,5,Szary,,,,Tak,,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,19700,"10:51, 7 lutego 2021",6079914191,Firmy,Osobowe,Toyota,Corolla Verso,,,2006,182 350 km,1 794 cm3,Benzyna,129 KM,Automatyczna,Na przednie koła,,Minivan,5,7,Niebieski,,,,,Tak,Tak,Tak,Używane,True,True,True,,,True,,True,,True,True,,,,,,,True,True,True,,,,True,,,,True,,,,,,,True,True,True,,,,,True,,,,,,,,True,Tak,Tak,True,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,29900,"10:51, 7 lutego 2021",6080478060,Firmy,Osobowe,Toyota,Auris,2.0 D-4D Premium,II (2012-),2013,210 211 km,1 998 cm3,Diesel,124 KM,Manualna,Na przednie koła,114 g/km,Kompakt,5,5,Czerwony,,Niemcy,,,Tak,Tak,Tak,Używane,True,True,True,,,,,True,True,True,,,,,,,True,True,True,True,True,,,,,,True,True,True,,,,,True,True,True,True,,True,,,True,True,True,,,,,,True,Tak,Tak,True,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,45900,"10:51, 7 lutego 2021",6070420849,Firmy,Osobowe,Toyota,Yaris,,III (2011-),2014,72 500 km,1 497 cm3,Hybryda,74 KM,Automatyczna,Na przednie koła,,Kompakt,5,5,Biały,,Polska,29/07/2014,Tak,,,Tak,Używane,True,True,True,,,,,,,True,True,,,,,,,True,True,True,,,,,,,,True,,True,,True,,True,True,True,True,True,True,,,True,True,True,True,,True,,,,,Tak,True,,,,,,,,,Tak,,,,,RSTUM59,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,68800,"10:51, 7 lutego 2021",6080521865,Firmy,Osobowe,Toyota,Avensis,1.8 Prestige,III (2009-),2017,73 000 km,1 798 cm3,Benzyna,147 KM,Manualna,Na przednie koła,139 g/km,Sedan,4,5,Czarny,,Polska,,Tak,Tak,Tak,Tak,Używane,True,True,True,True,,True,,True,True,True,True,,True,True,True,True,,True,True,True,True,,,,,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,Tak,Tak,True,,,,,,,,Tak,,,True,,,1.8 147km Valvematic Prestige,,,,15 miesięcy,,,,,,,,,,,,,,,,,,,,,,
1370,14800,"10:51, 7 lutego 2021",6080717109,Firmy,Osobowe,Toyota,Yaris,1.4 D-4D Prestige,II (2005-2011),2007,214 121 km,1 364 cm3,Diesel,90 KM,Manualna,Na przednie koła,,Auta miejskie,5,5,Czarny,Tak,,,,Tak,,Tak,Używane,True,True,True,True,,,,,,True,,True,,True,,True,,True,True,True,True,,,,,,,True,,True,,,,True,True,True,True,,True,True,,True,,True,,True,True,,,,Tak,Tak,True,,True,,,,,,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,33700,"10:50, 7 lutego 2021",6082094226,Osoby prywatnej,Osobowe,Toyota,Yaris,Hybrid 1.5 VVT-i,III (2011-),2014,87 000 km,1 497 cm3,Hybryda,74 KM,Automatyczna,Na przednie koła,75 g/km,Auta miejskie,5,5,Czarny,,Niemcy,,,Tak,Tak,Tak,Używane,True,True,True,True,,True,,True,True,True,True,True,,True,,True,,True,True,True,True,,,,,True,True,True,True,True,True,True,,True,True,True,True,,True,True,,,True,True,True,,True,,True,True,Tak,,True,True,,,,,,,,Tak,,,,,,,,,,,,,87 000 km,,,,,,,,,,,,,,,,,,
1372,59900,"10:50, 7 lutego 2021",6081815011,Firmy,Osobowe,Toyota,Corolla,,Seria E16 (2012-2019),2017,26 900 km,1 598 cm3,Benzyna,132 KM,Manualna,Na przednie koła,,Sedan,4,5,Srebrny,,Polska,,Tak,Tak,,Tak,Używane,True,True,True,True,,,,True,True,True,True,,,,,True,,True,True,True,True,True,,,,,True,True,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,Tak,Tak,True,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,89790,"10:49, 7 lutego 2021",6080253745,Osoby prywatnej,Osobowe,Toyota,Proace Verso,2.0 D4-D Medium Family,,2016,120 000 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,,Minivan,4,8,Szary,,,20/12/2016,,,Tak,Tak,Używane,True,True,True,,,,,,,True,True,True,,,True,True,,True,True,True,,,,True,,,,True,True,,True,True,,True,True,True,True,True,True,,True,True,,True,True,True,,,,True,Tak,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,15800,"10:48, 7 lutego 2021",6079997907,Firmy,Osobowe,Toyota,Auris,1.6 Dynamic,I (2006-2012),2011,219 000 km,1 598 cm3,Benzyna,132 KM,Manualna,Na przednie koła,152 g/km,Kompakt,3,5,Biały,,,,Tak,Tak,,Tak,Używane,True,True,True,True,,True,,True,True,True,True,True,,True,,True,,True,True,True,,,,,,True,,True,,,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,,True,True,Tak,Tak,True,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,17999,"10:47, 7 lutego 2021",6081276823,Firmy,Osobowe,Toyota,RAV4,2.0 D-4D Sol,II (2000-2005),2005,218 423 km,1 995 cm3,Diesel,116 KM,Manualna,,,SUV,5,,Srebrny,,,,,,,,Używane,True,True,True,True,,,,True,,True,,,,True,,True,,True,True,True,True,,,,,,,True,,,True,,,True,True,True,True,True,,,,True,,True,,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,26900,"10:47, 7 lutego 2021",6081276842,Firmy,Osobowe,Toyota,Verso,,,2009,159 772 km,1 598 cm3,Benzyna,132 KM,Manualna,Na przednie koła,,Minivan,5,7,Czarny,,,,,,,,Używane,True,True,True,,,,,True,,True,,True,,,,True,,True,True,True,True,,,,,,,True,,,,,,,True,True,True,,True,,,True,,True,True,,True,,,True,Tak,Tak,True,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,39900,"10:47, 7 lutego 2021",6080187533,Firmy,Osobowe,Toyota,Yaris,1.5 Active,III (2011-),2017,65 555 km,1 496 cm3,Benzyna,111 KM,Manualna,Na przednie koła,109 g/km,Auta miejskie,5,5,Biały,,Polska,25/10/2017,Tak,Tak,,Tak,Używane,True,True,True,,,True,,,True,True,,True,,,,,,True,True,True,,True,,,,,,True,,True,,True,,True,True,True,True,True,True,,,True,True,,True,,True,,,,,Tak,True,,,,,,,,Tak,,,,,True,,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,
1378,15500,"10:46, 7 lutego 2021",6082094174,Osoby prywatnej,Osobowe,Toyota,Avensis,2.0 D-4D Combi,II (2003-2009),2008,335 000 km,1 998 cm3,Diesel,126 KM,Manualna,Na przednie koła,155 g/km,Kombi,5,5,Szary,,,28/06/2011,Tak,,,,Używane,True,True,True,True,,True,,True,,,,,,True,,True,,True,True,True,True,,,,,,,True,True,,,,,True,True,True,True,True,,,,True,,True,,,True,True,,True,Tak,,True,True,,,,,,,,,,,,,WOR 67799,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,19500,"10:45, 7 lutego 2021",6081612330,Osoby prywatnej,Osobowe,Toyota,Yaris,1.33 VVT-i,II (2005-2011),2010,107 000 km,1 329 cm3,Benzyna,99 KM,Manualna,Na przednie koła,120 g/km,Auta miejskie,5,5,Szary,,Niemcy,,Tak,,,,Używane,True,True,True,,,,,,True,True,,,,,True,,,True,True,True,,,,,,,,True,,True,,,,,True,True,True,True,,,,True,,,True,True,True,,,,Tak,Tak,True,,,,,,,,,Tak,,,,True,FZ3654P,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,102500,"10:45, 7 lutego 2021",6080372427,Firmy,Osobowe,Toyota,C-HR,,,2019,13 671 km,1 798 cm3,Hybryda,122 KM,Automatyczna,Na przednie koła,,SUV,5,5,Bordowy,,Polska,05/09/2019,Tak,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,Tak,Tak,True,,,,,,,,Tak,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,2800,"10:44, 7 lutego 2021",6082094150,Osoby prywatnej,Osobowe,Toyota,Yaris,1.0 Pak1,I (1999-2005),1999,217 101 km,998 cm3,Benzyna,68 KM,Manualna,,,Auta miejskie,3,,Srebrny,,,19/08/1999,Tak,,,,Używane,,,True,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,DLE26155,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,58900,"10:43, 7 lutego 2021",6079012135,Osoby prywatnej,Osobowe,Toyota,Corolla,1.6 Classic Plus,Seria E16 (2012-2019),2019,11 000 km,1 598 cm3,Benzyna,132 KM,Manualna,Na przednie koła,139 g/km,Kompakt,4,5,Inny kolor,,,,,,,,Używane,True,True,True,,,True,,True,True,True,,True,,True,,True,True,True,True,True,True,True,True,,,,True,True,,True,,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,True,,Tak,,True,,True,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,9900,"10:41, 7 lutego 2021",6081254007,Osoby prywatnej,Osobowe,Toyota,Yaris,1.3 Sol,I (1999-2005),2004,140 000 km,1 298 cm3,Benzyna,87 KM,Manualna,Na przednie koła,,Auta miejskie,5,5,Srebrny,,Niemcy,29/01/2004,Tak,,Tak,,Używane,True,True,True,True,,,,,,,,,,,,,,True,True,True,,,,,,,,,,,,,,True,True,True,True,,,,,,,,,,,,,,Tak,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,18900,"10:41, 7 lutego 2021",6082094144,Firmy,Osobowe,Toyota,Avensis,2.0 D-4D Sol plus,II (2003-2009),2009,259 000 km,1 998 cm3,Diesel,126 KM,Manualna,Na przednie koła,,Sedan,4,5,Szary,Tak,,07/01/2009,Tak,Tak,Tak,Tak,Używane,True,True,True,,,,,True,,True,True,True,True,True,,True,,True,True,True,True,,,,,True,,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,Tak,Tak,True,True,True,True,,,,,,Tak,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,71900,"10:41, 7 lutego 2021",6080354786,Firmy,Osobowe,Toyota,Auris,1.6 Prestige MS,II (2012-),2017,11 615 km,1 598 cm3,Benzyna,132 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Biały,Tak,Polska,24/10/2017,Tak,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,,True,True,True,True,True,,True,,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,Tak,True,,,,,,True,,,Tak,True,,,,,,,,12 miesięcy,,,,,,,,,,,,,,,,,,,,,,
1386,73900,"10:40, 7 lutego 2021",6081813977,Firmy,Osobowe,Toyota,Auris,,II (2012-),2018,69 200 km,1 798 cm3,Hybryda,135 KM,Automatyczna,Na przednie koła,,Kompakt,5,5,Srebrny,,Polska,,Tak,Tak,,Tak,Używane,True,True,True,,,,,True,True,True,,True,,,True,True,,True,True,True,True,True,,,,,True,True,,True,,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,Tak,Tak,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,53000,"10:37, 7 lutego 2021",6081276261,Firmy,Osobowe,Toyota,Corolla,,Seria E16 (2012-2019),2017,52 181 km,1 333 cm3,Benzyna,99 KM,Manualna,Na przednie koła,,Kompakt,4,5,Brązowy,,Polska,07/09/2017,Tak,Tak,,Tak,Używane,True,,,,,,,,True,True,,,,,,,,True,True,,,,,,,,,True,,True,,,,True,True,True,True,True,,,,True,,,,,,,,,Tak,Tak,,,,,,,,,Tak,,,,,True,WD8087J,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,35900,"10:37, 7 lutego 2021",6082094106,Firmy,Osobowe,Toyota,Avensis,1.8 Sol plus,III (2009-),2012,196 000 km,1 798 cm3,Benzyna,147 KM,Manualna,Na przednie koła,154 g/km,Kombi,4,5,Srebrny,,Niemcy,16/04/2012,,Tak,Tak,Tak,Używane,True,True,True,,,,,True,,True,True,,True,,,True,,True,True,True,,,,,,,True,True,True,True,True,,,True,True,True,True,,True,,,True,,True,True,True,True,True,,True,Tak,,True,,,,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,14900,"10:36, 7 lutego 2021",6081455262,Firmy,Osobowe,Toyota,Avensis,2.2 D-4D Sol,II (2003-2009),2006,213 000 km,2 231 cm3,Diesel,177 KM,Manualna,Na przednie koła,,Kombi,4,5,Złoty,,,27/02/2006,Tak,,,,Używane,True,True,True,,,,,True,,True,True,,,,,True,,True,True,True,,,,,,,,True,,,,,,True,True,True,True,,,,True,True,,,True,,,True,,True,Tak,,True,True,,,,,,,,Tak,,,,,EL6J082,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,59900,"10:36, 7 lutego 2021",6081813974,Firmy,Osobowe,Toyota,Auris,,II (2012-),2017,146 326 km,1 798 cm3,Hybryda,136 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Czarny,,Polska,15/05/2017,Tak,Tak,Tak,Tak,Używane,True,True,True,,,,,True,True,True,,True,,,True,True,,True,True,True,True,True,,,,,True,True,,True,,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,Tak,Tak,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,46900,"10:36, 7 lutego 2021",6081814011,Firmy,Osobowe,Toyota,Yaris,,III (2011-),2017,29 097 km,1 496 cm3,Benzyna,111 KM,Manualna,Na przednie koła,,Kompakt,5,5,Biały,,Polska,07/11/2017,Tak,Tak,Tak,Tak,Używane,True,True,True,,,True,,,,True,,,,,,True,,True,True,True,,True,,,,,True,True,,True,True,True,,True,True,True,True,True,True,,,True,True,,True,True,True,,,True,,Tak,True,,,,,,,,,Tak,,,,True,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,
1392,34900,"10:35, 7 lutego 2021",6081813993,Firmy,Osobowe,Toyota,Aygo,,II (2014-),2019,50 512 km,998 cm3,Benzyna,72 KM,Manualna,Na przednie koła,,Kompakt,5,4,Biały,,Polska,27/09/2019,Tak,Tak,Tak,Tak,Używane,True,True,True,,,,,,True,True,,True,,,,,,True,True,True,True,,,True,,,True,True,,,,True,,True,True,True,True,True,True,,,True,True,,True,True,True,,True,True,,Tak,,,,,,,,,Tak,,,,,True,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,
1393,154900,"10:35, 7 lutego 2021",6081814005,Firmy,Osobowe,Toyota,RAV4,,V (2018-),2019,20 000 km,2 487 cm3,Hybryda,218 KM,Automatyczna,Na przednie koła,,SUV,5,5,Szary,,Polska,23/12/2019,,,,,Używane,True,True,True,,,True,True,True,True,True,,,True,,True,True,True,True,True,True,True,True,,True,,,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,,,True,,,,,,,True,,,,SZ5776L,,,,,,,,,,,,,,,,,,,,,,True,,,,
1394,44900,"10:34, 7 lutego 2021",6080328115,Firmy,Osobowe,Toyota,Corolla,,Seria E16 (2012-2019),2017,116 583 km,1 400 cm3,Diesel,90 KM,Manualna,Na przednie koła,,Sedan,4,5,Szary,,Polska,07/08/2017,Tak,Tak,,Tak,Używane,True,,,,,,,,True,True,,,,,,,,True,True,,,,,,,,,True,,True,,,,True,True,True,True,True,,,,True,,,,,,,,,Tak,Tak,,,,,,,,,Tak,,,,,True,WD7247J,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,19500,"10:32, 7 lutego 2021",6082094033,Osoby prywatnej,Osobowe,Toyota,Avensis,1.6 VVT-i Terra,II (2003-2009),2008,203 000 km,1 598 cm3,Benzyna,110 KM,Manualna,Na przednie koła,173 g/km,Kombi,5,5,Szary,,Polska,19/08/2008,,,,,Używane,True,True,True,True,,,,,,True,,,,,,True,,True,True,True,True,,,True,,,,True,,,,,,True,True,True,True,True,,,,,,,,,,True,,,Tak,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,26900,"10:30, 7 lutego 2021",6074726400,Firmy,Osobowe,Toyota,Verso,2.0 D-4D,,2011,209 258 km,1 998 cm3,Diesel,126 KM,Manualna,Na przednie koła,146 g/km,Minivan,5,5,Czarny,,Belgia,,,,,Tak,Używane,True,True,True,True,,,,True,True,True,True,True,,,,True,,True,True,True,True,,,,,,True,True,True,,,,,True,True,True,True,True,,,,True,,True,True,True,True,True,,True,Tak,,True,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
