,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba miejsc,Kolor,Metalik,Perłowy,Kraj pochodzenia,Pierwsza rejestracja,Bezwypadkowy,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Czujnik deszczu,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Klimatyzacja dwustrefowa,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Relingi dachowe,Światła Xenonowe,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Czujnik zmierzchu,Elektryczne szyby tylne,Hak,Klimatyzacja manualna,Ogranicznik prędkości,Poduszki boczne przednie,Światła do jazdy dziennej,Tapicerka welurowa,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Klimatyzacja automatyczna,Komputer pokładowy,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła przeciwmgielne,Tempomat,Liczba drzwi,Możliwość finansowania,Faktura VAT,Leasing,Akryl (niemetalizowany),Serwisowany w ASO,Czujniki parkowania przednie,Isofix,Nawigacja GPS,Bluetooth,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Gniazdo SD,Odtwarzacz DVD,Poduszki boczne tylne,Światła LED,Tapicerka skórzana,Zmieniarka CD,Alufelgi,HUD (wyświetlacz przezierny),MP3,Podgrzewana przednia szyba,Poduszka powietrzna chroniąca kolana,Wersja,Emisja CO2,Gniazdo USB,System Start-Stop,Filtr cząstek stałych,Uszkodzony,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Pierwszy właściciel,Dach panoramiczny,Kamera cofania,Asystent parkowania,Czujnik martwego pola,Szyberdach,Klimatyzacja czterostrefowa,Łopatki zmiany biegów,VAT marża,Gwarancja dealerska (w cenie),Asystent pasa ruchu,Regulowane zawieszenie,Radio niefabryczne,Tempomat aktywny,Tuning,Podgrzewane tylne siedzenia,lub do (przebieg km),Ogrzewanie postojowe,Tuner TV,Okres gwarancji producenta,Miesięczna rata,Opłata początkowa,Liczba pozostałych rat,Homologacja ciężarowa,Kierownica po prawej (Anglik),Wartość wykupu,Matowy,VIN,Zarejestrowany jako zabytek,
261,10900,"21:04, 1 stycznia 2021",6080223394,Osoby prywatnej,Osobowe,Audi,A4,B6 (2000-2004),2002,226 000 km,1 896 cm3,Diesel,130 KM,Manualna,Na przednie koła,Kombi,5,Czarny,Tak,,,,,Używane,True,True,True,True,,True,,,True,,,,,True,True,True,True,,,,,,,,True,True,True,True,,True,True,True,True,True,True,True,,4,Tak,,,,Tak,,,,,,,,,,,,,True,,,,,1.9 TDI,,,,,,,,Tak,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
262,29900,"18:44, 1 stycznia 2021",6079837317,Osoby prywatnej,Osobowe,Audi,A4,,2010,215 000 km,1 998 cm3,Diesel,143 KM,Manualna,Na przednie koła,Kombi,5,Czarny,Tak,,Niemcy,,Tak,Używane,True,True,True,True,True,,True,True,True,,True,True,,True,True,True,True,True,True,,,,,,,True,True,True,True,,True,True,True,True,,,,5,Tak,,,,Tak,,,,True,True,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
263,11999,"17:26, 1 stycznia 2021",6080992820,Osoby prywatnej,Osobowe,Audi,A4,B6 (2000-2004),2001,320 000 km,1 896 cm3,Diesel,130 KM,Manualna,Na przednie koła,Sedan,5,Zielony,Tak,,,19/11/2001,,Używane,True,True,True,True,,,True,True,,,,True,,True,True,True,,,,True,,,,,,True,True,,,,,,True,,True,True,,5,,,,,,,,,,,,True,,,,True,,True,,True,,,Avant 1.9 TDI,,True,,,,,Tak,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
264,16999,"17:02, 1 stycznia 2021",6080580310,Firmy,Osobowe,Audi,A4,B6 (2000-2004),2004,340 268 km,1 900 cm3,Diesel,131 KM,Manualna,,Kombi,,Szary,Tak,,Niemcy,,,Używane,True,True,True,True,,True,,True,True,True,True,,,True,True,True,,,,,,,True,,,True,True,True,,True,True,True,True,True,,True,,5,Tak,,,,Tak,,,,,,,,,True,,True,,True,,,,True,,,,,,,,,Tak,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
265,8900,"16:29, 1 stycznia 2021",6066703171,Osoby prywatnej,Osobowe,Audi,A4,B6 (2000-2004),2003,321 000 km,2 500 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,Sedan,5,Szary,Tak,,,,Tak,Używane,True,True,True,True,,,,True,True,,,True,True,True,True,True,,,True,,,True,True,,True,True,True,True,,,True,True,True,True,,True,,4,,,,,,,True,True,,,,,,,,,True,True,,True,True,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
266,64993,"16:16, 1 stycznia 2021",6080623583,Osoby prywatnej,Osobowe,Audi,A4,B9 (2015-),2017,199 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,Szary,Tak,,Niemcy,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,,,,,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,2.0 TDI Design,104 g/km,True,True,,,,,,True,True,True,True,True,True,True,Tak,,True,,,,,True,,,,,,,,,,,,,,
267,9800,"15:16, 1 stycznia 2021",6080800094,Firmy,Osobowe,Audi,A4,B5 (1995-2001),1998,145 400 km,1 600 cm3,Benzyna,101 KM,Manualna,Na przednie koła,Sedan,5,Niebieski,Tak,Tak,Niemcy,01/09/1998,Tak,Używane,True,True,True,True,,True,,,,,,,,True,True,True,True,,,,,,True,,,True,True,,,True,True,True,,True,,,,5,Tak,,,,Tak,,,,,,,,,,,,,True,,True,,,,,,,,,,Tak,,,,,,,,,Tak,,,,True,,,,,,,,,,,,,,,,,
268,20900,"14:30, 1 stycznia 2021",6080120963,Osoby prywatnej,Osobowe,Audi,A4,B7 (2004-2007),2007,267 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,Szary,Tak,,,,Tak,Używane,True,True,True,True,True,True,,True,True,,True,,True,True,True,True,True,True,True,,,,True,,True,True,True,True,,True,True,True,True,True,,True,True,5,Tak,,,,Tak,,True,,,True,,,,True,,,,True,,True,,,Avant 2.0 TDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,32900,"14:29, 1 stycznia 2021",6080991732,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2008,164 000 km,1 968 cm3,Diesel,136 KM,Manualna,Na przednie koła,Kombi,5,Zielony,,Tak,Belgia,,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,,True,True,5,,,,,Tak,,True,True,True,True,,True,,,True,True,True,True,,True,,,,,True,True,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
270,48900,"14:27, 1 stycznia 2021",6080991661,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2012,245 500 km,1 968 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,Kombi,,Inny kolor,,,Belgia,,Tak,Używane,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,4,,,,,Tak,,True,True,True,True,True,True,,,True,True,True,True,,True,,,2.0 TDI 115g DPF,,,True,Tak,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,12900,"14:26, 1 stycznia 2021",6078666199,Osoby prywatnej,Osobowe,Audi,A4,B6 (2000-2004),2003,241 560 km,1 781 cm3,Benzyna,163 KM,Automatyczna,Na przednie koła,Kompakt,5,Szary,Tak,,Holandia,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Tak,,,,,,,,,,,,,,,,,,,,,,Avant 1.8T Multitronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,76900,"14:09, 1 stycznia 2021",6074643514,Osoby prywatnej,Osobowe,Audi,A4,B9 (2015-),2015,58 900 km,1 984 cm3,Benzyna,252 KM,Automatyczna,4x4 (stały),Sedan,5,Srebrny,Tak,,Stany Zjednoczone,16/09/2016,,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,4,Tak,,,,,True,True,True,True,True,True,True,,,True,True,,True,,True,,,2.0 TFSI quattro S tronic,142 g/km,True,True,,,BIA650574,Tak,,,True,,,True,True,True,,,,,,,,,59 100 km,,,,,,,,,,,,,
273,32500,"13:44, 1 stycznia 2021",6080991457,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2009,243 000 km,1 984 cm3,Benzyna,211 KM,Manualna,4x4 (stały),Kombi,5,Czarny,Tak,,,,Tak,Używane,True,True,True,True,,,True,,,,,,,True,True,True,True,,True,,,,True,True,,True,,True,True,True,True,True,True,True,True,True,,4,,,,,,,,,,,,,,,,True,,True,,,True,,2.0 TFSI Quattro,173 g/km,,True,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,19900,"13:23, 1 stycznia 2021",6080798774,Osoby prywatnej,Osobowe,Audi,A4,B7 (2004-2007),2007,239 000 km,1 896 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kombi,5,Czarny,,,,14/05/2007,Tak,Używane,True,True,True,True,,,,True,True,True,True,,,True,True,True,True,,True,,,,,,,True,True,True,True,,True,,True,True,,True,True,5,,,,,Tak,,True,,,True,,,,True,,,,True,,,,,Avant 1.9 TDI,157 g/km,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
275,15999,"13:20, 1 stycznia 2021",6080991343,Osoby prywatnej,Osobowe,Audi,A4,B7 (2004-2007),2005,215 000 km,1 984 cm3,Benzyna,130 KM,Manualna,Na przednie koła,Kombi,5,Czarny,Tak,,Niemcy,,Tak,Używane,True,True,True,True,,True,,,,True,True,,,True,True,True,True,,,,,,,,,True,True,True,True,True,True,True,True,,,True,,5,Tak,,,,Tak,,True,,,,,,,,,,,True,,,,,Avant 2.0,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
276,37999,"11:20, 1 stycznia 2021",6078838201,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2011,212 300 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,Czarny,Tak,,Niemcy,,Tak,Używane,True,True,True,True,,,True,,True,True,True,,,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,,True,True,True,True,,True,,5,Tak,,,,Tak,,True,,True,True,True,,,True,,,,True,,True,,True,,,,,,,,,Tak,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
277,8999,"11:14, 1 stycznia 2021",6080989429,Osoby prywatnej,Osobowe,Audi,A4,B6 (2000-2004),2002,291 000 km,1 595 cm3,Benzyna+LPG,102 KM,Manualna,Na przednie koła,Kombi,5,Srebrny,Tak,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,Avant 1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,67900,"10:54, 1 stycznia 2021",6078396343,Firmy,Osobowe,Audi,A4,B9 (2015-),2018,183 621 km,1 968 cm3,Diesel,190 KM,Manualna,Na przednie koła,Kombi,5,Inny kolor,Tak,Tak,Niemcy,,Tak,Używane,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,,,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,5,Tak,Tak,Tak,,Tak,True,True,True,True,True,,True,True,True,True,True,,True,,True,,,2.0 TDI Sport,109 g/km,True,True,,,CAR DELUXE,,Tak,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
279,18800,"23:17, 31 grudnia 2020",6079859248,Osoby prywatnej,Osobowe,Audi,A4,B7 (2004-2007),2006,164 200 km,1 984 cm3,Benzyna,130 KM,Manualna,Na przednie koła,Kombi,5,Czerwony,Tak,,Niemcy,,Tak,Używane,True,True,True,True,,True,,True,True,,True,,,True,True,True,True,,,,,,True,,,True,True,True,True,True,True,True,True,True,,True,,5,,,,,Tak,,True,True,,,,,,True,,,True,True,,True,,,Avant 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,13700,"19:27, 31 grudnia 2020",6067914921,Osoby prywatnej,Osobowe,Audi,A4,B6 (2000-2004),2003,222 851 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Kombi,5,Czarny,Tak,Tak,Austria,,Tak,Używane,True,True,True,True,,,,True,True,,,,,True,True,True,True,,,,,,True,,True,True,True,True,,,True,True,,True,,True,,5,,,,,Tak,,,,,,,,,True,,,,True,,True,,,,,,,,,,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
281,138000,"13:32, 31 grudnia 2020",6080812281,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,10 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Biały,,,,,Tak,Nowe,True,True,True,True,True,True,,True,True,True,,,True,,True,True,True,True,True,,,,True,True,,True,True,True,True,,True,True,True,True,,True,True,4,Tak,Tak,,Tak,,True,True,True,True,True,,,,,True,,,True,,True,,,35 TFSI S tronic,128 g/km,True,True,Tak,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,
282,77800,"11:13, 31 grudnia 2020",6079941340,Firmy,Osobowe,Audi,A4,B9 (2015-),2017,179 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,,Kombi,5,Czarny,Tak,Tak,,,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,,Tak,,,Tak,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,,,,True,True,,,,,Tak,,True,True,True,,True,True,,,True,True,,,,,,,,,,,,,,,,,,
283,39900,"21:04, 30 grudnia 2020",6080974404,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2007,226 056 km,2 698 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,Sedan,,Brązowy,,,Niemcy,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,B8 (2007-2015),,,True,Tak,,,Tak,,,True,,True,,,,,,,True,,True,,,,True,,,,,,,,,,,,
284,38900,"20:19, 30 grudnia 2020",6078302262,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2010,206 750 km,1 968 cm3,Diesel,143 KM,Manualna,Na przednie koła,Kombi,5,Czarny,,,Niemcy,27/04/2010,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,,True,True,True,True,,True,True,True,True,,True,,5,Tak,,,,Tak,,True,True,True,True,,True,,,True,True,,True,,True,,,2.0 TDI,149 g/km,True,True,,,,,Tak,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
285,12999,"16:23, 30 grudnia 2020",6080080119,Firmy,Osobowe,Audi,A4,B6 (2000-2004),2003,278 000 km,1 896 cm3,Diesel,100 KM,Manualna,Na przednie koła,Kombi,5,Szary,Tak,,,,,Używane,True,True,True,True,True,True,,True,True,True,True,,,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,,,,5,Tak,,,,Tak,,True,,True,,,,,True,,,,True,,True,,True,Avant 1.9 TDI,,,,,,,,Tak,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
286,34900,"21:00, 29 grudnia 2020",6079875483,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2009,256 000 km,1 968 cm3,Diesel,140 KM,Manualna,4x4 (stały),Kombi,5,Inny kolor,Tak,Tak,Niemcy,,,Używane,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,,,True,True,True,,True,True,True,True,,,,True,True,True,True,True,5,,,,,Tak,,,,True,True,True,,,,True,True,,True,,True,,True,Avant 2.0 TDI DPF Quattro,181 g/km,True,True,,,,,,,,,,,,,Tak,,,,,,,,,True,,,,,,,,,,,,
287,129000,"18:47, 29 grudnia 2020",6076374265,Osoby prywatnej,Osobowe,Audi,A4,B9 (2015-),2016,65 700 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),Kombi,5,Szary,,Tak,Polska,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,5,,,,,Tak,True,True,True,True,True,True,True,,True,True,True,,True,,True,,,2.0 TDI Quattro Sport S tronic,116 g/km,True,True,,,EPJ,Tak,Tak,,,,,,,True,,,True,,,True,,,60 000 km,,,13/01/2020,,,,,,,,,,
288,173900,"10:16, 29 grudnia 2020",6071400290,Firmy,Osobowe,Audi,A4,B9 (2015-),2019,8 500 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,Sedan,5,Niebieski,Tak,,Polska,01/02/2020,Tak,Używane,True,True,True,True,True,True,True,,True,,,,True,,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,True,True,,,True,True,True,5,Tak,Tak,Tak,,,True,True,True,True,True,,True,,,True,,,True,,True,,,40 TDI S Line S tronic,150 g/km,True,True,,,,,Tak,,True,,,,,True,,36 miesięcy,True,,,True,,,90 000 km,,,01/02/2023,,,,,,,,,,
289,117800,"04:56, 29 grudnia 2020",6079939112,Firmy,Osobowe,Audi,A4,B9 (2015-),2018,99 000 km,1 998 cm3,Benzyna,252 KM,Automatyczna,,Kombi,5,Inny kolor,Tak,Tak,Niemcy,,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,5,,Tak,,,Tak,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,,True,True,,,,,Tak,True,True,,True,True,True,True,,,True,True,,True,,,,,,,,,,,,,,,,
290,14000,"23:58, 28 grudnia 2020",6080923864,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2008,244 372 km,1 968 cm3,Diesel,143 KM,Manualna,Na przednie koła,Sedan,5,Czarny,,,,,,Używane,True,True,True,True,True,,True,,,,,,True,True,True,True,True,,True,True,True,,,True,True,True,,True,True,,,,True,,True,True,,5,,,,,,,,,,,,True,,,,,,,,,,,2.0 TDI,149 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,
291,52900,"16:16, 28 grudnia 2020",6080761786,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2013,102 000 km,1 798 cm3,Benzyna,170 KM,Manualna,Na przednie koła,Kombi,5,Brązowy,Tak,,Niemcy,08/08/2013,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,True,True,,True,True,True,True,,True,True,True,,,True,True,5,Tak,,,,Tak,True,True,True,True,True,,,,True,True,,,True,,True,,,1.8 TFSI,141 g/km,True,True,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
292,52900,"16:01, 28 grudnia 2020",6079342722,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2012,208 500 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,Kombi,5,Szary,Tak,,Niemcy,27/11/2012,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,,,,True,True,,True,True,True,True,,True,,True,True,True,True,True,5,Tak,,,,,True,True,True,True,True,True,True,True,,,True,,True,,True,,,2.0 TDI Multitronic,129 g/km,True,True,Tak,,WB3003L,Tak,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,
293,136530,"23:02, 27 grudnia 2020",6080901605,Osoby prywatnej,Osobowe,Audi,A4,B9 (2015-),2018,29 740 km,1 984 cm3,Benzyna,252 KM,Automatyczna,4x4 (stały),Sedan,5,Czarny,Tak,,Stany Zjednoczone,25/10/2018,,Używane,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,,True,True,,,True,True,True,,True,True,True,,,True,,,True,,True,,4,,Tak,,,,,True,True,True,,True,,True,,True,True,True,True,,True,,True,2.0 TFSI quattro S tronic,142 g/km,True,True,,,,Tak,,,True,,,True,True,True,,,,,,True,,,,,True,,,,,,,,,,,
294,93500,"22:37, 27 grudnia 2020",6078515199,Osoby prywatnej,Osobowe,Audi,A4,B9 (2015-),2015,45 500 km,1 984 cm3,Benzyna,190 KM,Automatyczna,Na przednie koła,Kombi,5,Szary,Tak,,Polska,,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,,True,True,True,True,,,True,5,,Tak,,,Tak,True,True,True,True,True,,True,True,True,True,True,,True,,True,,True,2.0 TFSI ultra S tronic,121 g/km,True,True,Tak,,,Tak,Tak,,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,
295,115800,"21:22, 27 grudnia 2020",6079938462,Firmy,Osobowe,Audi,A4,B9 (2015-),2018,157 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,4x4 (stały),Sedan,5,Czarny,Tak,Tak,,,,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,4,,Tak,,,Tak,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,,3.0 TDI quattro tiptronic,129 g/km,True,True,,,,,Tak,,True,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,
296,35000,"19:58, 27 grudnia 2020",6080736922,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2011,220 798 km,,Benzyna,,,,Sedan,,Czarny,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,kr1r385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,10500,"12:24, 26 grudnia 2020",6080116565,Firmy,Osobowe,Audi,A4,B7 (2004-2007),2005,286 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Kombi,5,Srebrny,Tak,,,,,Używane,True,True,True,True,,True,True,True,True,True,True,,,True,True,True,True,,,,,,,,True,True,True,True,True,,,True,True,,,True,True,5,,,,,,,,,,True,,,,,,,,True,,True,True,,Avant 2.0 TDI Multitronic,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,59900,"19:10, 6 stycznia 2021",6080900182,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2013,172 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,Sedan,5,Biały,,,,,,Używane,True,True,True,True,True,True,,True,True,,,True,True,True,True,True,True,True,True,,,,True,True,,True,True,True,True,,True,True,True,,,True,True,5,,,,,,,True,,True,True,,True,,True,True,True,,True,,True,,,2.0 TDI Multitronic,129 g/km,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1900,"19:10, 6 stycznia 2021",6081101126,Osoby prywatnej,Osobowe,Audi,A4,B5 (1995-2001),1998,309 127 km,1 896 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kombi,5,Czarny,,,,08/10/1998,,Używane,True,True,,True,,,,,,,True,,,True,True,,,,,True,True,,,,,True,True,,,,,,,,,,True,5,,,,,,,,,,,,,,,,,,True,,,,,Avant 1.9 TDI,,,,,,CB1851K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,15000,"19:08, 6 stycznia 2021",6076626017,Osoby prywatnej,Osobowe,Audi,A4,B6 (2000-2004),2004,247 000 km,1 781 cm3,Benzyna+LPG,163 KM,Automatyczna,Na przednie koła,Kombi,5,Srebrny,Tak,,Polska,19/05/2004,Tak,Używane,True,True,True,True,,,,True,,True,True,,,True,True,True,True,,,,True,,,True,True,True,True,,True,,,True,,True,True,True,True,5,,,,,,,True,,,,,,,,,,,True,,,,,Avant 1.8T Multitronic,,,,,,,Tak,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
301,2999,"19:04, 6 stycznia 2021",6080900021,Osoby prywatnej,Osobowe,Audi,A4,B5 (1995-2001),1996,250 000 km,1 595 cm3,Benzyna,101 KM,Manualna,Na przednie koła,Sedan,5,Niebieski,Tak,,,13/08/1996,,Używane,True,True,True,True,,,,,,,,,,True,True,True,,,,True,True,,,,True,True,,True,,,,,,True,,True,,4,Tak,,,,,,,,,,,,,,,,,True,,,,,1.6,,,,,,PO1PC61,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
302,8700,"18:56, 6 stycznia 2021",6079766196,Osoby prywatnej,Osobowe,Audi,A4,B6 (2000-2004),2001,407 000 km,1 781 cm3,Benzyna+LPG,150 KM,Manualna,Na przednie koła,Sedan,5,Czarny,Tak,,Niemcy,,Tak,Używane,True,True,True,True,,,,True,,True,,,,True,True,,,,,,,,,,,True,True,True,,,True,True,,,,True,,5,Tak,,,,,,,,,,,,,,,,,True,,,,,Avant 1.8T,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,79000,"18:53, 6 stycznia 2021",6080733960,Osoby prywatnej,Osobowe,Audi,A4,B9 (2015-),2016,175 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,Bordowy,Tak,,Belgia,,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,5,,,,,,,True,True,True,True,,True,True,True,True,True,,True,,True,,True,Avant 2.0 TDI S tronic,109 g/km,True,True,Tak,,,Tak,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
304,21600,"18:51, 6 stycznia 2021",6078051436,Osoby prywatnej,Osobowe,Audi,A4,B7 (2004-2007),2007,230 000 km,2 698 cm3,Diesel,180 KM,Manualna,,Kombi,,Czarny,,,Niemcy,,Tak,Używane,True,,,,True,,,,,,,,,True,,,True,,,,,,,,,True,,,True,,,,,,,,,5,Tak,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,74900,"18:49, 6 stycznia 2021",6080453948,Firmy,Osobowe,Audi,A4,B9 (2015-),2016,84 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,4x4 (stały),Kombi,5,Inny kolor,Tak,,Francja,,,Używane,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,,,True,,True,,True,True,True,True,True,True,True,True,,,True,True,5,,,,,Tak,True,True,True,True,True,True,True,,,True,True,,True,True,True,,,Avant 3.0 TDI quattro tiptronic,134 g/km,True,True,,Tak,,,,True,True,,True,True,True,,,,True,,,True,,True,,,,,,,,,,,,,,
