,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba miejsc,Kolor,Metalik,Perłowy,Kraj pochodzenia,Pierwsza rejestracja,Bezwypadkowy,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Czujnik deszczu,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Klimatyzacja dwustrefowa,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Relingi dachowe,Światła Xenonowe,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Czujnik zmierzchu,Elektryczne szyby tylne,Hak,Klimatyzacja manualna,Ogranicznik prędkości,Poduszki boczne przednie,Światła do jazdy dziennej,Tapicerka welurowa,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Klimatyzacja automatyczna,Komputer pokładowy,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła przeciwmgielne,Tempomat,Liczba drzwi,Możliwość finansowania,Faktura VAT,Leasing,Akryl (niemetalizowany),Serwisowany w ASO,Czujniki parkowania przednie,Isofix,Nawigacja GPS,Bluetooth,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Gniazdo SD,Odtwarzacz DVD,Poduszki boczne tylne,Światła LED,Tapicerka skórzana,Zmieniarka CD,Alufelgi,HUD (wyświetlacz przezierny),MP3,Podgrzewana przednia szyba,Poduszka powietrzna chroniąca kolana,Wersja,Emisja CO2,Gniazdo USB,System Start-Stop,Filtr cząstek stałych,Uszkodzony,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Pierwszy właściciel,Dach panoramiczny,Kamera cofania,Asystent parkowania,Czujnik martwego pola,Szyberdach,Klimatyzacja czterostrefowa,Łopatki zmiany biegów,VAT marża,Gwarancja dealerska (w cenie),Asystent pasa ruchu,Regulowane zawieszenie,Radio niefabryczne,Tempomat aktywny,Tuning,Podgrzewane tylne siedzenia,lub do (przebieg km),Ogrzewanie postojowe,Tuner TV,Okres gwarancji producenta,Miesięczna rata,Opłata początkowa,Liczba pozostałych rat,Homologacja ciężarowa,Kierownica po prawej (Anglik),Wartość wykupu,Matowy,VIN,Zarejestrowany jako zabytek,
1624,208382,"08:33, 4 stycznia 2021",6069035957,Osoby prywatnej,Osobowe,Audi,A4,B9 (2015-),2018,32 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),Kombi,5,Szary,,,,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,Tak,,Tak,,,,,,,,,,,,,,,,,,2.0 TDI Quattro Sport S tronic,116 g/km,,,,,,Tak,Tak,,,,,,,,,,,,,,,,,,,,"3 078,05 PLN",,14,,,"126 323,68 PLN",,,,
1625,41500,"08:32, 4 stycznia 2021",6080590682,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2010,181 000 km,1 984 cm3,Benzyna,180 KM,Manualna,Na przednie koła,Kombi,5,Czarny,Tak,,Holandia,17/03/2010,,Używane,True,True,True,True,True,,True,,True,,,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,5,Tak,,,,Tak,,True,True,True,True,,True,True,,True,True,,True,,True,,,Avant 2.0 TFSI,154 g/km,,True,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,9999,"08:31, 4 stycznia 2021",6080644310,Osoby prywatnej,Osobowe,Audi,A4,B7 (2004-2007),2005,204 000 km,2 967 cm3,Diesel,204 KM,Manualna,,Kombi,,Niebieski,,,,,,Używane,True,True,True,True,,True,,,True,,,,,True,True,True,,True,True,,,,True,,,True,True,True,,True,True,True,True,True,,,,5,,,,,,,True,,,,,,,True,,,,,,,,,Avant 3.0 TDI Quattro,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,8300,"08:30, 4 stycznia 2021",6079436631,Firmy,Osobowe,Audi,A4,B5 (1995-2001),1999,188 000 km,1 595 cm3,Benzyna,101 KM,Manualna,Na przednie koła,Sedan,5,Niebieski,Tak,,,,Tak,Używane,True,True,True,True,,,,,,,,,,True,True,True,True,,,,,,True,,,True,True,True,,,,True,True,,,,,5,,,,,Tak,,,,,,,,,,,,,True,,,,,Avant 1.6,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
1628,72800,"08:25, 4 stycznia 2021",6080857590,Osoby prywatnej,Osobowe,Audi,A4,B9 (2015-),2017,168 000 km,1 984 cm3,Benzyna,190 KM,Automatyczna,Na przednie koła,Kombi,5,Szary,Tak,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,5,,,,,Tak,,True,True,True,True,,,True,True,True,,,True,,True,,True,2.0 TFSI ultra Sport S tronic,121 g/km,True,True,,,,,Tak,,,,,,,True,Tak,,,,,,,,,,,,,,,,,,,,,
1629,200177,"08:23, 4 stycznia 2021",6080925451,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,190 KM,Automatyczna,Na przednie koła,Kombi,5,Niebieski,Tak,,Polska,,Tak,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Tak,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,12999,"08:23, 4 stycznia 2021",6067635328,Firmy,Osobowe,Audi,A4,B6 (2000-2004),2004,286 359 km,1 800 cm3,Benzyna,163 KM,Manualna,,Kombi,5,Czarny,Tak,Tak,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,5,Tak,,,,Tak,,True,,,,,,,True,,,,True,,True,True,,,,True,,,,,,Tak,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
1631,8500,"08:19, 4 stycznia 2021",6080727391,Firmy,Osobowe,Audi,A4,B6 (2000-2004),2004,336 000 km,1 896 cm3,Diesel,130 KM,Manualna,Na przednie koła,Kombi,5,Czarny,Tak,,,08/04/2004,,Używane,True,True,True,True,,,,True,True,,True,,,True,True,True,,,,,,,True,,,True,True,True,True,,True,True,True,True,,True,,5,Tak,Tak,,,,,,,,,,,,,,,,True,,,,,Avant 1.9 TDI,,,,,,DW285UV,Tak,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1632,8500,"08:19, 4 stycznia 2021",6080727391,Firmy,Osobowe,Audi,A4,B6 (2000-2004),2004,336 000 km,1 896 cm3,Diesel,130 KM,Manualna,Na przednie koła,Kombi,5,Czarny,Tak,,,08/04/2004,,Używane,True,True,True,True,,,,True,True,,True,,,True,True,True,,,,,,,True,,,True,True,True,True,,True,True,True,True,,True,,5,Tak,Tak,,,,,,,,,,,,,,,,True,,,,,Avant 1.9 TDI,,,,,,DW285UV,Tak,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1633,13900,"08:18, 4 stycznia 2021",6051848336,Firmy,Osobowe,Audi,A4,,2003,290 000 km,1 896 cm3,Diesel,101 KM,Manualna,Na przednie koła,Kombi,5,Szary,Tak,,Belgia,,Tak,Używane,True,True,True,True,,True,,True,,,True,,,True,True,True,True,,,,,,True,,,True,True,,True,,True,True,True,True,,True,True,5,Tak,,,,,,,,,True,,,,,,,,True,,,,,B6 (2000-2004),,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
1634,10900,"08:12, 4 stycznia 2021",6080546217,Firmy,Osobowe,Audi,A4,B6 (2000-2004),2002,175 000 km,1 984 cm3,Benzyna,130 KM,Manualna,Na przednie koła,Kombi,5,Niebieski,Tak,,Niemcy,,,Używane,True,True,True,True,,,,True,True,,,,,True,True,True,True,,,,,,True,,True,True,True,True,True,,True,True,True,True,,True,,4,,,,,Tak,,True,,,,,,,,,True,,True,,,,,2.0,,,,,,,,,,,,,,,,Tak,3 miesięcy,,,,,,,,,,,,,,,,,,,,
1635,16900,"08:11, 4 stycznia 2021",6080644164,Firmy,Osobowe,Audi,A4,B6 (2000-2004),2004,252 216 km,1 781 cm3,Benzyna,190 KM,Manualna,Na przednie koła,Kombi,5,Czarny,,Tak,Niemcy,19/07/2004,Tak,Używane,True,True,True,True,,,,True,True,True,True,,,True,True,True,,,,,,,True,,,True,True,,,,True,True,True,True,,True,,5,Tak,,,,Tak,True,,,True,True,,,,True,,,,True,,True,,,Avant 1.8T,,True,,,,,,,,,,,,,,Tak,,,,True,,,,,,,,,,,,,,,,,
1636,144600,"08:08, 4 stycznia 2021",6079552171,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,150 KM,Automatyczna,,Kombi,5,Biały,,,Polska,,Tak,Nowe,True,True,True,True,True,True,,True,True,True,True,,True,,True,True,True,True,True,,,True,True,True,,True,True,,True,,True,True,True,True,True,,True,5,Tak,Tak,Tak,Tak,,True,True,,True,True,,,,,True,,,True,,True,,,,,True,True,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1637,139700,"08:07, 4 stycznia 2021",6079545936,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Szary,Tak,,Polska,,Tak,Nowe,True,True,True,True,True,,,True,True,True,,,True,,True,True,True,True,True,,,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,5,Tak,Tak,Tak,,,True,True,,True,True,,,,,True,,,True,,True,,,,,True,True,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1638,131800,"08:06, 4 stycznia 2021",6079545346,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Niebieski,Tak,,Polska,,Tak,Nowe,True,True,True,True,True,,,True,True,True,,,True,,True,True,True,True,,,,True,,True,,True,True,True,True,,True,True,True,True,True,,True,5,Tak,Tak,Tak,,,True,True,,,True,,True,,,True,,,True,,True,,,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1639,11900,"08:04, 4 stycznia 2021",6078284030,Firmy,Osobowe,Audi,A4,B6 (2000-2004),2002,189 140 km,1 781 cm3,Benzyna,162 KM,Manualna,4x4 (stały),Kombi,,Czarny,,,,08/08/2002,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1640,9900,"08:04, 4 stycznia 2021",6079522844,Firmy,Osobowe,Audi,A4,B6 (2000-2004),2002,276 400 km,1 984 cm3,Benzyna,130 KM,Manualna,Na przednie koła,Kombi,5,Srebrny,Tak,,,,Tak,Używane,True,True,True,True,,,True,True,True,True,True,,,True,True,True,True,,,True,,,,,,True,True,,True,,True,True,True,True,True,True,,5,,,,,,,,True,,,,,,,,,,,,True,,,Avant 2.0,,True,,,,,Tak,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1641,26000,"08:03, 4 stycznia 2021",6074055996,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2008,259 000 km,1 968 cm3,Diesel,143 KM,Automatyczna,Na przednie koła,Kombi,5,Niebieski,,Tak,,,Tak,Używane,True,True,True,True,,,,True,True,,True,True,True,True,True,True,True,,True,,,,True,True,True,True,True,,True,,,,,True,,True,True,5,,,,,Tak,,,True,,,,,True,True,True,,True,True,,,,,2.0 TDI Multitronic,159 g/km,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,145100,"07:55, 4 stycznia 2021",6079515258,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Kombi,5,Biały,,,Polska,,Tak,Nowe,True,True,True,True,True,True,,True,True,True,True,,True,,True,True,True,True,True,,,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,5,Tak,Tak,Tak,Tak,,True,True,True,True,True,True,,,,True,,,True,,True,,,,,True,True,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1643,141800,"07:55, 4 stycznia 2021",6079377632,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Szary,Tak,,Polska,,Tak,Nowe,True,True,True,,,True,,True,True,True,,,True,,True,,True,True,,,,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,5,Tak,Tak,Tak,,,True,True,,True,True,,,,,True,,,True,,True,,,,,True,True,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1644,73800,"07:43, 4 stycznia 2021",6056264606,Firmy,Osobowe,Audi,A4,,2016,167 682 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,Biały,Tak,,,09/04/2016,Tak,Używane,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,5,Tak,Tak,Tak,,Tak,,True,True,True,True,,True,True,,True,,True,True,,True,,True,B9 (2015-),,True,True,,,,Tak,Tak,,,,,,,,,6 miesięcy,,,,,,,,,,,,,,,,,,,,
1645,13500,"07:35, 4 stycznia 2021",6079983581,Firmy,Osobowe,Audi,A4,B7 (2004-2007),2005,234 000 km,1 968 cm3,Diesel,140 KM,Manualna,,Kombi,5,Niebieski,Tak,,,,,Używane,True,True,True,True,,,True,True,True,,True,,True,True,True,True,True,,,,,,,,True,True,True,,True,,,True,True,,,True,True,5,Tak,,,,,,,,,,,,,,,,,True,,True,,True,Avant 2.0 TDI,,,,,,,Tak,,,,,,,,,Tak,3 miesięcy,,,,,,,,,,,,,,,,,,,,
1646,21500,"07:33, 4 stycznia 2021",6079538778,Osoby prywatnej,Osobowe,Audi,A4,B7 (2004-2007),2007,268 000 km,1 968 cm3,Diesel,170 KM,Manualna,Na przednie koła,Kombi,5,Szary,Tak,,,,,Używane,True,True,True,True,,,,True,True,True,True,,True,True,True,True,True,,,,,True,True,,,True,True,True,,,True,,True,,,True,True,5,,,,,Tak,,True,True,,True,,True,,True,,,,True,,True,,,Avant 2.0 TDI DPF,,,,Tak,,GMB20C6,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,41900,"07:31, 4 stycznia 2021",6074770581,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2014,235 273 km,1 968 cm3,Diesel,150 KM,Automatyczna,,Kombi,,Czarny,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2.0 TDI Multitronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,77999,"07:18, 4 stycznia 2021",6078112235,Firmy,Osobowe,Audi,A4,B9 (2015-),2016,174 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,Czarny,Tak,Tak,Niemcy,,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,5,Tak,Tak,Tak,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,,104 g/km,True,True,Tak,,,,Tak,True,True,,True,True,True,,,,True,True,,True,,True,,,,,,,,,,,,,,
1649,34900,"07:17, 4 stycznia 2021",6059233145,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2008,158 780 km,1 968 cm3,Diesel,170 KM,Manualna,4x4 (stały),Kombi,5,Srebrny,Tak,,Szwajcaria,,,Używane,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,,,,True,,True,True,True,True,True,True,True,True,True,True,,True,True,5,,Tak,,,Tak,,True,True,True,True,,,True,True,,,True,True,,True,True,,2.0 TDI Quattro,162 g/km,True,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,128000,"06:50, 4 stycznia 2021",6080416551,Firmy,Osobowe,Audi,A4,B9 (2015-),2019,12 721 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Srebrny,Tak,,Polska,03/01/2020,Tak,Używane,True,True,True,True,True,,,True,True,True,,,True,,True,True,True,True,True,,,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,4,Tak,Tak,Tak,,Tak,True,True,True,True,True,,True,,,True,True,,True,,True,,,,,True,True,,,PO8NH77,Tak,Tak,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1651,29000,"06:48, 4 stycznia 2021",6076451393,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2009,288 000 km,2 000 cm3,Diesel,136 KM,Automatyczna,Na przednie koła,Kombi,5,Szary,Tak,,,,,Używane,True,True,True,True,True,True,,True,,,,True,True,True,True,True,True,,True,,,,,,,True,True,True,True,True,True,True,True,,,True,,5,Tak,,,,,,True,,True,True,,,,,,True,,True,,,,,B8 (2007-2015),,True,,,,,,,,True,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
1652,15400,"06:46, 4 stycznia 2021",6075902260,Firmy,Osobowe,Audi,A4,B6 (2000-2004),2003,288 000 km,1 800 cm3,Benzyna,163 KM,Manualna,Na przednie koła,Kombi,5,Niebieski,,Tak,,,Tak,Używane,True,True,True,True,,,,True,True,True,True,True,,True,True,True,True,,,,,True,,,True,True,True,True,True,,True,True,True,,,True,True,5,,,,,Tak,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,True,,,,,,,,,,,,
1653,16900,"06:05, 4 stycznia 2021",6081020903,Firmy,Osobowe,Audi,A4,B7 (2004-2007),2008,289 516 km,1 896 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kombi,5,Inny kolor,Tak,,,04/03/2008,,Używane,True,True,True,True,,,,,True,,,,,,True,True,,,,,,,True,,,True,True,True,True,,True,True,,True,,True,True,5,Tak,,,,,,,True,,True,,,,,,True,,,,,,,,,,,,,KTT55UP,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
1654,180629,"04:46, 4 stycznia 2021",6080144801,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),Sedan,5,Szary,,,Polska,,Tak,Nowe,,,True,True,,True,,,,True,,,True,,True,True,True,,,,,,True,True,,,,,,,,True,True,True,,,True,5,Tak,Tak,Tak,,,,True,,True,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,183500,"04:44, 4 stycznia 2021",6080134184,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,204 KM,Automatyczna,4x4 (stały),Sedan,5,Czarny,Tak,,Polska,,Tak,Nowe,True,True,True,True,True,True,,,,True,,,True,,True,True,True,True,True,,,,,True,,True,True,,True,,True,True,,True,True,,,5,Tak,Tak,Tak,,,True,True,True,True,True,True,,,,True,,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1656,185500,"04:44, 4 stycznia 2021",6080129721,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,204 KM,Automatyczna,4x4 (stały),Sedan,5,Szary,,Tak,Polska,,Tak,Nowe,True,True,True,,,True,,,,True,,,True,,True,True,True,True,True,,,,,True,,True,True,True,True,,True,True,,True,True,,,5,Tak,Tak,Tak,,,True,True,True,True,True,True,,,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1657,195100,"04:43, 4 stycznia 2021",6080134552,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),Sedan,5,Czarny,Tak,,Polska,,Tak,Nowe,True,True,True,True,True,True,,,,True,,,True,,True,True,True,True,True,,,,,True,,,True,True,True,,True,True,True,,True,,,5,Tak,Tak,Tak,,,True,True,True,True,True,True,,,,True,,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,197000,"04:43, 4 stycznia 2021",6080143904,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),Sedan,5,Szary,,Tak,Polska,,Tak,Nowe,True,True,True,True,True,True,,,,True,,,True,,True,True,True,True,True,,,,,True,,True,,,True,,True,True,,True,True,,,5,Tak,Tak,Tak,,,True,True,True,True,True,True,,,,True,,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1659,136400,"04:43, 4 stycznia 2021",6080139846,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Biały,,,Polska,,Tak,Nowe,True,True,,True,True,True,,,,True,,,True,,True,,True,True,True,,,,,True,,True,,True,True,,True,True,True,True,,,True,5,Tak,Tak,Tak,Tak,,True,True,,True,True,,,,,True,,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,136800,"04:43, 4 stycznia 2021",6080126714,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Czarny,,,Polska,,Tak,Nowe,True,True,True,True,,True,,,,True,,,True,,True,True,True,,True,,,,,True,True,True,True,True,True,,True,True,True,,,,True,5,Tak,Tak,Tak,Tak,,True,True,True,True,True,,,,,True,,,True,,True,,,,,,True,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,
1661,145000,"04:43, 4 stycznia 2021",6080132405,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Szary,Tak,,Polska,,Tak,Nowe,True,True,True,,True,True,,,,True,,,True,,True,True,True,True,True,,,,,True,,True,True,True,True,,True,True,,True,,,True,5,Tak,Tak,Tak,,,True,True,True,True,True,,,,,True,,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,136400,"04:43, 4 stycznia 2021",6080133214,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Czarny,,,Polska,,Tak,Nowe,True,True,,True,,True,,,,True,,,True,,True,,True,True,True,,,,,True,True,True,True,True,True,,,True,True,True,,,True,5,Tak,Tak,Tak,Tak,,True,True,True,True,True,,,,,True,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,147200,"04:43, 4 stycznia 2021",6080145509,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Czarny,Tak,,Polska,,Tak,Nowe,True,True,,True,True,True,,,,True,,,True,,True,,True,True,True,,,,,True,,True,True,,True,,True,True,True,True,,,True,5,Tak,Tak,Tak,,,True,True,,,True,,,,,True,True,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1664,145000,"04:43, 4 stycznia 2021",6080132738,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Niebieski,Tak,,Polska,,Tak,Nowe,True,True,True,True,True,True,,,,True,,,True,,True,True,True,True,True,,,,,True,,,True,True,True,,,True,True,,,,True,5,Tak,Tak,Tak,,,True,True,True,True,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,145000,"04:43, 4 stycznia 2021",6080131818,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Szary,Tak,,Polska,,Tak,Nowe,True,True,True,,True,True,,,True,True,,,True,,True,True,True,True,True,,,,,,,True,True,True,True,,True,True,,,,,True,5,Tak,Tak,Tak,,,True,True,True,True,True,,,,,True,,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,133500,"04:43, 4 stycznia 2021",6080130356,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Szary,Tak,,Polska,,Tak,Nowe,True,True,,,,True,,,,True,,,True,,True,,True,True,True,,,,,True,True,True,,True,True,,True,True,True,True,,,True,5,Tak,Tak,Tak,,,True,True,,True,True,,,,,True,,,True,,True,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,204200,"04:43, 4 stycznia 2021",6080143013,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),Kombi,5,Czarny,Tak,,Polska,,Tak,Nowe,True,,,,,True,,,,True,True,,True,,True,,True,True,,,,,,True,,,,True,True,True,,True,True,True,,,,5,Tak,Tak,Tak,,,True,True,True,True,True,True,,,,True,,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1668,15000,"03:36, 4 stycznia 2021",6080407673,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2009,139 000 km,1 798 cm3,Benzyna,160 KM,Manualna,Na przednie koła,Sedan,5,Srebrny,Tak,,Niemcy,,,Używane,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,,,True,,,True,True,True,True,True,True,True,True,True,,True,True,4,,,,,Tak,,True,True,True,,True,,True,True,,True,,,,True,,,B8 (2007-2015),,,,,Tak,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
1669,48900,"03:00, 4 stycznia 2021",6077941850,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2015,220 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,Szary,Tak,,,,Tak,Używane,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,5,Tak,,,,Tak,True,True,True,True,True,,,,True,True,True,,True,,True,,True,,,True,True,,,,,Tak,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
1670,153000,"02:48, 4 stycznia 2021",6081020618,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,1 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Szary,Tak,,Polska,20/12/2020,Tak,Nowe,True,True,True,True,True,,True,True,True,True,,,True,,True,True,True,True,True,,,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,5,Tak,Tak,Tak,,,True,True,True,True,True,,True,,,True,,,True,,True,,,35 TFSI S tronic,131 g/km,True,True,,,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
