,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Metalik,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Elektrochromatyczne lusterko wsteczne,Hak,Komputer pokładowy,Podgrzewane przednie siedzenia,Światła przeciwmgielne,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Czujnik deszczu,Elektryczne szyby tylne,Isofix,Kurtyny powietrzne,Poduszki boczne tylne,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik zmierzchu,ESP (stabilizacja toru jazdy),Klimatyzacja automatyczna,Podgrzewane lusterka boczne,Relingi dachowe,Emisja CO2,Pierwszy właściciel,Bezwypadkowy,Gniazdo AUX,Ogranicznik prędkości,Poduszki boczne przednie,Światła LED,Bluetooth,Czujniki parkowania przednie,Gniazdo USB,Klimatyzacja dwustrefowa,MP3,System Start-Stop,Czujniki parkowania tylne,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła do jazdy dziennej,Tempomat,Kraj pochodzenia,Klimatyzacja manualna,VAT marża,Możliwość finansowania,Serwisowany w ASO,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo SD,Tapicerka skórzana,Światła Xenonowe,Akryl (niemetalizowany),Odtwarzacz DVD,Radio niefabryczne,Tapicerka welurowa,VIN,Perłowy,Kamera cofania,Leasing,Dach panoramiczny,HUD (wyświetlacz przezierny),Asystent parkowania,Regulowane zawieszenie,Szyberdach,Zmieniarka CD,Asystent pasa ruchu,Czujnik martwego pola,Podgrzewana przednia szyba,Podgrzewane tylne siedzenia,Tempomat aktywny,Faktura VAT,Uszkodzony,Łopatki zmiany biegów,Gwarancja dealerska (w cenie),Tuning,Okres gwarancji producenta,Klimatyzacja czterostrefowa,lub do (przebieg km),Miesięczna rata,Filtr cząstek stałych,Tuner TV,Ogrzewanie postojowe,Homologacja ciężarowa,Matowy,Zarejestrowany jako zabytek,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Kierownica po prawej (Anglik),Warranty if agreed with the buyer,
1123,11900,"15:27, 6 lutego 2021",6081674637,Firmy,Osobowe,Renault,Master,,II (1998-2003),2002,242 000 km,2 188 cm3,Diesel,90 KM,Manualna,Na przednie koła,Minivan,4,9,Biały,,,,,Używane,True,True,True,True,,,,,,,,True,True,,,,,,,,True,,True,,,,,,,232 g/km,Tak,Tak,,,,,,,,,,,,,,,,,Niemcy,True,Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,12500,"15:25, 6 lutego 2021",6081674602,Firmy,Osobowe,Renault,Clio,,III (2005-2012),2009,136 000 km,1 149 cm3,Benzyna,78 KM,Manualna,,Auta miejskie,5,,Czarny,Tak,,,Tak,Używane,True,True,True,True,,True,,True,,True,True,True,True,,,,True,True,,,True,True,True,,,True,,True,,,Tak,Tak,True,,,,,,,,,,,,,,,,,True,Tak,Tak,Tak,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,32500,"15:25, 6 lutego 2021",6081261038,Firmy,Osobowe,Renault,Kangoo,1.5 dCi Business,IV (2013-),2015,237 034 km,1 461 cm3,Diesel,90 KM,Manualna,Na przednie koła,Minivan,5,5,Brązowy,Tak,,,,Używane,True,True,True,True,True,,,True,,True,True,True,True,,True,,True,True,True,True,True,True,True,,True,True,True,,True,137 g/km,Tak,,True,,True,,True,,,,True,,True,True,,,,True,,,Tak,Tak,Tak,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,69900,"15:24, 6 lutego 2021",6081674511,Osoby prywatnej,Osobowe,Renault,Trafic,ENERGY dCi 125 Grand Combi,III (2014-),2018,115 000 km,1 598 cm3,Diesel,125 KM,Manualna,Na przednie koła,Minivan,4,9,Czarny,Tak,,,Tak,Używane,True,True,True,True,True,,,True,,,,True,True,,,,True,True,True,True,True,True,True,,,True,,True,,145 g/km,Tak,Tak,True,True,True,,True,,True,True,True,True,True,,True,True,,True,Polska,True,,Tak,Tak,,,,,,,,,True,,,,,,,True,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
1127,3200,"15:23, 6 lutego 2021",6080478245,Firmy,Osobowe,Renault,Megane,1.4 16V Air,I (1996-2002),2002,208 620 km,1 390 cm3,Benzyna,95 KM,Manualna,Na przednie koła,Kompakt,5,5,Inny kolor,Tak,,DTR60818,Tak,Używane,True,True,True,True,,,,True,,,True,True,True,True,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,Polska,True,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,28900,"15:21, 6 lutego 2021",6081420379,Firmy,Osobowe,Renault,Kangoo,1.5 dCi Business,IV (2013-),2013,150 000 km,1 461 cm3,Diesel,90 KM,Manualna,Na przednie koła,Minivan,5,5,Srebrny,Tak,,,,Używane,True,True,True,True,True,,,True,,True,True,,True,,True,,,True,True,True,True,True,True,,,True,,,True,137 g/km,Tak,,,,True,,,,,,True,,,,,,,True,,True,Tak,Tak,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,9800,"15:21, 6 lutego 2021",6082064143,Osoby prywatnej,Osobowe,Renault,Grand Scenic,Gr 2.0 16V Privilege,II (2003-2009),2007,224 000 km,1 998 cm3,Benzyna,134 KM,Manualna,Na przednie koła,Minivan,5,7,Szary,,,,,Używane,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,True,193 g/km,,Tak,True,,True,,True,,True,,,,,True,,,True,True,,,Tak,,,True,,,,,,True,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1130,45500,"15:20, 6 lutego 2021",6080412707,Firmy,Osobowe,Renault,Kadjar,1.6 dCi Energy Intens,,2016,173 189 km,1 598 cm3,Diesel,130 KM,Manualna,Na przednie koła,SUV,5,5,Czarny,Tak,,,,Używane,True,True,True,True,True,True,True,True,,True,True,True,True,,True,,,True,True,True,True,True,True,True,True,True,,,True,113 g/km,,,True,,True,True,True,True,True,True,,True,True,True,,,True,True,Francja,,Tak,Tak,,,,True,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1131,109900,"15:20, 6 lutego 2021",6081594018,Firmy,Osobowe,Renault,Megane,,IV (2016-),2020,10 km,1 461 cm3,Diesel,115 KM,Automatyczna,Na przednie koła,Kompakt,5,5,Szary,Tak,,,Tak,Używane,True,True,True,True,True,,,True,True,True,,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,,Tak,True,True,True,True,True,,True,True,True,True,True,,,True,True,True,Inny,,Tak,Tak,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1132,25900,"15:20, 6 lutego 2021",6080797247,Firmy,Osobowe,Renault,Laguna,Grandtour dCi 180 FAP,III (2007-),2009,245 645 km,1 995 cm3,Diesel,178 KM,Manualna,Na przednie koła,Kombi,5,5,Bordowy,Tak,25/09/0009,,,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,177 g/km,Tak,Tak,True,True,True,,True,True,True,True,True,,True,True,,True,True,True,Niemcy,,Tak,,Tak,True,True,,True,True,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,11500,"15:20, 6 lutego 2021",6082064163,Osoby prywatnej,Osobowe,Renault,Megane,II 1.4 16V Authentique,II (2002-2008),2007,206 000 km,1 390 cm3,Benzyna,98 KM,Manualna,Na przednie koła,Sedan,5,5,Srebrny,,05/09/2007,SBI96359,,Używane,True,True,True,True,True,,,True,,,True,,True,True,,,True,,,True,True,,True,,,True,,,,165 g/km,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,20900,"15:20, 6 lutego 2021",6081648976,Firmy,Osobowe,Renault,Clio,1.5 dCi Alize,IV (2012-2018),2016,99 534 km,1 461 cm3,Diesel,75 KM,Manualna,Na przednie koła,Auta miejskie,5,2,Biały,,,,,Używane,True,True,True,True,,,,True,,,True,,True,,,,,,,,True,True,True,,,True,,,,95 g/km,Tak,,True,,,,,,,,,,,,,,True,True,,True,,,Tak,,,,,,Tak,,,,,,,,,,,,,,,,,,,Tak,Tak,,,,,,,,,,,,,,,,,,,
1135,64900,"15:20, 6 lutego 2021",6081057724,Firmy,Osobowe,Renault,Espace,1.6 dCi Energy Zen 7os,V (2015-),2015,107 353 km,1 598 cm3,Diesel,130 KM,Manualna,Na przednie koła,Minivan,5,7,Inny kolor,Tak,,,Tak,Używane,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,119 g/km,,Tak,True,,True,True,True,True,True,,True,True,True,True,True,True,,True,,,Tak,Tak,Tak,True,True,True,,,,True,,,,,True,Tak,,,,,,,True,True,True,,,,,,,,,True,,,,,,,,,,,,,,
1136,25900,"15:20, 6 lutego 2021",6082063278,Firmy,Osobowe,Renault,Grand Espace,Gr 3.5 V6 Initiale,,2007,250 000 km,3 498 cm3,Benzyna,241 KM,Automatyczna,Na przednie koła,Minivan,5,6,Czarny,Tak,,AA54356,,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,289 g/km,Tak,,,,True,,True,True,True,True,,,True,True,True,True,,,,True,Tak,Tak,Tak,True,,,True,,,True,,,,,,,True,,True,,True,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,
1137,61900,"15:19, 6 lutego 2021",6078338248,Osoby prywatnej,Osobowe,Renault,Kadjar,,,2018,71 200 km,1 197 cm3,Benzyna,130 KM,Manualna,Na przednie koła,SUV,,,Niebieski,Tak,,WE619UG,Tak,Używane,True,True,True,True,True,,,True,,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,True,True,True,,,Tak,Tak,True,,True,,True,True,True,True,,True,True,True,True,,True,,Polska,,,Tak,Tak,,,True,,,,,,True,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1138,5880,"15:19, 6 lutego 2021",6082063814,Osoby prywatnej,Osobowe,Renault,Modus,1.5 dCi Confort Authentique,,2004,91 034 km,1 461 cm3,Diesel,80 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Bordowy,,18/02/2005,ZS9522N,Tak,Używane,,True,True,,,,,,,,True,True,True,,,,True,,,,True,True,True,,,,,True,,,,Tak,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,37999,"15:17, 6 lutego 2021",6081593896,Firmy,Osobowe,Renault,Captur,1.5 dCi Intens,I (2013-2019),2017,46 932 km,1 461 cm3,Diesel,110 KM,Manualna,Na przednie koła,SUV,5,5,Beżowy,Tak,14/03/2017,,Tak,Używane,True,True,True,True,True,True,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,Tak,,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,Niemcy,,Tak,Tak,Tak,True,,True,,,,True,,True,,Tak,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,
1140,3000,"15:17, 6 lutego 2021",6082064079,Osoby prywatnej,Osobowe,Renault,Kangoo,,I (1998-2008),2000,285 289 km,1 390 cm3,Benzyna,75 KM,Manualna,,Kombi,5,,Żółty,,03/08/2000,PO6N255,,Używane,True,True,True,,,,,,,,True,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,Polska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,68900,"15:17, 6 lutego 2021",6081345062,Osoby prywatnej,Osobowe,Renault,Espace,1.6 dCi Energy Zen EDC,V (2015-),2015,95 700 km,1 598 cm3,Diesel,160 KM,Automatyczna,Na przednie koła,Minivan,5,5,Brązowy,Tak,,,Tak,Używane,True,True,True,True,True,True,,True,,,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,,True,True,123 g/km,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,Francja,,,,,,True,True,True,,,,,,,,True,,True,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,
1142,35900,"15:17, 6 lutego 2021",6081593877,Firmy,Osobowe,Renault,Clio,ENERGY TCe 90 Start & Stop,V (2019-),2020,14 000 km,898 cm3,Benzyna,90 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Fioletowy,,,,,Używane,True,True,True,True,True,,,True,,,,True,True,True,True,,True,True,,,True,True,True,True,,True,True,,,105 g/km,,,,,,,True,,,,,,True,True,,,True,True,,,Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,46900,"15:17, 6 lutego 2021",6080802676,Firmy,Osobowe,Renault,Captur,,,2018,70 771 km,1 461 cm3,Diesel,90 KM,Automatyczna,Na przednie koła,Kompakt,5,5,Inny kolor,Tak,,,,Używane,True,True,True,True,,,,,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,Tak,Tak,True,,True,True,True,,True,,,,True,True,,,True,True,Francja,True,Tak,Tak,Tak,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,8900,"15:15, 6 lutego 2021",6081260696,Osoby prywatnej,Osobowe,Renault,Espace,1.9 dCi Dynamique,IV (2003-2014),2006,289 500 km,1 870 cm3,Diesel,120 KM,Manualna,Na przednie koła,Minivan,5,5,Szary,Tak,,,,Używane,True,True,True,True,True,,,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,,,,,,,True,,True,,,,,,True,,,,,True,,,,,,,,,True,True,,,,True,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,
1145,33900,"15:15, 6 lutego 2021",6082064052,Osoby prywatnej,Osobowe,Renault,Megane,,III (2008-2016),2011,74 500 km,1 998 cm3,Benzyna,180 KM,Manualna,Na przednie koła,Kompakt,3,5,Biały,,20/05/2011,,Tak,Używane,True,True,True,True,True,True,,True,,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,,178 g/km,,Tak,True,True,,,True,,True,True,True,True,True,True,,True,True,True,,,,,Tak,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,74 500 km,,,,,,,,,,,,,
1146,49200,"15:15, 6 lutego 2021",6082063575,Osoby prywatnej,Osobowe,Renault,Master,dCi 150 FAP L4H2,IV (2010-),2012,272 000 km,2 298 cm3,Diesel,145 KM,Manualna,Na tylne koła,Minivan,4,3,Biały,,23/01/2018,WJ2940G,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260 g/km,Tak,Tak,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,Tak,,,,,,,
1147,74900,"15:14, 6 lutego 2021",6078599310,Firmy,Osobowe,Renault,Megane,1.3 TCe FAP Limited,IV (2016-),2020,2 500 km,1 332 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Kompakt,5,5,Czerwony,Tak,25/02/2020,CB145LA,Tak,Używane,True,True,True,,,,,True,,True,True,True,True,,True,True,True,True,,,True,,True,True,True,True,,True,,,Tak,,,,True,,True,True,,True,,,True,True,,True,,True,Polska,,,Tak,Tak,,,,,,,,,,,,,Tak,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
1148,74800,"15:14, 6 lutego 2021",6080575637,Firmy,Osobowe,Renault,Megane,,IV (2016-),2019,11 000 km,1 332 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,18/04/2019,CBY7762F,Tak,Używane,True,True,True,,,True,,True,,,True,True,True,,True,True,True,True,,,True,,True,True,True,True,,True,,,Tak,Tak,,,True,True,True,,,True,,,True,True,,True,,True,Polska,,,,Tak,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,79900,"15:14, 6 lutego 2021",6081593755,Firmy,Osobowe,Renault,Clio,1.6 E-TECH Zen,,2020,2 000 km,1 598 cm3,Hybryda,90 KM,Automatyczna,Na przednie koła,Auta miejskie,5,5,Biały,Tak,12/10/2020,WU2340L,,Używane,True,True,True,,True,,,True,,True,True,True,True,,,True,True,True,,,True,,True,True,True,True,,True,,,,Tak,,,True,True,,,,,,,True,True,,,,True,,True,,Tak,,,,,,,,,,,,,,Tak,,,,,,,True,,,,,Tak,,,,,,,,,,,,,,,,,,,,
1150,49000,"15:14, 6 lutego 2021",6081260611,Firmy,Osobowe,Renault,Megane,,IV (2016-),2017,71 036 km,1 198 cm3,Benzyna,130 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,Tak,15/12/2017,,Tak,Używane,True,,,True,True,,,True,,True,,True,,,True,True,True,,,True,True,,True,,True,True,True,,True,,Tak,Tak,,,True,,True,True,True,,,True,,,,,True,True,Polska,,,Tak,,,,,,,,,,,,,,Tak,,,,,,,,,,,,Tak,,,,,,,,292 PLN,,,,,,,,,,,,
1151,7700,"15:13, 6 lutego 2021",6081673764,Firmy,Osobowe,Renault,Scenic,2.0 Confort Expression,II (2003-2009),2004,189 462 km,1 998 cm3,Benzyna,136 KM,Manualna,Na przednie koła,Minivan,5,5,Czarny,Tak,,,Tak,Używane,True,True,True,True,,True,,,,True,,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,,,,,Tak,,,True,,,,,,,,,,,,,True,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,21900,"15:13, 6 lutego 2021",6080797025,Firmy,Osobowe,Renault,Laguna,2.0 Expression,III (2007-),2008,83 730 km,1 997 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Kombi,5,5,Inny kolor,Tak,27/05/2008,,,Używane,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,,189 g/km,,Tak,,True,True,,True,,,True,True,,,,,,,True,Niemcy,,Tak,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,29900,"15:12, 6 lutego 2021",6080288464,Firmy,Osobowe,Renault,Scenic,ENERGY TCe 115,III (2009-2013),2014,119 000 km,1 197 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Minivan,5,5,Bordowy,,24/02/2014,,,Używane,True,True,True,True,,,,True,,True,True,True,True,True,,True,True,True,,True,True,True,True,,,True,True,True,,,Tak,Tak,True,,True,,True,True,True,,True,True,True,,,,True,True,Niemcy,,Tak,,Tak,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,20000,"15:10, 6 lutego 2021",6081345003,Osoby prywatnej,Osobowe,Renault,Fluence,,,2010,88 000 km,1 598 cm3,Benzyna,110 KM,Manualna,Na przednie koła,Sedan,4,5,Czarny,Tak,31/01/2017,PGN670GP,Tak,Używane,True,True,True,True,True,,,,,True,True,True,True,True,True,True,True,,,True,True,True,True,True,,,True,,,157 g/km,,,True,,,,,,,True,,,True,,,,,True,,,,,,True,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,8900,"15:10, 6 lutego 2021",6081001907,Osoby prywatnej,Osobowe,Renault,Grand Scenic,Gr 2.0 Confort Privilege,II (2003-2009),2006,143 000 km,1 998 cm3,Benzyna,136 KM,Manualna,Na przednie koła,Minivan,5,5,Inny kolor,,10/10/2006,,,Używane,True,True,True,True,True,True,,True,,,True,True,True,,,True,True,True,,,True,True,True,True,,,True,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,4500,"15:05, 6 lutego 2021",6077187062,Firmy,Osobowe,Renault,Megane,,II (2002-2008),2003,60 000 km,1 390 cm3,Benzyna,98 KM,Manualna,Na przednie koła,Kompakt,4,5,Szary,Tak,,,Tak,Używane,True,True,True,True,True,True,,True,,True,True,True,True,,True,True,True,True,True,,True,True,True,,True,True,,True,,,,,,,True,,,,,,True,,,,,,,,Niemcy,True,Tak,Tak,Tak,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,24900,"15:04, 6 lutego 2021",6081344972,Firmy,Osobowe,Renault,Koleos,2.0 dCi 4x4 Privilege,,2008,124 000 km,1 995 cm3,Diesel,150 KM,Manualna,4x4 (dołączany automatycznie),SUV,5,5,Beżowy,Tak,,,,Używane,True,True,True,True,,,,,True,,True,True,True,True,True,True,True,,,,True,True,True,True,,,True,True,True,197 g/km,,,True,,,,True,True,,True,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,28900,"15:04, 6 lutego 2021",6080200222,Firmy,Osobowe,Renault,Grand Scenic,Gr 1.6 dCi Energy Bose,III (2009-2013),2013,163 079 km,1 598 cm3,Diesel,130 KM,Manualna,Na przednie koła,Minivan,5,5,Szary,Tak,28/06/2013,,,Używane,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,114 g/km,Tak,,True,,True,True,True,True,,True,True,True,True,True,True,,True,True,Luksemburg,,Tak,Tak,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,3500,"15:03, 6 lutego 2021",6081638155,Firmy,Osobowe,Renault,Megane,II 1.5 dCi Confort Dynamique,II (2002-2008),2003,223 000 km,1 461 cm3,Diesel,80 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,,,,,Używane,True,True,True,True,True,,,True,,,,True,True,,,,,,,,True,True,,True,,,,,,,,,,,True,,,,,,,,,,,,,,Niemcy,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,10600,"15:03, 6 lutego 2021",6081593239,Firmy,Osobowe,Renault,Modus,1.2 16V Authentique,,2008,173 000 km,1 149 cm3,Benzyna,75 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Srebrny,Tak,,,,Używane,True,True,True,True,True,,,True,,,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,,True,,,Tak,Tak,,,True,,,,,,True,,,,,,,,Niemcy,True,Tak,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,58900,"15:02, 6 lutego 2021",6078892970,Firmy,Osobowe,Renault,Grand Scenic,,,2017,46 291 km,1 500 cm3,Diesel,110 KM,Manualna,Na przednie koła,Minivan,5,5,Czarny,Tak,02/01/2018,1TNY220,,Używane,True,True,True,True,,True,,True,,True,,True,,,,True,True,True,,True,True,True,True,True,True,True,True,,True,,Tak,Tak,True,,True,,True,True,True,True,True,True,True,True,,,,True,Francja,,,Tak,Tak,True,,,,,,,,,,,True,Tak,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
1162,11500,"15:02, 6 lutego 2021",6080174182,Osoby prywatnej,Osobowe,Renault,Twingo,1.2 16V Eco Dynamique Quickshift,II (2007-2014),2013,199 000 km,1 149 cm3,Benzyna+LPG,75 KM,Automatyczna,Na przednie koła,Auta małe,3,4,Czarny,Tak,31/07/2013,,Tak,Używane,True,True,True,True,True,True,,True,,,True,True,True,True,True,,True,True,,,True,True,True,,True,,True,,,130 g/km,,Tak,True,,,,True,,True,,,,,,,,,True,Polska,,,Tak,,True,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
1163,19999,"15:02, 6 lutego 2021",6082063746,Osoby prywatnej,Osobowe,Renault,Megane,1.6 16V Expression,III (2008-2016),2011,200 000 km,1 598 cm3,Benzyna,110 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,,,,,Używane,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,,,True,True,True,True,True,,True,,,True,163 g/km,,Tak,True,,True,,,,,,,True,,,,,,True,,True,Tak,,Tak,,,,,,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1164,21900,"15:01, 6 lutego 2021",6082063753,Firmy,Osobowe,Renault,Megane,1.5 dCi Intens,IV (2016-),2016,91 000 km,1 461 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,Tak,12/10/2016,,,Używane,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,Czechy,,Tak,,Tak,True,,True,,,,,,,,Tak,True,,,,,,,,,,True,,,,Tak,,,,,,,,Tak,,,,,,,,,,,
1165,7900,"15:01, 6 lutego 2021",6082063075,Osoby prywatnej,Osobowe,Renault,Grand Scenic,,II (2003-2009),2005,256 000 km,1 998 cm3,Benzyna+LPG,135 KM,Manualna,Na przednie koła,Minivan,5,7,Szary,Tak,,,Tak,Używane,True,True,True,,,,True,True,,,True,,True,,True,True,True,,,,True,,True,True,,,True,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,37900,"15:00, 6 lutego 2021",6078630761,Firmy,Osobowe,Renault,Captur,0.9 Energy TCe Intens,,2015,106 000 km,898 cm3,Benzyna,90 KM,Manualna,Na przednie koła,Kompakt,5,5,Inny kolor,Tak,,DB7529H,Tak,Używane,True,True,True,True,,,,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,Tak,Tak,True,True,True,True,True,,True,,True,True,,,True,,True,True,Niemcy,True,Tak,,Tak,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,64900,"14:59, 6 lutego 2021",6082063731,Firmy,Osobowe,Renault,Kadjar,,,2018,45 600 km,1 500 cm3,Diesel,110 KM,Automatyczna,Na przednie koła,SUV,5,5,Niebieski,Tak,27/08/2018,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,Dania,,Tak,Tak,Tak,,,True,,,,,,,,Tak,,,,,,,,,True,,True,,,,,,3 miesięcy,,,,,,,,,,,,,,,,,
1168,18500,"14:59, 6 lutego 2021",6082059276,Firmy,Osobowe,Renault,Scenic,,IV (2013-),2014,88 000 km,1 461 cm3,Diesel,110 KM,Manualna,Na przednie koła,Minivan,5,5,Czarny,,19/03/2014,FRANCJA,,Używane,True,True,True,,,,,,,,True,True,True,,,,,,,,True,True,True,,,,,,,128 g/km,,,,,,,,,,,,,,,,,,,,True,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
