,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Metalik,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Elektrochromatyczne lusterko wsteczne,Hak,Komputer pokładowy,Podgrzewane przednie siedzenia,Światła przeciwmgielne,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Czujnik deszczu,Elektryczne szyby tylne,Isofix,Kurtyny powietrzne,Poduszki boczne tylne,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik zmierzchu,ESP (stabilizacja toru jazdy),Klimatyzacja automatyczna,Podgrzewane lusterka boczne,Relingi dachowe,Emisja CO2,Pierwszy właściciel,Bezwypadkowy,Gniazdo AUX,Ogranicznik prędkości,Poduszki boczne przednie,Światła LED,Bluetooth,Czujniki parkowania przednie,Gniazdo USB,Klimatyzacja dwustrefowa,MP3,System Start-Stop,Czujniki parkowania tylne,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła do jazdy dziennej,Tempomat,Kraj pochodzenia,Klimatyzacja manualna,VAT marża,Możliwość finansowania,Serwisowany w ASO,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo SD,Tapicerka skórzana,Światła Xenonowe,Akryl (niemetalizowany),Odtwarzacz DVD,Radio niefabryczne,Tapicerka welurowa,VIN,Perłowy,Kamera cofania,Leasing,Dach panoramiczny,HUD (wyświetlacz przezierny),Asystent parkowania,Regulowane zawieszenie,Szyberdach,Zmieniarka CD,Asystent pasa ruchu,Czujnik martwego pola,Podgrzewana przednia szyba,Podgrzewane tylne siedzenia,Tempomat aktywny,Faktura VAT,Uszkodzony,Łopatki zmiany biegów,Gwarancja dealerska (w cenie),Tuning,Okres gwarancji producenta,Klimatyzacja czterostrefowa,lub do (przebieg km),Miesięczna rata,Filtr cząstek stałych,Tuner TV,Ogrzewanie postojowe,Homologacja ciężarowa,Matowy,Zarejestrowany jako zabytek,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Kierownica po prawej (Anglik),Warranty if agreed with the buyer,
4258,3950,"16:26, 3 lutego 2021",6081533013,Firmy,Osobowe,Renault,Scenic,,I (1997-2003),2001,322 881 km,1 870 cm3,Diesel,102 KM,Manualna,Na przednie koła,Minivan,5,5,Srebrny,Tak,26/07/2001,,Tak,Używane,True,True,True,True,,,,,,True,True,True,True,,,True,,,,True,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,26200,"16:25, 3 lutego 2021",6080653552,Osoby prywatnej,Osobowe,Renault,Fluence,1.6 16V Life,,2015,199 300 km,1 598 cm3,Benzyna+LPG,114 KM,Manualna,Na przednie koła,Sedan,4,5,Biały,,,,Tak,Używane,True,True,True,True,True,True,,True,,,True,True,,True,True,,,True,True,True,True,True,True,,,True,,True,,151 g/km,Tak,Tak,True,,True,,True,,True,,True,,,,True,True,,,,True,,Tak,Tak,True,,True,,,,,,True,,Tak,,,,,,,,,,,True,,,Tak,,,,,,,,,,,,,,,,,,,,
4260,76500,"16:25, 3 lutego 2021",6080871668,Firmy,Osobowe,Renault,Megane,1.3 TCe FAP Intens,IV (2016-),2019,14 972 km,1 332 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Sedan,4,5,Biały,,23/12/2019,WY308VY,Tak,Używane,True,True,True,True,True,,,True,,,,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,,,Tak,,True,,,,True,True,True,True,,True,True,True,,,True,True,Polska,,,,Tak,,,,,,,,,,,,True,,,,True,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
4261,23500,"16:24, 3 lutego 2021",6081293317,Firmy,Osobowe,Renault,Scenic,1.6 16V Expression,III (2009-2013),2011,83 000 km,1 598 cm3,Benzyna,110 KM,Manualna,Na przednie koła,Minivan,5,5,Szary,Tak,09/12/2011,ZH114563,,Używane,True,True,True,True,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,174 g/km,Tak,Tak,True,,True,,,,True,True,,,True,,,True,,True,,,Tak,,Tak,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,23900,"16:23, 3 lutego 2021",6081721022,Firmy,Osobowe,Renault,Scenic,1.6 16V 110,III (2009-2013),2010,148 000 km,1 598 cm3,Benzyna,110 KM,Manualna,Na przednie koła,Minivan,5,5,Szary,Tak,,,,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,,174 g/km,Tak,Tak,True,,True,True,,,True,,True,,True,,True,True,True,True,Niemcy,True,Tak,,Tak,True,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263,11900,"16:22, 3 lutego 2021",6081910712,Firmy,Osobowe,Renault,Clio,,IV (2012-2018),2015,101 559 km,898 cm3,Benzyna,90 KM,Manualna,,Kompakt,5,,Czerwony,,,,,Używane,True,True,,,,,,,,,True,True,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,Szwajcaria,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
4264,16990,"16:22, 3 lutego 2021",6081567633,Firmy,Osobowe,Renault,Megane,1.5 dCi Expression,III (2008-2016),2011,155 000 km,1 461 cm3,Diesel,90 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,,,,Używane,True,True,True,True,,,,True,,True,True,True,True,,,True,True,True,,True,True,True,True,,,True,True,,True,118 g/km,Tak,,True,,True,,True,,,True,True,,,,,,True,True,,,Tak,Tak,Tak,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,22900,"16:21, 3 lutego 2021",6081720955,Firmy,Osobowe,Renault,Twingo,SCe 70 Zen,III (2014-),2014,68 740 km,999 cm3,Benzyna,70 KM,Manualna,Na tylne koła,Auta małe,5,4,Żółty,,27/01/2015,PWR913AR,Tak,Używane,True,True,True,True,True,,,True,,,True,True,True,,,,True,,,,True,True,True,,,True,,True,,,Tak,Tak,,,True,,True,,True,,True,,True,,,,True,True,Polska,True,Tak,Tak,Tak,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,14900,"16:21, 3 lutego 2021",6081292604,Firmy,Osobowe,Renault,Kangoo,dCi 75 FAP,II (2008-),2011,222 869 km,1 461 cm3,Diesel,75 KM,Manualna,Na przednie koła,Minivan,4,2,Biały,,,,Tak,Używane,True,,True,True,,,,,,,True,,,,,,,,,True,True,,True,,,,,,,137 g/km,Tak,Tak,,,,,,,,,True,,,,,,,,Polska,True,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,Tak,,,,,,,,
4267,11700,"16:21, 3 lutego 2021",6080546898,Osoby prywatnej,Osobowe,Renault,Laguna,2.0 DCi Dynamique,III (2007-),2010,300 000 km,1 995 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,Tak,,WS48081,Tak,Używane,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,True,160 g/km,,,,,True,,,,,True,,,True,,,,True,True,Polska,,,Tak,,True,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,18990,"16:19, 3 lutego 2021",6081567608,Firmy,Osobowe,Renault,Megane,II 1.9 dCi Privilege,III (2008-2016),2009,183 000 km,1 870 cm3,Diesel,130 KM,Manualna,Na przednie koła,Kompakt,3,5,Biały,,,,,Używane,True,True,True,True,True,True,,True,,True,True,True,True,,True,,True,True,,True,True,True,True,True,True,True,True,True,,148 g/km,,,,True,True,,True,True,,True,,,True,,,,True,True,,,Tak,Tak,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,66900,"16:19, 3 lutego 2021",6081720854,Osoby prywatnej,Osobowe,Renault,Espace,1.6 dCi Energy Initiale Paris EDC,V (2015-),2015,64 500 km,1 598 cm3,Diesel,160 KM,Automatyczna,Na przednie koła,Minivan,5,5,Szary,Tak,18/02/2016,KCH,Tak,Używane,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,123 g/km,Tak,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,Polska,,,,Tak,True,True,True,True,,,,,,,,,,True,,True,,True,True,True,True,,,,,,True,,,16/02/2021,,,,,,,,,,,,,,,
4270,23200,"16:19, 3 lutego 2021",6081910452,Firmy,Osobowe,Renault,Fluence,1.6 16V Privilege,,2010,104 195 km,1 598 cm3,Benzyna,110 KM,Manualna,Na przednie koła,Sedan,4,5,Szary,Tak,12/10/2010,,,Używane,True,True,True,True,,,,True,,True,True,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,,,,,True,,True,,True,,,True,,,True,True,,True,True,True,Belgia,,Tak,Tak,Tak,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,78900,"16:17, 3 lutego 2021",6081038828,Firmy,Osobowe,Renault,Megane,1.5 Blue dCi Business,IV (2016-),2020,2 500 km,1 461 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,31/08/2020,PN8916A,Tak,Używane,True,True,True,True,,,,True,,True,,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,Tak,Tak,,True,True,True,True,,True,True,True,True,True,,True,,True,True,Polska,,,Tak,Tak,,,,,,,,,,,,,Tak,,,,,,,,,,,,Tak,,,,,30/07/2022,,,,,,,,,,,,,,,
4272,99900,"16:17, 3 lutego 2021",6081037769,Firmy,Osobowe,Renault,Kadjar,1.5 Blue dCi Intens EDC,,2020,885 km,1 461 cm3,Diesel,115 KM,Automatyczna,Na przednie koła,SUV,5,5,Czerwony,Tak,23/09/2020,PN9406A,Tak,Używane,True,True,True,True,True,True,,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,115 g/km,Tak,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Polska,,,Tak,Tak,,,,True,,,,,True,,,True,Tak,,,True,,,,True,True,True,,,Tak,,,,,22/09/2022,,,,Tak,,,,,,,,,,,
4273,83900,"16:17, 3 lutego 2021",6081038340,Firmy,Osobowe,Renault,Megane,1.5 Blue dCi Intens,IV (2016-),2020,1 000 km,1 461 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,23/09/2020,PN9405A,Tak,Używane,True,True,True,True,,,,True,,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,Tak,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Polska,,,Tak,Tak,,,,True,,,,,True,,,True,Tak,,,True,,,,,True,,,,Tak,,,,,22/09/2022,,,,,,,,,,,,,,,
4274,15999,"16:17, 3 lutego 2021",6081293101,Firmy,Osobowe,Renault,Megane,1.4 16V TCE Expression,III (2008-2016),2009,292 000 km,1 397 cm3,Benzyna+LPG,130 KM,Manualna,Na przednie koła,Kompakt,3,5,Biały,,,GPU7HE6,Tak,Używane,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,,153 g/km,,Tak,,True,True,,True,,,True,True,,True,True,,,,True,Niemcy,,Tak,,,,,,True,,Tak,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,59950,"16:15, 3 lutego 2021",6081567578,Firmy,Osobowe,Renault,Kadjar,1.6 dCi Energy Adventure,,2017,45 000 km,1 598 cm3,Diesel,130 KM,Manualna,Na przednie koła,SUV,5,5,Inny kolor,Tak,,,,Używane,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,113 g/km,Tak,,True,,True,True,True,,True,True,True,,True,True,True,True,True,True,,,Tak,Tak,Tak,True,,True,,,,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,12600,"16:15, 3 lutego 2021",6081910117,Osoby prywatnej,Osobowe,Renault,Clio,1.5 dCi 75,III (2005-2012),2012,124 000 km,1 461 cm3,Diesel,75 KM,Manualna,Na przednie koła,Auta miejskie,3,5,Srebrny,Tak,,,Tak,Używane,True,True,True,True,,,,True,,True,True,,True,True,,,True,True,True,,True,True,True,True,,True,,,,105 g/km,,Tak,,,True,,True,,True,,,,,,,True,,,,True,Tak,Tak,Tak,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,
4277,39999,"16:13, 3 lutego 2021",6076899026,Firmy,Osobowe,Renault,Megane,,IV (2016-),2017,179 000 km,1 461 cm3,Diesel,110 KM,Automatyczna,Na przednie koła,Kombi,5,5,Inny kolor,Tak,,,,Używane,True,True,True,True,True,,,True,,True,,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,,True,,,,,True,,True,True,True,True,True,,True,True,True,,,True,True,,,Tak,,Tak,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,71900,"16:13, 3 lutego 2021",6081910029,Firmy,Osobowe,Renault,Espace,1.6 TCE Initiale Paris EDC,V (2015-),2015,100 000 km,1 618 cm3,Benzyna,200 KM,Automatyczna,Na przednie koła,Minivan,5,5,Czarny,Tak,,,,Używane,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,140 g/km,,Tak,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Francja,,Tak,Tak,Tak,True,True,True,True,True,,,,,,,True,,True,True,True,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,
4279,49900,"16:12, 3 lutego 2021",6080871464,Firmy,Osobowe,Renault,Megane,,,2017,133 111 km,1 461 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,Tak,23/10/2017,1TGC340,,Używane,True,True,True,True,True,,,True,,True,True,True,True,,,,True,True,,True,True,True,True,True,,True,True,,True,,Tak,Tak,True,True,,,True,,True,True,,True,,True,,,True,True,Belgia,,,Tak,Tak,True,,,,,,,,,,,,Tak,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
4280,5450,"16:12, 3 lutego 2021",6081273807,Osoby prywatnej,Osobowe,Renault,Scenic,,II (2003-2009),2004,305 000 km,1 870 cm3,Diesel,120 KM,Manualna,,Minivan,5,,Inny kolor,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,27500,"16:12, 3 lutego 2021",6081909964,Firmy,Osobowe,Renault,Scenic,1.6dCi Energy Bose Edition,III (2009-2013),2012,202 000 km,1 598 cm3,Diesel,130 KM,Manualna,Na przednie koła,Minivan,5,5,Czarny,Tak,10/01/2013,WGR35261,Tak,Używane,True,True,True,True,True,,,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,114 g/km,Tak,Tak,True,,True,True,True,,True,True,True,True,True,True,,True,True,True,,,Tak,,Tak,,,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,39900,"16:12, 3 lutego 2021",6081532279,Firmy,Osobowe,Renault,Captur,0.9 Energy TCe Intens,I (2013-2019),2015,74 150 km,898 cm3,Benzyna,90 KM,Manualna,Na przednie koła,SUV,5,5,Szary,Tak,09/03/2015,PTU9216E,Tak,Używane,True,True,True,True,True,,,True,,True,,True,True,,True,True,True,,,True,True,True,True,True,True,,True,True,,113 g/km,,Tak,,True,,True,True,,True,,,True,True,True,,True,True,True,,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,27900,"16:11, 3 lutego 2021",6081720159,Osoby prywatnej,Osobowe,Renault,Grand Scenic,Gr 1.5 dCi Limited,III (2009-2013),2014,136 000 km,1 461 cm3,Diesel,110 KM,Manualna,Na przednie koła,Minivan,5,7,Czarny,Tak,12/11/2014,,,Używane,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,,True,128 g/km,,,,True,True,,True,,,True,True,True,True,True,,True,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,
4284,17500,"16:10, 3 lutego 2021",6081567532,Osoby prywatnej,Osobowe,Renault,Scenic,1.5 dCi FAP,III (2009-2013),2010,199 175 km,1 461 cm3,Diesel,103 KM,Manualna,Na przednie koła,Minivan,5,5,Złoty,Tak,,,,Używane,True,True,True,True,True,,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,140 g/km,,,True,True,True,,True,,True,True,True,,True,True,,,,True,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,35500,"16:08, 3 lutego 2021",6081171945,Osoby prywatnej,Osobowe,Renault,Captur,0.9 Energy TCe Intens,I (2013-2019),2013,55 000 km,898 cm3,Benzyna,90 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Srebrny,,27/02/2019,NO 6114T,Tak,Używane,True,True,True,True,True,,,True,,True,True,True,True,,True,True,True,,,,True,True,True,True,True,True,True,True,,113 g/km,,,True,True,,True,True,,True,True,True,True,True,True,,True,True,True,Francja,,,,,,,True,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
4286,36900,"16:08, 3 lutego 2021",6081292677,Firmy,Osobowe,Renault,Captur,,I (2013-2019),2016,53 000 km,898 cm3,Benzyna,90 KM,Manualna,,SUV,5,5,Srebrny,Tak,,,,Używane,True,True,True,True,True,,,True,,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,,,,,True,,,True,True,,True,,True,True,True,True,,True,True,True,Francja,,Tak,,,,,True,True,,,,,,,Tak,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,20000,"16:07, 3 lutego 2021",6081280316,Osoby prywatnej,Osobowe,Renault,Clio,1.5 dCi Energy Intens,IV (2012-2018),2013,191 000 km,1 461 cm3,Diesel,90 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Srebrny,,,BIA43315,,Używane,True,True,True,True,True,,,True,,True,,True,True,True,,,,,,True,,,True,True,,True,True,,,90 g/km,,,True,True,,,True,,True,,,True,True,True,,,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,
4288,48999,"16:06, 3 lutego 2021",6078130335,Firmy,Osobowe,Renault,Megane,1.6 SCe Life,IV (2016-),2018,88 000 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,14/06/2018,,Tak,Używane,True,True,True,True,True,,,True,,True,,True,True,,,True,True,True,,True,True,True,True,,,True,,True,,,Tak,Tak,True,True,True,,True,,True,,True,,,,,,True,True,Polska,True,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
4289,26999,"16:06, 3 lutego 2021",6078117847,Firmy,Osobowe,Renault,Megane,1.5 dCi Energy Life EU6,III (2008-2016),2015,163 km,1 461 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,Tak,17/11/2015,,Tak,Używane,True,True,True,True,True,,,True,,True,True,True,True,True,,True,True,True,,True,True,True,True,,,True,,True,,93 g/km,Tak,Tak,True,True,True,True,True,,True,,True,True,True,,,,True,True,Polska,True,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
4290,23800,"16:06, 3 lutego 2021",6080310375,Osoby prywatnej,Osobowe,Renault,Twingo,SCe 70 Life EU6,III (2014-),2017,6 900 km,999 cm3,Benzyna,70 KM,Manualna,Na tylne koła,Auta małe,5,4,Czarny,Tak,,,Tak,Używane,True,True,True,True,,,,True,,True,True,True,True,,,,,,,True,True,True,True,,,True,,,,105 g/km,,,,,True,,,,,,,,,,,True,True,True,Niemcy,True,,,Tak,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,38900,"16:05, 3 lutego 2021",6081909547,Firmy,Osobowe,Renault,Megane,1.5 dCi Zen,IV (2016-),2016,163 000 km,1 461 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,Tak,30/11/2016,,Tak,Używane,True,True,True,True,True,,,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,True,True,True,95 g/km,Tak,,True,,,True,True,,True,True,,True,,True,,True,True,True,Polska,,,Tak,Tak,,,,,,,,,,,,,Tak,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
4292,57900,"16:05, 3 lutego 2021",6080386125,Firmy,Osobowe,Renault,Clio,1.0 TCe Zen,V (2019-),2020,5 000 km,999 cm3,Benzyna+LPG,100 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czerwony,Tak,24/09/2020,,Tak,Używane,True,True,True,True,True,,,,,True,,True,True,,True,True,True,True,,True,True,True,True,True,True,True,,,,100 g/km,Tak,Tak,True,True,True,True,True,,True,,True,True,True,,,True,True,True,Polska,True,,Tak,Tak,,,,,,,,,,,,,,,,,,,,True,,,,,Tak,,,,,23/09/2022,,,,,,,,,,,,,,,
4293,74800,"16:04, 3 lutego 2021",6081719967,Firmy,Osobowe,Renault,Talisman,1.6 Energy dCi Zen EDC,,2018,50 800 km,1 598 cm3,Diesel,160 KM,Automatyczna,Na przednie koła,Kombi,5,5,Niebieski,Tak,29/05/2018,WE619TH,Tak,Używane,True,True,True,True,True,,,True,,True,,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,Tak,Tak,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,Polska,,,Tak,Tak,,,,,,,,,True,,,True,,,,,,,,,True,,,,Tak,,,12 miesięcy,,14/06/2021,,150 000 km,,,,,,,,,,,,,
4294,23500,"16:02, 3 lutego 2021",6081567439,Osoby prywatnej,Osobowe,Renault,Trafic,2.0 dCi 115 L2H1,II (2001-2014),2007,157 300 km,1 995 cm3,Diesel,114 KM,Manualna,Na przednie koła,Minivan,4,6,Biały,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,Holandia,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,63900,"16:01, 3 lutego 2021",6077211354,Firmy,Osobowe,Renault,Espace,,V (2015-),2017,196 000 km,1 600 cm3,Diesel,160 KM,Automatyczna,Na przednie koła,Minivan,5,5,Szary,Tak,,,,Używane,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,Tak,Tak,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,Tak,,Tak,True,True,True,,True,,,,,,Tak,True,,True,,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,
4296,72900,"16:00, 3 lutego 2021",6081909191,Firmy,Osobowe,Renault,Grand Scenic,Gr 1.3 TCe Energy Intens,IV (2013-),2018,72 238 km,1 332 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Minivan,5,7,Szary,Tak,05/09/2018,BRAK,,Używane,True,True,True,True,,,,True,,True,True,True,True,,True,True,True,True,,,,,True,True,True,True,,True,,,,,,,True,True,True,True,,True,,,True,,,True,,True,Polska,,,Tak,Tak,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
4297,74500,"16:00, 3 lutego 2021",6080032429,Firmy,Osobowe,Renault,Megane,1.5 Blue dCi Business,IV (2016-),2020,3 300 km,1 461 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,06/07/2020,PO 7PS97,Tak,Używane,True,True,,True,,,,,,,,,,,,,True,,,True,,,True,,,,,,,,Tak,Tak,,,,,True,,,,,True,,,,,True,True,Polska,True,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
4298,67900,"15:59, 3 lutego 2021",6077169086,Firmy,Osobowe,Renault,Megane,1.3 TCe FAP Limited,IV (2016-),2019,8 300 km,1 332 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Sedan,5,5,Srebrny,Tak,21/11/2019,PO 4MT94,Tak,Używane,True,True,True,True,True,,,,,,,True,True,,,,True,,,True,True,True,True,True,,,True,,,,Tak,Tak,,True,,,True,,,,,True,True,,,,True,True,Polska,,,Tak,Tak,,,,,,,,,True,,,,,,,,,,,,,,,,Tak,,,,,20/11/2021,,,,,,,,,,,,,,,
4299,56900,"15:58, 3 lutego 2021",6081909023,Firmy,Osobowe,Renault,Kadjar,1.6 dCi Energy Night&Day,,2017,173 225 km,1 598 cm3,Diesel,130 KM,Manualna,Na przednie koła,SUV,5,5,Bordowy,,,,,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,113 g/km,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,Tak,Tak,True,,True,True,True,,True,,,,Tak,True,Tak,,,True,,,True,True,,True,,,Tak,,,,,,,,,,,,,,,,,,,,
4300,27500,"15:54, 3 lutego 2021",6081291825,Osoby prywatnej,Osobowe,Renault,Kangoo,ENERGY dCi 90 FAP Start & Stop,IV (2013-),2018,67 044 km,1 461 cm3,Diesel,90 KM,Manualna,Na przednie koła,Minivan,5,5,Srebrny,,,,,Używane,True,True,True,True,,,,,,True,,,,,,,True,,,,,True,True,,,True,,,,112 g/km,,,,,,,True,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
4301,89900,"15:54, 3 lutego 2021",6081908847,Firmy,Osobowe,Renault,Talisman,,,2018,48 900 km,1 618 cm3,Benzyna,200 KM,Automatyczna,Na przednie koła,Kombi,4,5,Fioletowy,Tak,13/06/2018,,Tak,Używane,True,True,,True,True,True,,True,True,True,,True,True,,,True,True,True,,True,True,True,True,True,True,True,True,,,,Tak,Tak,True,,True,True,True,True,True,True,,,True,True,,True,True,True,Polska,,Tak,Tak,Tak,,True,,,,,,,,,,True,Tak,,,True,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,
4302,33500,"15:53, 3 lutego 2021",6079835135,Osoby prywatnej,Osobowe,Renault,Clio,1.2 16V Limited EU6,IV (2012-2018),2017,31 800 km,1 149 cm3,Benzyna+LPG,75 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Biały,,,,Tak,Używane,True,True,True,True,True,,,True,,True,,True,True,True,,,True,True,True,True,True,True,True,True,,True,,True,,,,,True,True,True,True,True,,True,,True,,,True,,True,True,True,,True,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
