,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Emisja CO2,Typ,Liczba drzwi,Liczba miejsc,Kolor,Metalik,Możliwość finansowania,Faktura VAT,Kraj pochodzenia,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Pierwszy właściciel,Serwisowany w ASO,Stan,ABS,Poduszka powietrzna kierowcy,Bluetooth,Klimatyzacja automatyczna,Tempomat,Centralny zamek,Wspomaganie kierownicy,Czujnik deszczu,System Start-Stop,Immobilizer,Alarm,Elektrochromatyczne lusterko wsteczne,Światła LED,VAT marża,Gwarancja dealerska (w cenie),Elektryczne szyby przednie,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo SD,Kurtyny powietrzne,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła do jazdy dziennej,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja dwustrefowa,MP3,Podgrzewane przednie siedzenia,Relingi dachowe,Wielofunkcyjna kierownica,Radio fabryczne,ASR (kontrola trakcji),Czujnik zmierzchu,Gniazdo AUX,Isofix,Komputer pokładowy,Ogranicznik prędkości,Poduszki boczne przednie,Światła Xenonowe,Tapicerka welurowa,Filtr cząstek stałych,Bezwypadkowy,Asystent parkowania,Klimatyzacja czterostrefowa,Poduszki boczne tylne,Elektrycznie ustawiane fotele,Kamera cofania,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Światła przeciwmgielne,Odtwarzacz DVD,Podgrzewane tylne siedzenia,Szyberdach,Tapicerka skórzana,Elektrochromatyczne lusterka boczne,Hak,Tempomat aktywny,Podgrzewana przednia szyba,Łopatki zmiany biegów,Zmieniarka CD,Klimatyzacja manualna,Leasing,Asystent pasa ruchu,Czujnik martwego pola,Dach panoramiczny,Perłowy,Kierownica po prawej (Anglik),Ogrzewanie postojowe,Uszkodzony,Okres gwarancji producenta,lub do (przebieg km),Regulowane zawieszenie,Akryl (niemetalizowany),HUD (wyświetlacz przezierny),Tuner TV,Radio niefabryczne,Opłata początkowa,Miesięczna rata,Liczba pozostałych rat,Wartość wykupu,Tuning,VIN,Matowy,Homologacja ciężarowa,Zarejestrowany jako zabytek
2582,89000,"19:30, 5 lutego 2021",6080267540,Firmy,Osobowe,Audi,A7,C7 (2011-2018),,2011,181 232 km,2 998 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),,Sedan,5,5,Czarny,Tak,Tak,,Belgia,,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,,,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,,,True,,,,,,,,True,,True,True,,,,,,,,,,
2583,6137,"19:29, 5 lutego 2021",6082031026,Osoby prywatnej,Osobowe,Audi,A5,2.0 TDI Sportback DPF multitronic,8T (2007-2016),2012,167 000 km,1 968 cm3,Diesel,143 KM,Automatyczna,Na przednie koła,127 g/km,Coupe,5,5,Brązowy,Tak,,,Słowacja,,,,Tak,,Używane,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,True,,True,True,True,,True,True,,Tak,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,216260,"19:28, 5 lutego 2021",6081384694,Firmy,Osobowe,Audi,Q3,,,2021,,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Niebieski,Tak,Tak,Tak,Polska,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
2585,139900,"19:28, 5 lutego 2021",6079714995,Osoby prywatnej,Osobowe,Audi,S7,Standard,C7 (2011-2018),2015,65 000 km,3 993 cm3,Benzyna,420 KM,Automatyczna,4x4 (stały),225 g/km,Sedan,5,4,Czarny,,,,,,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,,,Tak,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,True,,,,True,True,,Tak,,,,,,,,,,,,,,,,,,,
2586,28900,"19:27, 5 lutego 2021",6082028794,Osoby prywatnej,Osobowe,Audi,A3,2.0 TDI DPF Ambiente,8P (2003-2012),2009,262 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,134 g/km,Kompakt,5,5,Inny kolor,,,,,24/09/2009,GD978PK,Tak,,,Używane,True,True,,True,,True,True,True,,True,True,True,,,,True,,True,,,True,,True,True,True,True,True,True,True,,True,True,True,,,True,True,True,True,True,True,,,,,,Tak,,,,True,,,,True,,,,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2587,67999,"19:26, 5 lutego 2021",6081337764,Osoby prywatnej,Osobowe,Audi,Q3,2.0 TDI Quattro S tronic,,2014,139 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,4x4 (stały),152 g/km,SUV,5,5,Szary,Tak,,,Polska,15/12/2014,WT-NI 2017,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,,True,True,,Tak,Tak,True,,,,,,,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2588,157000,"19:24, 5 lutego 2021",6076690159,Osoby prywatnej,Osobowe,Audi,A7,3.0 TDI Quattro Competition Tiptr,C7 (2011-2018),2015,155 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,4x4 (dołączany automatycznie),,Sedan,5,4,Czarny,Tak,,,Niemcy,,,Tak,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,,,,,True,True,True,True,True,True,True,True,True,,True,True,True,,True,,True,True,,,True,True,,,,True,,,,True,,True,True,,,,,,,,,,
2589,76000,"19:23, 5 lutego 2021",6080332016,Osoby prywatnej,Osobowe,Audi,A4,2.0 TDI,B9 (2015-),2017,166 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,,Sedan,4,5,Szary,,,,Niemcy,,,,Tak,,Używane,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,Tak,,,True,,,True,,,True,,,True,True,True,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
2590,11900,"19:23, 5 lutego 2021",6081336223,Osoby prywatnej,Osobowe,Audi,A4,Avant 2.0,B6 (2000-2004),2001,280 000 km,1 984 cm3,Benzyna,130 KM,Manualna,Na przednie koła,,Kombi,5,5,Srebrny,,,,,,,,,,Używane,True,True,,,,True,True,,,True,,,,,,True,,,,,,,,True,True,True,True,,,,,True,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2591,50000,"19:23, 5 lutego 2021",6077910375,Osoby prywatnej,Osobowe,Audi,Q5,2.0 TDI Quattro,8R (2008-2016),2009,238 000 km,1 968 cm3,Diesel,170 KM,Manualna,4x4 (stały),163 g/km,SUV,5,5,Niebieski,Tak,Tak,,,,,Tak,Tak,,Używane,True,True,True,True,True,True,True,True,,True,True,True,,Tak,,True,,True,,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,,,Tak,Tak,,,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,15500,"19:22, 5 lutego 2021",6082030866,Osoby prywatnej,Osobowe,Audi,A3,2.0 TDI Attraction,8P (2003-2012),2005,216 200 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,,Kompakt,5,5,Czarny,,,,,,,,,,Używane,True,True,,True,True,True,True,True,,True,True,True,,,,True,,True,,True,True,,True,True,True,True,True,,True,,True,,,True,,True,,True,,True,,,True,,,,,,,,,,,,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2593,16999,"19:22, 5 lutego 2021",6082019993,Osoby prywatnej,Osobowe,Audi,TT,Coupe 1.8T Quattro,8N (1998-2006),2000,217 000 km,1 781 cm3,Benzyna+LPG,180 KM,Manualna,4x4 (dołączany automatycznie),,Coupe,2,4,Inny kolor,,,,,,,,,,Używane,True,True,,True,,True,True,,,True,True,,,,,True,,,,,,,,True,True,True,True,,True,,,,True,,,True,True,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2594,186700,"19:22, 5 lutego 2021",6081384450,Firmy,Osobowe,Audi,Q3,,,2020,1 839 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Szary,Tak,Tak,Tak,Polska,16/12/2020,WE2H701,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
2595,13900,"19:20, 5 lutego 2021",6080104171,Firmy,Osobowe,Audi,A4,Avant 2.0,B6 (2000-2004),2004,220 000 km,1 984 cm3,Benzyna,130 KM,Manualna,Na przednie koła,,Kombi,5,5,Niebieski,Tak,,,Niemcy,,,,,Tak,Używane,True,True,True,True,True,True,True,,,True,True,True,,Tak,,True,,,True,True,True,True,,True,True,True,True,,True,,True,True,True,True,,True,True,,True,True,True,,True,,True,,Tak,,,True,,,,,True,,,,,True,,,,,True,,,,,,Tak,,,,,,,,,,,,,,,,,,,
2596,162900,"19:19, 5 lutego 2021",6080616167,Firmy,Osobowe,Audi,S3,TFSI Sportback S tronic,8V (2012-),2020,5 km,1 984 cm3,Benzyna,310 KM,Automatyczna,4x4 (stały),169 g/km,Kompakt,5,5,Inny kolor,,Tak,Tak,,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
2597,24900,"19:19, 5 lutego 2021",6081338856,Firmy,Osobowe,Audi,A1,1.0 TFSI ultra Design,,2015,68 000 km,999 cm3,Benzyna,95 KM,Manualna,Na przednie koła,97 g/km,Auta miejskie,5,5,Biały,,,,,15/12/2015,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,,,Tak,,True,True,,,,True,,,True,True,True,True,True,,,True,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,
2598,59900,"19:18, 5 lutego 2021",6078515777,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),B8 (2007-2015),2013,138 000 km,1 986 cm3,Diesel,177 KM,Manualna,4x4 (stały),,Sedan,5,5,Czarny,,Tak,,Szwajcaria,,,Tak,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,,,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,,,True,True,,True,,,Tak,,,,,,True,,True,True,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2599,19900,"19:18, 5 lutego 2021",6082028829,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI,C6 (2004-2011),2006,177 532 km,2 698 cm3,Diesel,180 KM,Manualna,Na przednie koła,,Kombi,5,5,Srebrny,,,,,20/10/2006,1-DSL-848,,,,Używane,True,True,,True,True,True,True,,,True,True,True,,,,True,True,True,,,True,True,,True,True,True,True,True,,,True,,True,,True,True,True,True,,True,,,True,,,,,,,True,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,39900,"19:17, 5 lutego 2021",6081792566,Firmy,Osobowe,Audi,A5,2.0 TFSI,8T (2007-2016),2009,161 241 km,1 984 cm3,Benzyna,180 KM,Manualna,Na przednie koła,154 g/km,Coupe,2,4,Czarny,Tak,,,,30/01/2009,SD6173J,Tak,,,Używane,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,31900,"19:15, 5 lutego 2021",6050258117,Firmy,Osobowe,Audi,A4,B8 (2007-2015),,2009,254 000 km,2 000 cm3,Diesel,143 KM,Manualna,Na przednie koła,,Kombi,5,5,Czarny,Tak,,,Niemcy,18/06/2009,,,Tak,Tak,Używane,True,True,True,True,True,True,True,,,True,True,,,Tak,,True,,,,True,True,,,True,True,True,True,True,True,,True,True,True,True,,True,,,,True,True,True,True,,True,,Tak,,,True,,,True,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2602,42800,"19:15, 5 lutego 2021",6079721593,Osoby prywatnej,Osobowe,Audi,A1,,,2015,117 346 km,999 cm3,Benzyna,95 KM,Automatyczna,Na przednie koła,,Auta miejskie,5,5,Czarny,Tak,Tak,,,,,,,,Używane,True,True,True,True,,True,True,True,True,True,,True,True,,,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,,True,,,True,True,,Tak,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,28900,"19:15, 5 lutego 2021",6082030736,Firmy,Osobowe,Audi,A4,2.0 TDI,B8 (2007-2015),2008,278 000 km,1 968 cm3,Diesel,143 KM,Manualna,Na przednie koła,149 g/km,Kombi,5,5,Szary,Tak,,,,,,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,,True,True,True,True,Tak,,True,,True,,True,True,,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,,True,,True,,Tak,,,True,,,True,True,True,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,27600,"19:14, 5 lutego 2021",6081641903,Firmy,Osobowe,Audi,A4,,B8 (2007-2015),2010,290 200 km,1 968 cm3,Diesel,136 KM,Manualna,Na przednie koła,,Kombi,5,5,Szary,,,,,,,,,,Używane,True,True,True,True,True,True,True,True,,True,True,True,,Tak,,True,True,,,,,,True,True,True,True,True,True,True,,,,,,True,True,True,True,,True,True,,,True,True,,,,,,,,True,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,24900,"19:14, 5 lutego 2021",6081377463,Osoby prywatnej,Osobowe,Audi,A4,,B7 (2004-2007),2007,284 850 km,1 997 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,,Kombi,,,Biały,,,,Niemcy,,FZI81048,Tak,,,Używane,True,True,,True,True,True,True,,,True,,,,,,True,,,,,,,True,True,True,True,True,True,,,True,,True,True,True,True,True,,,True,True,,,True,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,11900,"19:14, 5 lutego 2021",6081641874,Firmy,Osobowe,Audi,A4,Avant 1.9 TDI,B5 (1995-2001),2000,123 000 km,1 896 cm3,Diesel,115 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Srebrny,,,,,,,,Tak,Tak,Używane,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,154000,"19:14, 5 lutego 2021",6077602048,Osoby prywatnej,Osobowe,Audi,S6,,C7 (2011-2018),2014,138 000 km,3 993 cm3,Benzyna,450 KM,Automatyczna,4x4 (dołączany automatycznie),,Kombi,5,5,Srebrny,Tak,,,,15/12/2014,,Tak,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,,,,True,True,True,True,True,True,True,True,,True,,True,,,True,True,True,,,,True,True,True,,,True,,,,True,,True,True,,,,,,,,,,
2608,27900,"19:13, 5 lutego 2021",6056232534,Osoby prywatnej,Osobowe,Audi,A4,Avant 2.0 TDI DPF multitronic,B8 (2007-2015),2008,365 000 km,1 968 cm3,Diesel,143 KM,Automatyczna,Na przednie koła,155 g/km,Kombi,5,5,Czarny,Tak,,,Niemcy,,,Tak,,,Używane,True,True,True,True,True,True,True,True,,True,,,True,,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,True,,True,True,,Tak,,,,,True,,True,,True,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2609,38000,"19:13, 5 lutego 2021",6079193422,Osoby prywatnej,Osobowe,Audi,S8,,D3 (2002-2010),2005,115 000 km,5 204 cm3,Benzyna,450 KM,Automatyczna,4x4 (stały),,Sedan,4,5,Czarny,Tak,,Tak,Stany Zjednoczone,01/01/2005,,Tak,,,Używane,True,True,,True,True,True,True,True,,True,True,True,,,,True,True,True,,True,True,True,,True,True,True,True,True,True,,True,,True,,True,True,True,,,True,True,,True,,,,,True,,True,True,,True,,,True,,True,True,True,True,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,
2610,99000,"19:13, 5 lutego 2021",6081792518,Osoby prywatnej,Osobowe,Audi,A4 Allroad,2.0 TDI Quattro S tronic,,2017,250 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),128 g/km,Kombi,5,5,Czarny,Tak,,,Niemcy,,,Tak,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,63900,"19:12, 5 lutego 2021",6081641776,Osoby prywatnej,Osobowe,Audi,A4,2.0 TDI S tronic,B9 (2015-),2016,219 121 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,104 g/km,Kombi,5,5,Biały,,,,Niemcy,,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,True,True,True,True,,True,True,True,True,,,,True,True,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
2612,91900,"19:11, 5 lutego 2021",6081100047,Osoby prywatnej,Osobowe,Audi,Q5,3.0 TDI quattro S tronic,8R (2008-2016),2014,107 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),169 g/km,SUV,5,5,Inny kolor,,Tak,,,,RZ9314Y,Tak,,,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,,True,True,,,,,,True,True,True,True,,True,True,,True,True,True,,,,,,,Tak,,True,True,Tak,,,,,,,,,,,,,,,Tak,,,,
2613,147600,"19:11, 5 lutego 2021",6081383977,Osoby prywatnej,Osobowe,Audi,A4,35 TFSI Advanced S tronic,B9 (2015-),2019,14 000 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,131 g/km,Kombi,5,5,Czerwony,,Tak,Tak,Polska,12/05/2020,,Tak,Tak,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,05/05/2023,,,,,,,1 PLN,1 544 PLN,27,78 023 PLN,,,,,
2614,84500,"19:10, 5 lutego 2021",6081792470,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI DPF quattro tiptronic,C7 (2011-2018),2013,349 823 km,2 967 cm3,Diesel,313 KM,Automatyczna,4x4 (stały),169 g/km,Kombi,5,5,Czarny,Tak,,Tak,,17/10/2013,,Tak,,,Używane,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,,,Tak,True,True,True,,True,True,True,True,True,True,,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,51900,"19:09, 5 lutego 2021",6080291817,Osoby prywatnej,Osobowe,Audi,Q3,,,2013,181 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,,SUV,5,5,Czarny,,Tak,,,,,,Tak,Tak,Używane,True,True,True,,,True,True,True,True,True,,,,,,True,,True,True,True,True,,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,True,,,,Tak,,,,,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2616,26900,"19:07, 5 lutego 2021",6082030499,Firmy,Osobowe,Audi,A3,1.4 TFSI Sportback,8P (2003-2012),2009,132 458 km,1 390 cm3,Benzyna,125 KM,Manualna,Na przednie koła,134 g/km,Kompakt,5,5,Czerwony,,,,Niemcy,09/10/2009,,,,Tak,Używane,True,True,,,,True,True,,,True,,,,Tak,,True,,True,,True,,,,True,True,True,True,,True,,True,,True,,,True,,,,,,,True,,True,,Tak,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,35900,"19:07, 5 lutego 2021",6081618617,Osoby prywatnej,Osobowe,Audi,A4 Allroad,,,2009,292 000 km,1 968 cm3,Diesel,170 KM,Manualna,4x4 (stały),169 g/km,Kombi,5,5,Szary,Tak,Tak,,Francja,,KR3NX44,Tak,,,Używane,True,True,True,True,True,True,True,True,,True,True,,,,,True,,True,,,,,True,True,True,True,True,,True,,,,True,True,True,True,True,,,,True,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,40900,"19:06, 5 lutego 2021",6082030413,Osoby prywatnej,Osobowe,Audi,TT,2.0 TFSI S tronic,8J (2006-2013),2010,160 323 km,1 984 cm3,Benzyna,211 KM,Automatyczna,Na przednie koła,168 g/km,Coupe,2,2,Brązowy,Tak,,,Holandia,18/10/2010,,,,Tak,Używane,True,True,True,True,True,True,True,True,,True,True,,,,,True,,,,True,True,True,,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,,,,,Tak,,,,,,,,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,49699,"19:06, 5 lutego 2021",6081641554,Osoby prywatnej,Osobowe,Audi,A6,Avant 2.0 TDI Ultra,C7 (2011-2018),2014,284 000 km,1 968 cm3,Diesel,190 KM,Manualna,Na przednie koła,119 g/km,Kombi,5,5,Inny kolor,Tak,,Tak,Belgia,,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,True,,True,True,,,Tak,,True,,,True,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,185407,"19:05, 5 lutego 2021",6081241190,Firmy,Osobowe,Audi,Q3,35 TFSI mHEV S tronic,,2021,5 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,134 g/km,SUV,5,5,Biały,,,Tak,,,,,,,Nowe,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,,,,True,True,True,True,True,True,,True,True,,True,True,True,True,,True,True,,,,,,Tak,,,,True,True,True,,,,,,,True,,,,True,,,,,,,,,,,,,,Tak,,,,,,,,,,,,
2621,58700,"19:05, 5 lutego 2021",6081792445,Firmy,Osobowe,Audi,A6,3.0 TDI Multitronic,C7 (2011-2018),2011,199 877 km,2 967 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,136 g/km,Sedan,5,5,Czarny,Tak,Tak,,Niemcy,,,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,,,Tak,,True,True,True,,True,True,True,,,,True,True,True,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,
2622,3500,"19:05, 5 lutego 2021",6079727289,Osoby prywatnej,Osobowe,Audi,A4,,B5 (1995-2001),1998,394 756 km,1 900 cm3,Diesel,110 KM,Manualna,,,Kombi,5,,Zielony,,Tak,,,,,,,,Używane,True,True,,True,True,True,True,,,,,,,,,True,,,,,True,True,,True,True,True,,True,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2623,5900,"19:04, 5 lutego 2021",6081641001,Osoby prywatnej,Osobowe,Audi,A3,,8L (1996-2003),1999,239 000 km,1 595 cm3,Benzyna,100 KM,Manualna,Na przednie koła,,Kompakt,3,5,Czarny,Tak,,,Niemcy,,,,,,Używane,True,True,,True,,True,True,,,True,True,,,Tak,,True,,,,,,,,True,True,True,True,,,True,,True,,,,,True,,True,True,,,True,,,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2624,114999,"19:03, 5 lutego 2021",6081792434,Firmy,Osobowe,Audi,A6,2.0 TDI Ultra S tronic,C7 (2011-2018),2017,129 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,113 g/km,Sedan,4,5,Czarny,,Tak,Tak,Polska,10/10/2017,S LINE,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,,,Tak,,,,,,True,,,True,,,True,True,,True,,,,,,True,True,,Tak,,,,,,True,,,,,,,,,,,,,
2625,9190,"19:03, 5 lutego 2021",6082030334,Osoby prywatnej,Osobowe,Audi,Q7,3.0 TDI DPF Quattro Tiptronic,I (2005-2015),2011,234 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,4x4 (stały),195 g/km,SUV,5,5,Biały,,,,Słowacja,05/01/2012,,,Tak,Tak,Używane,True,True,,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,,True,True,,Tak,,,,True,True,,True,,True,,,,True,True,,,,,,,,,,,,,,Tak,,,True,,,,,,,,,,,,,
2626,44900,"19:02, 5 lutego 2021",6081383634,Firmy,Osobowe,Audi,A3,8V (2012-),8V (2012-),2013,129 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,,Kompakt,5,5,Czarny,Tak,Tak,,,,,Tak,,,Używane,True,True,True,True,True,True,True,True,True,True,,,,Tak,,True,,True,,True,,True,,True,True,True,True,True,True,,True,True,,,True,True,True,True,,True,True,,True,True,,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,23900,"19:01, 5 lutego 2021",6081338738,Osoby prywatnej,Osobowe,Audi,A4,Avant 2.0 TDI Multitronic,B7 (2004-2007),2007,217 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,167 g/km,Kombi,5,5,Srebrny,,,,,27/11/2019,PKR44807,Tak,,,Używane,True,True,,,True,True,True,True,,True,,True,,,,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,,True,True,True,True,True,True,,True,True,,True,True,True,,,,,,,,True,,True,True,,True,,,True,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,
