,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Emisja CO2,Typ,Liczba drzwi,Liczba miejsc,Kolor,Metalik,Możliwość finansowania,Faktura VAT,Kraj pochodzenia,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Pierwszy właściciel,Serwisowany w ASO,Stan,ABS,Poduszka powietrzna kierowcy,Bluetooth,Klimatyzacja automatyczna,Tempomat,Centralny zamek,Wspomaganie kierownicy,Czujnik deszczu,System Start-Stop,Immobilizer,Alarm,Elektrochromatyczne lusterko wsteczne,Światła LED,VAT marża,Gwarancja dealerska (w cenie),Elektryczne szyby przednie,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo SD,Kurtyny powietrzne,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła do jazdy dziennej,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja dwustrefowa,MP3,Podgrzewane przednie siedzenia,Relingi dachowe,Wielofunkcyjna kierownica,Radio fabryczne,ASR (kontrola trakcji),Czujnik zmierzchu,Gniazdo AUX,Isofix,Komputer pokładowy,Ogranicznik prędkości,Poduszki boczne przednie,Światła Xenonowe,Tapicerka welurowa,Filtr cząstek stałych,Bezwypadkowy,Asystent parkowania,Klimatyzacja czterostrefowa,Poduszki boczne tylne,Elektrycznie ustawiane fotele,Kamera cofania,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Światła przeciwmgielne,Odtwarzacz DVD,Podgrzewane tylne siedzenia,Szyberdach,Tapicerka skórzana,Elektrochromatyczne lusterka boczne,Hak,Tempomat aktywny,Podgrzewana przednia szyba,Łopatki zmiany biegów,Zmieniarka CD,Klimatyzacja manualna,Leasing,Asystent pasa ruchu,Czujnik martwego pola,Dach panoramiczny,Perłowy,Kierownica po prawej (Anglik),Ogrzewanie postojowe,Uszkodzony,Okres gwarancji producenta,lub do (przebieg km),Regulowane zawieszenie,Akryl (niemetalizowany),HUD (wyświetlacz przezierny),Tuner TV,Radio niefabryczne,Opłata początkowa,Miesięczna rata,Liczba pozostałych rat,Wartość wykupu,Tuning,VIN,Matowy,Homologacja ciężarowa,Zarejestrowany jako zabytek
346,147936,"10:23, 7 lutego 2021",6078955170,Firmy,Osobowe,Audi,A3,35 TFSI S tronic,8Y (2020 - ),2020,10 km,1 498 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,117 g/km,Kompakt,5,5,Czarny,,Tak,Tak,Polska,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
347,162598,"10:23, 7 lutego 2021",6078954034,Firmy,Osobowe,Audi,A4,35 TDI S tronic,B9 (2015-),2020,10 km,1 968 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,114 g/km,Kombi,5,5,Biały,,Tak,Tak,Polska,,,,,,Nowe,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,,,,Tak,,,True,,True,True,True,,,,,,,,,,True,,,Tak,,,,,,,,,,,Tak,,,,,,,,,,,,
348,199900,"10:23, 7 lutego 2021",6082093962,Firmy,Osobowe,Audi,Q7,3.0 TDI Quattro Tiptronic,II (2015-),2015,105 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,4x4 (stały),149 g/km,SUV,5,5,Brązowy,Tak,Tak,,Polska,29/07/2015,,Tak,,Tak,Używane,True,True,True,True,,True,True,True,,True,True,True,True,Tak,12 miesięcy,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,Tak,True,True,True,True,True,True,,,,,True,True,True,,True,,True,,,,,,True,,,,,,,True,,,,,,,,,,,,,
349,53900,"10:22, 7 lutego 2021",6080763173,Firmy,Osobowe,Audi,Q5,,8R (2008-2016),2009,174 553 km,1 984 cm3,Benzyna,210 KM,Automatyczna,4x4 (stały),,SUV,5,5,Szary,,Tak,,Polska,12/08/2009,BI5992S,Tak,,Tak,Używane,True,True,True,True,True,True,True,,,True,,True,True,Tak,,True,True,True,,,True,,True,True,True,True,True,True,True,,,,True,True,,True,True,True,,True,True,True,True,True,,,,,,,True,,,True,True,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
350,73677,"10:22, 7 lutego 2021",6043075422,Firmy,Osobowe,Audi,A4,,B9 (2015-),2014,190 000 km,2 968 cm3,Diesel,204 KM,Manualna,Na przednie koła,,Kombi,5,5,Biały,Tak,Tak,Tak,Belgia,06/05/2014,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,6 miesięcy,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,Tak,Tak,,,True,,,True,True,True,True,,,True,True,True,,True,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,
351,19500,"10:21, 7 lutego 2021",6079538721,Osoby prywatnej,Osobowe,Audi,A4,,B7 (2004-2007),2006,266 000 km,1 984 cm3,Benzyna+LPG,130 KM,Manualna,Na przednie koła,,Kombi,5,5,Zielony,Tak,,,Niemcy,,,Tak,,,Używane,True,True,,True,True,True,True,,,True,,,,,,True,,,,,,,,True,,True,True,,,,True,,,True,,True,True,,,,True,,,,True,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,53900,"10:22, 7 lutego 2021",6080763173,Firmy,Osobowe,Audi,Q5,,8R (2008-2016),2009,174 553 km,1 984 cm3,Benzyna,210 KM,Automatyczna,4x4 (stały),,SUV,5,5,Szary,,Tak,,Polska,12/08/2009,BI5992S,Tak,,Tak,Używane,True,True,True,True,True,True,True,,,True,,True,True,Tak,,True,True,True,,,True,,True,True,True,True,True,True,True,,,,True,True,,True,True,True,,True,True,True,True,True,,,,,,,True,,,True,True,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
353,73677,"10:22, 7 lutego 2021",6043075422,Firmy,Osobowe,Audi,A4,,B9 (2015-),2014,190 000 km,2 968 cm3,Diesel,204 KM,Manualna,Na przednie koła,,Kombi,5,5,Biały,Tak,Tak,Tak,Belgia,06/05/2014,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,6 miesięcy,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,Tak,Tak,,,True,,,True,True,True,True,,,True,True,True,,True,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,
354,19500,"10:21, 7 lutego 2021",6079538721,Osoby prywatnej,Osobowe,Audi,A4,,B7 (2004-2007),2006,266 000 km,1 984 cm3,Benzyna+LPG,130 KM,Manualna,Na przednie koła,,Kombi,5,5,Zielony,Tak,,,Niemcy,,,Tak,,,Używane,True,True,,True,True,True,True,,,True,,,,,,True,,,,,,,,True,,True,True,,,,True,,,True,,True,True,,,,True,,,,True,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,45800,"10:20, 7 lutego 2021",6081353059,Firmy,Osobowe,Audi,Q5,2.0 TDI quattro,8R (2008-2016),2010,237 000 km,1 968 cm3,Diesel,143 KM,Manualna,4x4 (stały),162 g/km,SUV,5,5,Inny kolor,Tak,Tak,,Belgia,,,,Tak,Tak,Używane,True,True,,True,True,True,True,,True,True,True,True,True,Tak,,True,,True,,,True,,True,True,True,True,True,True,True,,True,,True,True,True,True,,True,True,True,True,,True,True,,,Tak,,,True,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,26999,"10:20, 7 lutego 2021",6079532481,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro,C6 (2004-2011),2008,240 000 km,2 967 cm3,Diesel,233 KM,Manualna,4x4 (stały),215 g/km,Kombi,5,5,Czarny,,Tak,,Niemcy,,,,,,Używane,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,Tak,Tak,,,True,True,,True,True,True,True,True,,True,True,True,,True,,True,,,,,,,,True,,,,,,,,,,,,,,,,,
357,11600,"10:20, 7 lutego 2021",6081353342,Osoby prywatnej,Osobowe,Audi,A4,Avant 2.0 TDI Multitronic,B7 (2004-2007),2005,334 500 km,1 968 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Czarny,Tak,,,,,PKL40528,,,,Używane,True,True,,True,,True,True,,,True,True,,,,,True,,,,,,True,,True,True,,,,True,,,True,,,True,True,True,,True,,,,,True,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,16900,"10:19, 7 lutego 2021",6077623664,Osoby prywatnej,Osobowe,Audi,A4,,B7 (2004-2007),2006,277 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,,Kombi,5,5,Czarny,,Tak,,,,,,,Tak,Używane,True,True,,,True,True,True,,,True,,,,Tak,,True,,,,,True,,,True,True,True,True,,,,True,,,True,,,True,,,,True,,True,,,,Tak,,,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,
359,228900,"10:19, 7 lutego 2021",6079579768,Firmy,Osobowe,Audi,A6,,C8 (2018-),2020,2 333 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),,Sedan,4,5,Biały,,Tak,Tak,Polska,01/07/2020,DW7JG55,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,,,True,,True,,True,,True,True,,True,True,,True,,True,True,True,True,True,True,True,,True,,,Tak,Tak,,,True,True,True,True,True,True,,,,True,,,,,,,True,,True,,,,,,,,,,Tak,,,,,,,,,,,,
360,109900,"10:18, 7 lutego 2021",6081812634,Firmy,Osobowe,Audi,Q5,,8R (2008-2016),2016,68 773 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,SUV,5,5,Szary,,Tak,Tak,Polska,02/11/2016,EL1L410,Tak,Tak,Tak,Używane,True,True,,True,True,True,True,,True,True,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,True,,,True,,,True,True,,True,True,,,,,,,,,,,True,,,,,,,,,,,,Tak,,,,Tak,,,,,,,,,,,,,,,,,,,
361,19300,"10:18, 7 lutego 2021",6082093907,Firmy,Osobowe,Audi,A3,2.0 TDI DPF quattro,8P (2003-2012),2008,228 000 km,1 968 cm3,Diesel,170 KM,Manualna,4x4 (stały),135 g/km,Kompakt,3,5,Czarny,Tak,,,Niemcy,,,,,Tak,Używane,True,True,,True,,True,True,,,True,True,,,,,True,,,,True,True,True,,True,True,True,True,,True,,True,,True,,,True,True,,True,True,True,,True,True,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,99630,"10:16, 7 lutego 2021",6080145955,Osoby prywatnej,Osobowe,Audi,A8,3.0 TDI DPF quattro tiptronic Langversion,D4 (2010-),2013,270 000 km,2 967 cm3,Diesel,250 KM,Automatyczna,4x4 (stały),171 g/km,Sedan,4,5,Inny kolor,Tak,Tak,,,22/05/2013,,Tak,,Tak,Używane,True,True,True,True,,True,True,True,True,True,True,True,True,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,,,True,True,True,Tak,,True,,,,True,,True,True,,,,,,,,,,
363,32900,"10:16, 7 lutego 2021",6080275933,Osoby prywatnej,Osobowe,Audi,A4,Avant 2.0 TDI DPF,B8 (2007-2015),2009,259 000 km,1 968 cm3,Diesel,120 KM,Manualna,Na przednie koła,,Kombi,5,5,Szary,Tak,Tak,,,,,,,Tak,Używane,True,True,,True,True,True,True,,,True,True,True,,,,True,,,,True,True,,,True,True,True,True,True,True,,,,,,,True,True,,True,True,True,,,,,Tak,Tak,,,,,,True,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
364,18999,"10:15, 7 lutego 2021",6082093858,Osoby prywatnej,Osobowe,Audi,A4,,B7 (2004-2007),2006,153 000 km,1 781 cm3,Benzyna,163 KM,Manualna,,,Kombi,5,,Bordowy,,,,,24/10/2006,GWE2167E,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,12499,"10:15, 7 lutego 2021",6081275808,Firmy,Osobowe,Audi,A3,2.0 FSI Ambiente,8P (2003-2012),2005,243 000 km,1 984 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,Kompakt,3,5,Niebieski,Tak,Tak,,Niemcy,,,,,,Używane,True,True,,True,,True,True,,,True,True,True,,Tak,,True,,,,True,True,True,,True,True,True,True,,True,,,,,,,True,,,,,True,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,19900,"10:13, 7 lutego 2021",6081611028,Osoby prywatnej,Osobowe,Audi,A4,Avant 2.0 TDI,B7 (2004-2007),2007,255 281 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,156 g/km,Kombi,5,5,Inny kolor,Tak,,,Niemcy,06/07/2007,,Tak,,,Używane,True,True,,,True,True,True,,,,,,,,,True,,,,,,,True,True,True,True,True,True,,,True,,True,,True,True,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,249633,"10:13, 7 lutego 2021",6081611103,Firmy,Osobowe,Audi,A6,,C8 (2018-),2021,,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),,Kombi,5,5,Biały,,Tak,Tak,Polska,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
368,8800,"10:12, 7 lutego 2021",6077152094,Osoby prywatnej,Osobowe,Audi,A6,,C5 (1997-2004),1999,314 000 km,2 771 cm3,Benzyna+LPG,193 KM,Automatyczna,4x4 (stały),,Sedan,4,5,Inny kolor,,Tak,,,,,,,,Używane,True,True,,True,True,True,True,,,True,,,,,,True,,True,,,True,,,True,True,True,True,True,True,,True,,True,,,,True,,,,,,True,True,,,,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,24900,"10:12, 7 lutego 2021",6082093468,Osoby prywatnej,Osobowe,Audi,A3,1.4 TFSI Sportback,8P (2003-2012),2009,147 000 km,1 390 cm3,Benzyna,125 KM,Manualna,Na przednie koła,134 g/km,Kompakt,5,5,Niebieski,Tak,,,Polska,,DOL87853,Tak,,,Używane,True,True,,True,,True,True,True,True,True,True,,,,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,True,True,,True,True,True,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,109900,"10:12, 7 lutego 2021",6080043855,Firmy,Osobowe,Audi,Q3,,,2017,73 000 km,1 395 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,,SUV,5,5,Niebieski,Tak,Tak,Tak,Polska,06/10/2017,,Tak,Tak,Tak,Używane,True,,True,True,True,True,True,True,True,True,True,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,,True,True,,,Tak,,,,,,True,,True,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
371,38900,"10:12, 7 lutego 2021",6081699683,Firmy,Osobowe,Audi,A8,,D3 (2002-2010),2007,214 000 km,2 967 cm3,Diesel,233 KM,Automatyczna,4x4 (stały),,Sedan,5,5,Czarny,Tak,,,,,,,,,Używane,True,True,,True,True,True,True,True,,True,,,,,,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,,True,,True,True,True,True,,True,True,True,True,True,,,,,True,True,True,,True,True,True,,True,,True,,,,,,True,,,,,,,,True,,,,True,,,,,,,,,,,,,
372,41900,"10:11, 7 lutego 2021",6078315777,Firmy,Osobowe,Audi,A5,2.0 TFSI,8T (2007-2016),2009,151 089 km,1 984 cm3,Benzyna,211 KM,Manualna,Na przednie koła,,Kabriolet,2,5,Czarny,Tak,,,Niemcy,13/08/2009,PKAJA14,Tak,,Tak,Używane,True,True,,True,True,True,True,True,True,True,,True,True,Tak,,True,True,,,,True,,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,,True,True,,True,True,,,Tak,,,,True,,True,,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,22999,"10:11, 7 lutego 2021",6080763047,Firmy,Osobowe,Audi,A6,2.4 Multitronic,C6 (2004-2011),2004,287 000 km,2 393 cm3,Benzyna,177 KM,Automatyczna,Na przednie koła,,Sedan,4,5,Czarny,,,,,30/12/2004,,,,,Używane,True,True,,True,True,True,True,True,,True,True,True,,Tak,,True,,True,,True,True,,,True,True,True,True,True,True,,True,,True,,,True,,True,,,,,,,,,,,,,,,True,,True,,,,True,True,True,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,
374,43690,"10:11, 7 lutego 2021",6079725317,Firmy,Osobowe,Audi,A4,2.0 TDI,B8 (2007-2015),2012,224 000 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,,Kombi,5,,Czarny,,Tak,,Niemcy,,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,,Tak,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,,True,,Tak,,,,,,,True,True,,,,,True,,,,,,,Tak,,,,Tak,,,,,,,,,,,,,,,,,,,
375,28800,"10:10, 7 lutego 2021",6081765144,Osoby prywatnej,Osobowe,Audi,S4,,B6 (2000-2004),2003,230 000 km,4 163 cm3,Benzyna,344 KM,Automatyczna,4x4 (dołączany automatycznie),,Kombi,5,5,Czarny,,,,Niemcy,,,Tak,,,Używane,True,True,,True,True,True,True,True,,True,True,True,,,,True,,True,,,True,,,True,True,True,True,True,True,,,True,True,True,,True,True,,,True,,True,,True,,,Tak,,,True,True,,True,,True,True,,,True,,,,True,True,True,,,,,,Tak,,,,,,,,,,,,,,,,,,,
376,39900,"10:10, 7 lutego 2021",6078632973,Firmy,Osobowe,Audi,A5,,8T (2007-2016),2008,235 000 km,2 700 cm3,Diesel,230 KM,Automatyczna,,,Coupe,3,5,Szary,Tak,Tak,,Belgia,29/05/2008,,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,,True,True,True,True,Tak,,True,,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,,True,True,,,Tak,,,True,True,,True,,True,True,,,True,,,,,,True,,,,,,Tak,,,,,,,,,,,,,,,,,,,
377,15900,"10:10, 7 lutego 2021",6081100243,Osoby prywatnej,Osobowe,Audi,A4,Avant 1.8T,B7 (2004-2007),2005,346 000 km,1 781 cm3,Benzyna+LPG,163 KM,Manualna,Na przednie koła,,Kombi,5,5,Srebrny,Tak,,,,02/06/2005,BS73564,Tak,,,Używane,True,True,True,,,True,True,,,True,,,,,,True,,,,,True,,,,True,True,True,,True,True,True,,,True,,,True,,True,,,,,,True,,Tak,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,
378,203850,"10:10, 7 lutego 2021",6081454358,Firmy,Osobowe,Audi,A6,40 TDI quattro S tronic,C8 (2018-),2021,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),123 g/km,Sedan,4,4,Czarny,,Tak,Tak,Polska,,,,,,Nowe,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,,,,Tak,,,,,True,,,True,,,,,True,,,,True,,,Tak,,,,,,,,,,,Tak,,,,,,,,,,,,
379,526557,"10:09, 7 lutego 2021",6075888450,Firmy,Osobowe,Audi,RS5,,,2020,5 km,2 894 cm3,Benzyna,450 KM,Automatyczna,4x4 (stały),,Kompakt,5,5,Zielony,Tak,Tak,Tak,Polska,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,419316,"10:09, 7 lutego 2021",6080943809,Firmy,Osobowe,Audi,RS4,,,2020,5 km,2 894 cm3,Benzyna,450 KM,Automatyczna,4x4 (stały),,Kombi,5,5,Niebieski,,Tak,Tak,Polska,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,61900,"10:09, 7 lutego 2021",6081688695,Osoby prywatnej,Osobowe,Audi,Q3,2.0 TDI Quattro Prime Edition,,2013,129 000 km,1 968 cm3,Diesel,140 KM,Manualna,4x4 (dołączany automatycznie),149 g/km,SUV,5,5,Czarny,Tak,Tak,,Niemcy,,,Tak,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,Tak,,,True,,,True,,True,,,,,,,True,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
382,35618889,"10:08, 7 lutego 2021",6080271076,Firmy,Osobowe,Audi,SQ5,TDI quattro tiptronic,,2020,6 300 km,2 967 cm3,Diesel,347 KM,Automatyczna,4x4 (stały),172 g/km,SUV,5,5,Szary,,Tak,,Polska,25/10/2020,BI483EN,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,Tak,,,True,True,True,True,,,,,,True,,,,True,True,,,Tak,True,,,,,,,25/10/2023,90 000 km,True,Tak,,,,,,,,,,,,
383,92900,"10:08, 7 lutego 2021",6081812360,Firmy,Osobowe,Audi,A6,,C7 (2011-2018),2016,125 000 km,2 000 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Biały,,,Tak,Polska,,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,,,,Tak,,,True,,,True,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
384,84900,"10:06, 7 lutego 2021",6076930121,Firmy,Osobowe,Audi,A5,2.0 TDI,8T (2007-2016),2016,72 010 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,,Sedan,5,5,Biały,,Tak,Tak,Polska,,,Tak,,Tak,Używane,True,True,True,True,True,True,True,,True,True,,True,True,,,True,,True,True,True,True,,,True,True,True,True,,True,,,True,,,True,True,True,,True,True,True,,True,True,,,Tak,,,,,,True,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,227900,"10:05, 7 lutego 2021",6080218221,Firmy,Osobowe,Audi,A6,,C8 (2018-),2019,32 500 km,2 995 cm3,Benzyna,340 KM,Automatyczna,4x4 (dołączany automatycznie),,Sedan,4,5,Czarny,Tak,Tak,,,,,Tak,Tak,,Używane,True,True,True,True,,True,True,True,True,True,True,True,True,Tak,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,True,,,,,True,True,True,True,True,True,True,True,True,True,True,,,True,,True,,,,,,True,,,,,,,,,True,,,,,,,,,,,
386,57000,"10:05, 7 lutego 2021",6081454201,Firmy,Osobowe,Audi,Q3,2.0 TDI quattro S tronic,,2015,218 000 km,1 968 cm3,Diesel,149 KM,Automatyczna,4x4 (stały),129 g/km,SUV,5,5,Biały,,Tak,Tak,Francja,21/04/2015,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,,True,True,True,,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,Tak,True,,True,True,True,True,,True,True,,,True,True,,,True,True,True,,,True,True,,Tak,,,,,,,,,,,,,,,,,,,
387,19900,"10:05, 7 lutego 2021",6082093806,Osoby prywatnej,Osobowe,Audi,A4,2.0,B7 (2004-2007),2005,175 980 km,1 984 cm3,Benzyna,130 KM,Manualna,Na przednie koła,,Sedan,4,5,Szary,Tak,,,Niemcy,,WL0968R,Tak,,Tak,Używane,True,True,,True,,True,True,True,,True,,,,Tak,,True,,,,,,,,True,True,True,True,True,True,,True,,True,,,True,,,,,,,,,,,Tak,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,11600,"10:03, 7 lutego 2021",6082093781,Osoby prywatnej,Osobowe,Audi,A4,,B6 (2000-2004),2001,229 800 km,1 984 cm3,Benzyna,130 KM,Automatyczna,Na przednie koła,,Sedan,5,5,Inny kolor,Tak,,,,15/03/2001,,,,Tak,Używane,True,True,,True,,True,True,,,True,True,True,,,,True,,,,True,True,True,,True,True,True,True,,,,True,,True,,,True,True,,,,True,,,True,True,,Tak,,,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,23500,"10:03, 7 lutego 2021",6078638621,Firmy,Osobowe,Audi,A3,,8P (2003-2012),2010,189 000 km,1 600 cm3,Diesel,105 KM,Manualna,,,Kompakt,5,,Czarny,,,,,,,,,,Używane,True,True,,True,True,True,True,True,,True,True,,,,,True,,True,,True,True,,True,True,True,True,True,,True,,True,True,,,,True,True,True,,True,True,,True,,True,,,,,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,25800,"10:03, 7 lutego 2021",6078504970,Firmy,Osobowe,Audi,A4,1.6,B7 (2004-2007),2007,128 753 km,1 595 cm3,Benzyna,102 KM,Manualna,Na przednie koła,,Sedan,4,5,Czarny,,Tak,,Niemcy,27/03/2007,,,Tak,,Używane,True,True,,True,True,True,True,,,True,,,,Tak,,True,,,,True,,,,True,True,True,,True,True,,True,,True,,,True,True,,,True,True,,True,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
391,15200,"10:02, 7 lutego 2021",6081699165,Osoby prywatnej,Osobowe,Audi,A3,2.0 FSI Attraction,8P (2003-2012),2006,211 000 km,1 984 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,Kompakt,5,5,Niebieski,,,,,05/07/2006,DL2088C,,,,Używane,True,True,,True,,True,True,,,True,,,,,,True,,,,,,,,True,True,True,True,,,,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,43600,"10:01, 7 lutego 2021",6081610692,Firmy,Osobowe,Audi,A3,,8V (2012-),2017,44 054 km,1 984 cm3,Benzyna,224 KM,Automatyczna,Na przednie koła,132 g/km,Sedan,4,5,Czarny,,,,Stany Zjednoczone,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,
