,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Emisja CO2,Typ,Liczba drzwi,Liczba miejsc,Kolor,Metalik,VAT marża,Pierwszy właściciel,Bezwypadkowy,Serwisowany w ASO,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,ESP (stabilizacja toru jazdy),Hak,Klimatyzacja automatyczna,Kurtyny powietrzne,Odtwarzacz DVD,Podgrzewane lusterka boczne,Poduszki boczne tylne,Światła do jazdy dziennej,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik zmierzchu,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,MP3,Ogranicznik prędkości,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła przeciwmgielne,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Elektryczne szyby tylne,Gniazdo SD,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Podgrzewana przednia szyba,Poduszki boczne przednie,System Start-Stop,Tempomat,Możliwość finansowania,Faktura VAT,Leasing,Kraj pochodzenia,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Elektrochromatyczne lusterko wsteczne,Czujniki parkowania przednie,Podgrzewane przednie siedzenia,Czujniki parkowania tylne,Gniazdo USB,Klimatyzacja manualna,Filtr cząstek stałych,Tapicerka welurowa,Światła LED,Dach panoramiczny,Relingi dachowe,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Łopatki zmiany biegów,Asystent pasa ruchu,Czujnik martwego pola,Światła Xenonowe,Tempomat aktywny,Perłowy,Tuning,Tapicerka skórzana,Regulowane zawieszenie,Tuner TV,Uszkodzony,Okres gwarancji producenta,lub do (przebieg km),Podgrzewane tylne siedzenia,HUD (wyświetlacz przezierny),Klimatyzacja czterostrefowa,Zmieniarka CD,Szyberdach,Ogrzewanie postojowe,Radio niefabryczne,Gwarancja dealerska (w cenie),VIN,Akryl (niemetalizowany),Miesięczna rata,Matowy,Homologacja ciężarowa,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Zarejestrowany jako zabytek,Kierownica po prawej (Anglik)
0,24900,"22:21, 5 lutego 2021",6081649248,Osoby prywatnej,Osobowe,Ford,Focus,1.6 TDCi DPF Start-Stopp-System,Mk3 (2010-),2012,188 607 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,109 g/km,Kombi,5,5,Inny kolor,Tak,Tak,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54300,"22:20, 5 lutego 2021",6081794087,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi Edition,Mk5 (2014-),2016,123 868 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,109 g/km,Sedan,5,5,Szary,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,,True,,True,True,,True,,True,True,True,True,True,,,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,Tak,Tak,Tak,Polska,20/05/2016,SM81936,Tak,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5900,"22:20, 5 lutego 2021",6082035963,Osoby prywatnej,Osobowe,Ford,Fiesta,1.4 Ambiente,Mk6 (2002-2008),2006,218 000 km,1 388 cm3,Benzyna,80 KM,Manualna,Na przednie koła,154 g/km,Auta miejskie,5,5,Srebrny,Tak,,,,,Używane,True,True,True,True,,,,,,,,,,,,True,,True,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,38000,"22:20, 5 lutego 2021",6081649003,Osoby prywatnej,Osobowe,Ford,Mondeo,,Mk5 (2014-),2014,245 000 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,115 g/km,Kombi,5,5,Czarny,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,,,,20/01/2015,PP1646M,Tak,True,True,True,True,True,,Tak,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20900,"22:20, 5 lutego 2021",6082035388,Osoby prywatnej,Osobowe,Ford,Mondeo,1.8 TDCi Ghia,Mk4 (2007-2014),2010,275 276 km,1 753 cm3,Diesel,125 KM,Manualna,Na przednie koła,,Sedan,5,5,Szary,Tak,,,Tak,,Używane,True,True,True,True,,,,,True,,,,,,True,True,True,True,True,,,,True,True,,,,,,True,True,True,,True,True,,,True,,True,,,,,,,,23/04/2010,,Tak,,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,24900,"22:19, 5 lutego 2021",6080945695,Osoby prywatnej,Osobowe,Ford,Focus,,Mk2 (2004-2011),2006,243 051 km,2 521 cm3,Benzyna,222 KM,Manualna,Na przednie koła,,Kompakt,5,5,Niebieski,Tak,,,Tak,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,68900,"22:19, 5 lutego 2021",6081388159,Firmy,Osobowe,Ford,S-Max,2.0 TDCi Titanium PowerShift,II (2015-),2016,165 000 km,1 997 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,6 g/km,Minivan,5,5,Biały,Tak,Tak,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,Tak,Niemcy,,,,True,True,True,True,True,,Tak,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
7,32900,"22:18, 5 lutego 2021",6080670773,Firmy,Osobowe,Ford,C-MAX,1.0 EcoBoost Start-Stopp-System,II (2010-),2015,154 000 km,998 cm3,Benzyna,125 KM,Manualna,Na przednie koła,117 g/km,Minivan,5,5,Brązowy,,,,Tak,Tak,Używane,True,True,True,True,,True,True,,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,,,True,True,True,True,,,,,,Niemcy,22/04/2015,,,True,True,True,True,True,,,True,,,,True,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
8,28200,"22:15, 5 lutego 2021",6081339724,Osoby prywatnej,Osobowe,Ford,Galaxy,2.0 TDCi DPF,Mk2 (2006-2015),2010,270 000 km,1 998 cm3,Diesel,140 KM,Manualna,Na przednie koła,,Minivan,5,7,Niebieski,,,,Tak,,Używane,True,True,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,,True,True,,,True,,True,True,,,,,,Niemcy,,,Tak,True,,True,True,True,,Tak,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,28000,"22:11, 5 lutego 2021",6082035731,Osoby prywatnej,Osobowe,Ford,Focus,2.0 TDCi Titanium DPF,Mk2 (2004-2011),2010,171 000 km,1 997 cm3,Diesel,136 KM,Manualna,Na przednie koła,,Kompakt,5,5,Biały,,,,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,,True,True,,True,True,,True,True,,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,Niemcy,26/02/2010,RPR30618,Tak,True,,True,True,True,,Tak,,,,,True,,,,,True,,,Tak,True,True,True,,,,,,,,,,,,,,,,,,,,,
10,38800,"22:10, 5 lutego 2021",6081572969,Firmy,Osobowe,Ford,Kuga,2.0 EcoBoost AWD Titanium ASS,II (2012-),2017,77 416 km,1 999 cm3,Benzyna,242 KM,Automatyczna,4x4 (dołączany ręcznie),199 g/km,SUV,5,5,Niebieski,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stany Zjednoczone,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
11,33800,"22:09, 5 lutego 2021",6081771790,Osoby prywatnej,Osobowe,Ford,S-Max,2.0 TDCi DPF Titanium,I (2006-2015),2010,176 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,152 g/km,Minivan,5,7,Biały,,Tak,,,,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,,True,,True,True,,,True,,True,True,True,True,True,,,,,True,,True,True,,True,,,,,,,,True,,True,True,,,,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,94000,"22:07, 5 lutego 2021",6082035555,Osoby prywatnej,Osobowe,Ford,Mondeo,Vignale 2.0 TDCi 4WD PowerShift,Mk5 (2014-),2017,71 378 km,1 997 cm3,Diesel,180 KM,Automatyczna,4x4 (dołączany ręcznie),141 g/km,Sedan,5,5,Biały,,,Tak,,Tak,Używane,True,True,,,True,True,True,True,True,True,,True,,True,,True,True,,,True,True,True,True,True,,,,True,,True,,True,True,True,True,,True,True,True,True,,True,,,,,Polska,27/06/2017,,Tak,True,True,True,True,True,True,,,True,,,,True,True,True,,,,Tak,,,,,,01/06/2023,120 000 km,True,True,True,,,,,,,,,,,,,,,
13,699999,"22:07, 5 lutego 2021",6082035195,Osoby prywatnej,Osobowe,Ford,Focus C-Max,1.8 Ambiente,,2004,177 046 km,1 798 cm3,Benzyna,125 KM,Manualna,Na przednie koła,172 g/km,Minivan,5,5,Srebrny,Tak,,,Tak,,Używane,True,True,True,True,,,,True,,,,,,,,True,True,True,,,,,,,,,,,,True,True,True,,,,,,,,True,,,,,,,Niemcy,14/07/2017,,Tak,,,,,,True,,,,,,,,,,,,,,,,,,,,177 046 km,,,,,,,,,,,,,,,,,,
14,27800,"22:06, 5 lutego 2021",6081545088,Osoby prywatnej,Osobowe,Ford,Fiesta,1.25 Gold X,Mk7 (2008-),2013,121 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,120 g/km,Auta miejskie,5,5,Brązowy,,Tak,,,,Używane,True,True,True,True,True,True,,,,True,,True,True,True,True,True,True,True,True,,,,True,,,,True,,True,True,True,True,True,,,,,True,,True,True,,,,,,,,,,,,True,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,14900,"22:06, 5 lutego 2021",6079675082,Firmy,Osobowe,Ford,Fiesta,1.25 Ambiente,Mk7 (2008-),2012,120 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,120 g/km,Auta miejskie,3,5,Biały,,Tak,Tak,Tak,Tak,Używane,True,,True,True,,,,,,,,,,,,True,,True,,,,,True,,,,,,,True,True,True,,,,,,,,,True,,,Tak,,,Niemcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,18500,"22:06, 5 lutego 2021",6082035553,Osoby prywatnej,Osobowe,Ford,Galaxy,2.0 TDCi Ghia,Mk2 (2006-2015),2006,186 241 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,172 g/km,Minivan,5,7,Szary,Tak,Tak,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,,,,Belgia,20/10/2006,1CTX696,,True,True,True,True,True,,,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,13800,"22:05, 5 lutego 2021",6081544805,Osoby prywatnej,Osobowe,Ford,Fiesta,1.25 Ambiente,Mk7 (2008-),2009,169 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,133 g/km,Auta miejskie,3,5,Bordowy,,Tak,,,,Używane,True,True,True,True,True,,True,,,True,,,True,,,True,True,True,,,,,,,,,True,,True,True,True,True,True,,,,,True,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,56900,"22:05, 5 lutego 2021",6081648725,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi Titanium PowerShift,Mk5 (2014-),2016,192 000 km,1 997 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,120 g/km,Kompakt,4,5,Czarny,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,Tak,,Polska,25/08/2016,WD5786L,Tak,True,True,True,True,True,,,True,True,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19990,"22:03, 5 lutego 2021",6081572476,Osoby prywatnej,Osobowe,Ford,Focus,1.8 FF Platinium X,Mk2 (2004-2011),2010,210 596 km,1 798 cm3,Benzyna,125 KM,Manualna,Na przednie koła,167 g/km,Kompakt,5,5,Srebrny,Tak,Tak,,Tak,,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,,True,,True,,,,Holandia,,DST18186,Tak,,,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
20,22800,"22:03, 5 lutego 2021",6080874672,Osoby prywatnej,Osobowe,Ford,Focus,1.8,Mk2 (2004-2011),2009,135 300 km,1 798 cm3,Benzyna,125 KM,Manualna,Na przednie koła,167 g/km,Kompakt,5,5,Czarny,Tak,Tak,,Tak,Tak,Używane,True,True,True,True,,True,True,,True,True,,True,True,,True,True,True,True,,,True,True,True,True,True,,True,True,True,True,True,True,,True,True,,,True,,True,True,,True,Tak,,,Szwecja,29/09/2020,KBD755,,True,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,54500,"22:02, 5 lutego 2021",6081572585,Firmy,Osobowe,Ford,EDGE,,,2016,104 000 km,1 997 cm3,Diesel,238 KM,Automatyczna,4x4 (stały),,SUV,5,5,Biały,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
22,33900,"22:01, 5 lutego 2021",6081648559,Osoby prywatnej,Osobowe,Ford,Mondeo,2.0 TDCi,Mk4 (2007-2014),2014,156 375 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,129 g/km,Sedan,5,5,Srebrny,Tak,Tak,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,,,,Belgia,,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,17800,"22:00, 5 lutego 2021",6082035411,Osoby prywatnej,Osobowe,Ford,Mondeo,2.0 TDCi Ambiente,Mk4 (2007-2014),2009,217 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,156 g/km,Kombi,5,5,Czarny,Tak,Tak,,,,Używane,True,True,True,True,True,,True,,,,,,True,,True,True,True,True,,,,,True,True,,,True,True,True,True,True,True,True,,,,,,,,True,,True,,,,,,,,True,,,,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,14400,"22:00, 5 lutego 2021",6076702233,Osoby prywatnej,Osobowe,Ford,Fiesta,1.25 Ambiente,Mk7 (2008-),2009,164 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,120 g/km,Auta miejskie,3,5,Czarny,Tak,Tak,,Tak,Tak,Używane,True,True,True,True,True,,,,,True,,,,,True,True,True,True,True,,,True,True,,True,,True,,,True,True,True,True,,,,,,,,True,,,Tak,,,Niemcy,,FWS26A5,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,54900,"22:00, 5 lutego 2021",6081980156,Firmy,Osobowe,Ford,Kuga,2.0 TDCi 4WD Titanium,II (2012-),2014,64 000 km,1 997 cm3,Diesel,163 KM,Manualna,4x4 (dołączany automatycznie),,SUV,5,5,Biały,Tak,Tak,,,,Używane,True,True,True,True,True,True,True,,True,,,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,,,,Niemcy,,,Tak,True,True,True,True,,,,True,True,,True,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
26,15900,"21:59, 5 lutego 2021",6081648512,Osoby prywatnej,Osobowe,Ford,KA,,II (2008-2018),2014,89 000 km,1 200 cm3,Benzyna,90 KM,Manualna,,,Auta miejskie,3,4,Srebrny,Tak,Tak,,Tak,,Używane,True,True,,True,True,,,,,,,True,,,,True,True,,True,,,True,,,,,,,True,True,True,True,,,,True,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,34900,"21:58, 5 lutego 2021",6082035321,Osoby prywatnej,Osobowe,Ford,Mondeo,2.2 TDCi Titanium,Mk4 (2007-2014),2011,195 000 km,2 179 cm3,Diesel,200 KM,Manualna,Na przednie koła,159 g/km,Kombi,5,5,Czarny,Tak,,,Tak,Tak,Używane,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,,,,Niemcy,21/11/2011,KWA23299,Tak,True,True,True,True,True,,,,True,,True,,True,,,,True,,Tak,,True,,,,,,,,,,True,,,,,,,,,,,,,
28,23900,"21:56, 5 lutego 2021",6081243044,Firmy,Osobowe,Ford,Mondeo,2.0 Ghia X,Mk4 (2007-2014),2008,204 000 km,1 999 cm3,Benzyna,145 KM,Manualna,Na przednie koła,189 g/km,Kombi,5,5,Niebieski,Tak,Tak,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,,True,True,True,True,,True,,,,Holandia,,,,True,True,,True,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,35500,"21:55, 5 lutego 2021",6081572182,Firmy,Osobowe,Ford,Kuga,2.0 EcoBoost AWD Titanium ASS,II (2012-),2015,115 200 km,1 999 cm3,Benzyna,242 KM,Automatyczna,4x4 (dołączany ręcznie),199 g/km,SUV,5,5,Bordowy,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stany Zjednoczone,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
30,16500,"21:55, 5 lutego 2021",6082035276,Firmy,Osobowe,Ford,Focus,1.4 16V,Mk2 (2004-2011),2008,179 996 km,1 388 cm3,Benzyna,80 KM,Manualna,Na przednie koła,,Kompakt,5,5,Srebrny,Tak,Tak,,Tak,,Używane,True,True,True,True,,,,,,True,,,,,,True,True,True,,,True,,,,True,,,,True,True,True,True,,,,,,True,,,True,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,105000,"21:53, 5 lutego 2021",6079395942,Osoby prywatnej,Osobowe,Ford,EDGE,2.0 TDCi Twin-Turbo 4WD Titanium,,2016,83 600 km,1 997 cm3,Diesel,210 KM,Automatyczna,4x4 (stały),149 g/km,SUV,5,5,Biały,,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,Tak,,,,,,True,True,True,True,True,,,,True,True,,True,True,True,True,True,,True,Tak,,True,,,,,,True,,,,True,True,,,,,,,,,,,,
32,39800,"21:53, 5 lutego 2021",6081572087,Firmy,Osobowe,Ford,Kuga,,II (2012-),2017,75 200 km,1 499 cm3,Benzyna,182 KM,Automatyczna,Na przednie koła,,SUV,5,5,Biały,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stany Zjednoczone,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
33,18999,"21:51, 5 lutego 2021",6082035080,Osoby prywatnej,Osobowe,Ford,Galaxy,2.0 TDCi Ghia,Mk2 (2006-2015),2007,218 960 km,1 997 cm3,Diesel,130 KM,Automatyczna,Na przednie koła,196 g/km,Minivan,5,7,Srebrny,Tak,,,,,Używane,True,True,True,True,,,,,True,,,True,True,True,True,True,True,True,,,,True,,True,,,,,True,True,True,True,True,,,,,True,,True,True,,True,,,,,16/01/2008,,Tak,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,30900,"21:51, 5 lutego 2021",6080280278,Firmy,Osobowe,Ford,C-MAX,,II (2010-),2012,133 337 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,129 g/km,Minivan,5,5,Czarny,,Tak,,Tak,Tak,Używane,True,True,,,True,,True,,,True,,True,,,True,True,True,,,,,True,True,,,,,True,True,True,True,True,True,True,True,,,True,,,True,True,,Tak,,,,01/08/2012,,Tak,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4500,"21:51, 5 lutego 2021",6082034983,Osoby prywatnej,Osobowe,Ford,Mondeo,2.0 TDCi Ghia,Mk3 (2000-2006),2003,330 000 km,1 998 cm3,Diesel,130 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Złoty,,,,,,Używane,True,True,True,True,,,,,True,,,True,,True,True,,True,True,True,,,,,,,,,,True,True,True,,True,,True,,,True,,True,,,,,,,Polska,,,Tak,,,True,True,,,Tak,,,,True,,True,,,,True,,Tak,,True,,,,,,True,,,,,,True,,,,,,,,,,,
36,55000,"21:51, 5 lutego 2021",6081648242,Osoby prywatnej,Osobowe,Ford,Escape,,,2020,20 000 km,1 500 cm3,Benzyna,180 KM,Automatyczna,Na przednie koła,,SUV,,,Biały,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
37,14500,"21:50, 5 lutego 2021",6081647646,Osoby prywatnej,Osobowe,Ford,Mondeo,,Mk4 (2007-2014),2010,212 624 km,1 753 cm3,Diesel,125 KM,Manualna,Na przednie koła,,Kombi,5,5,Inny kolor,,,,Tak,,Używane,True,True,True,True,True,,True,,,,,,,True,True,True,True,True,,,,,True,True,,,,,True,True,True,True,,,True,,,True,,True,,,,,,,,,,Tak,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,27900,"21:49, 5 lutego 2021",6081206967,Osoby prywatnej,Osobowe,Ford,S-Max,2.0 TDCi DPF,I (2006-2015),2011,260 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,143 g/km,Minivan,5,5,Srebrny,,,,,,Używane,True,True,True,True,True,True,True,,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,,,,,,,,,True,True,True,True,,,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,47499,"21:49, 5 lutego 2021",6080340569,Osoby prywatnej,Osobowe,Ford,Fusion,2.0 EcoBoost Titanium,,2014,178 000 km,1 999 cm3,Benzyna,240 KM,Automatyczna,4x4 (dołączany automatycznie),,Sedan,4,,Biały,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanada,,,Tak,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
40,19800,"21:48, 5 lutego 2021",6082035047,Osoby prywatnej,Osobowe,Ford,S-Max,2.0 TDCi Titanium,I (2006-2015),2008,192 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,169 g/km,Minivan,5,5,Szary,Tak,Tak,,,,Używane,True,True,True,True,True,,True,,True,True,,True,True,,True,True,True,True,,,,,True,True,,,True,True,True,True,True,True,True,,True,,,True,,True,True,,,,,,,,,,,,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,56900,"21:48, 5 lutego 2021",6079782870,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi Titanium,Mk5 (2014-),2016,86 483 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,,Kombi,5,5,Czarny,Tak,Tak,,,,Używane,True,True,True,True,,,True,True,True,True,,,True,,True,True,True,True,,,,True,,True,True,,True,True,True,True,True,True,True,,True,True,,True,True,,True,,True,Tak,,,Niemcy,,,Tak,,True,True,True,True,,,,,,True,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
42,24700,"21:48, 5 lutego 2021",6081242945,Firmy,Osobowe,Ford,Grand C-MAX,,,2011,181 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,,Minivan,5,7,Czarny,Tak,Tak,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,,True,True,True,Tak,,Tak,Niemcy,,,Tak,True,True,,True,True,,,True,True,,,True,,,,,,,Tak,,,,,,,,,,,True,,,,3 miesięcy,,,,,,,,,,
43,35900,"21:47, 5 lutego 2021",6081073563,Firmy,Osobowe,Ford,C-MAX,,II (2010-),2012,80 000 km,1 596 cm3,Benzyna,125 KM,Manualna,Na przednie koła,159 g/km,Minivan,5,5,Beżowy,,Tak,,Tak,Tak,Używane,True,True,,,True,,True,,True,True,,True,,,True,True,True,,True,True,,True,True,True,,,,,,True,True,True,,True,True,,,True,,,True,,,Tak,,,,01/08/2012,,Tak,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,16900,"21:47, 5 lutego 2021",6078335086,Firmy,Osobowe,Ford,Fiesta,1.25 Ambiente,Mk7 (2008-),2009,145 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,,Auta miejskie,5,,Czarny,,,,Tak,,Używane,True,True,True,True,,,,,,True,,,,,True,True,True,True,,,,,True,,,,True,True,,True,True,True,,,,,,,,,True,,,,,,Niemcy,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,22900,"21:46, 5 lutego 2021",6072501864,Osoby prywatnej,Osobowe,Ford,C-MAX,1.6 TDCi Titanium,II (2010-),2011,186 300 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,119 g/km,Minivan,5,5,Szary,Tak,Tak,,,Tak,Używane,True,True,True,True,True,True,True,,True,True,,True,True,,True,True,True,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,True,,,,Niemcy,,,Tak,True,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
