,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Emisja CO2,Typ,Liczba drzwi,Liczba miejsc,Kolor,Metalik,VAT marża,Pierwszy właściciel,Bezwypadkowy,Serwisowany w ASO,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,ESP (stabilizacja toru jazdy),Hak,Klimatyzacja automatyczna,Kurtyny powietrzne,Odtwarzacz DVD,Podgrzewane lusterka boczne,Poduszki boczne tylne,Światła do jazdy dziennej,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik zmierzchu,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,MP3,Ogranicznik prędkości,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła przeciwmgielne,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Elektryczne szyby tylne,Gniazdo SD,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Podgrzewana przednia szyba,Poduszki boczne przednie,System Start-Stop,Tempomat,Możliwość finansowania,Faktura VAT,Leasing,Kraj pochodzenia,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Elektrochromatyczne lusterko wsteczne,Czujniki parkowania przednie,Podgrzewane przednie siedzenia,Czujniki parkowania tylne,Gniazdo USB,Klimatyzacja manualna,Filtr cząstek stałych,Tapicerka welurowa,Światła LED,Dach panoramiczny,Relingi dachowe,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Łopatki zmiany biegów,Asystent pasa ruchu,Czujnik martwego pola,Światła Xenonowe,Tempomat aktywny,Perłowy,Tuning,Tapicerka skórzana,Regulowane zawieszenie,Tuner TV,Uszkodzony,Okres gwarancji producenta,lub do (przebieg km),Podgrzewane tylne siedzenia,HUD (wyświetlacz przezierny),Klimatyzacja czterostrefowa,Zmieniarka CD,Szyberdach,Ogrzewanie postojowe,Radio niefabryczne,Gwarancja dealerska (w cenie),VIN,Akryl (niemetalizowany),Miesięczna rata,Matowy,Homologacja ciężarowa,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Zarejestrowany jako zabytek,Kierownica po prawej (Anglik)
275,13500,"18:59, 5 lutego 2021",6077011913,Osoby prywatnej,Osobowe,Ford,Focus,,Mk2 (2004-2011),2009,113 000 km,1 600 cm3,Benzyna,115 KM,Manualna,,,Kompakt,5,,Biały,,Tak,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,62000,"18:59, 5 lutego 2021",6081637856,Osoby prywatnej,Osobowe,Ford,Escape,,,2017,64 150 km,1 999 cm3,Benzyna,242 KM,Automatyczna,Na przednie koła,,SUV,5,5,Inny kolor,Tak,,,,,Używane,True,True,True,True,,,True,,,True,,,,,,True,True,True,,,True,,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,,,True,True,True,,,,Stany Zjednoczone,,,Tak,True,,True,True,True,,,,True,,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
277,89999,"18:58, 5 lutego 2021",6077791095,Osoby prywatnej,Osobowe,Ford,S-Max,2.0 TDCi Titanium,II (2015-),2016,95 000 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,,Minivan,5,5,Niebieski,Tak,,,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,Tak,,,,,WJ5167H,Tak,True,True,True,True,True,,Tak,,True,,,True,True,,True,,,,,,True,,,,,,True,,,True,,,,,,,,,,,,,,
278,16900,"18:58, 5 lutego 2021",6081569424,Osoby prywatnej,Osobowe,Ford,S-Max,2.0 TDCi Titanium,I (2006-2015),2006,214 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,,Minivan,5,5,Niebieski,Tak,,,,,Używane,True,True,True,True,True,,True,,True,,,,True,,True,True,True,True,,,,True,,,,,,True,,True,True,True,True,,True,,,True,True,,True,,True,,,,Niemcy,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,11200,"18:57, 5 lutego 2021",6082003539,Firmy,Osobowe,Ford,Tourneo Connect,,I (2002-2013),2005,140 000 km,1 800 cm3,Benzyna,115 KM,Manualna,Na przednie koła,,Minivan,5,5,Zielony,,Tak,,,Tak,Używane,True,,True,True,,,,True,,,,,,,,True,,True,,,,,True,,,,,True,,True,True,,,,,,,,,True,,,,Tak,,,Niemcy,,,,,,,,,True,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
280,49999,"18:55, 5 lutego 2021",6082030023,Firmy,Osobowe,Ford,Kuga,1.5 EcoBoost FWD Titanium ASS,II (2012-),2014,113 549 km,1 499 cm3,Benzyna,150 KM,Manualna,Na przednie koła,143 g/km,SUV,5,5,Czarny,Tak,Tak,,Tak,Tak,Używane,True,True,True,True,,True,,,True,True,,True,,True,,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,,True,True,True,,,True,,,,,,,,True,True,True,True,True,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
281,25900,"18:55, 5 lutego 2021",6081641080,Firmy,Osobowe,Ford,Focus,Turnier 1.6 Ti-VCT,Mk3 (2010-),2011,180 000 km,1 596 cm3,Benzyna,125 KM,Manualna,Na przednie koła,139 g/km,Kombi,5,5,Szary,Tak,Tak,Tak,Tak,Tak,Używane,True,True,True,True,True,,True,,,True,,True,,True,True,True,True,True,True,,,True,True,,True,,True,True,True,True,True,True,True,,True,,,True,,True,True,,,,,,Niemcy,,,Tak,,,True,,True,True,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,9999,"18:55, 5 lutego 2021",6082030093,Firmy,Osobowe,Ford,Fiesta,,Mk8 (2017-),2010,158 253 km,1 600 cm3,Diesel,90 KM,Manualna,Na przednie koła,,Auta miejskie,3,5,Biały,Tak,,,,,Używane,True,True,True,True,True,,True,,True,,,,,,True,True,,True,,,,,,,,,True,,True,True,True,True,True,,,,,True,,,True,,,,,,,,,,,,True,,,,,,True,,,,True,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
283,11600,"18:54, 5 lutego 2021",6082029934,Osoby prywatnej,Osobowe,Ford,Focus,1.8 TDCi Gold X,Mk2 (2004-2011),2010,249 000 km,1 753 cm3,Diesel,115 KM,Manualna,,140 g/km,Kombi,5,,Srebrny,Tak,,,,,Używane,True,True,True,True,,True,True,,True,,,True,,,,True,True,True,,,,True,True,,,,,,,True,True,True,True,,,,,True,,True,,,,,,,Polska,,LU2203W,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,55000,"18:54, 5 lutego 2021",6079858167,Osoby prywatnej,Osobowe,Ford,Mondeo,2.0 TDCi Titanium,Mk5 (2014-),2015,93 000 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,,Kombi,5,,Srebrny,,,,,,Używane,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,,Francja,,,Tak,True,True,,True,True,,,,True,True,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,28500,"18:53, 5 lutego 2021",6077654674,Osoby prywatnej,Osobowe,Ford,Kuga,2.0 TDCi Titanium,I (2008-2012),2008,301 000 km,1 997 cm3,Diesel,136 KM,Manualna,,,SUV,5,,Inny kolor,,,,,,Używane,True,True,True,True,,True,True,True,,,,,,,,True,True,True,True,,,,,True,True,,,True,,True,True,True,True,,True,,,True,,True,,,,Tak,,,,,,,,,,True,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,11500,"18:53, 5 lutego 2021",6080251422,Osoby prywatnej,Osobowe,Ford,Focus,1.6 TI-VCT,Mk2 (2004-2011),2006,174 000 km,1 596 cm3,Benzyna,115 KM,Manualna,Na przednie koła,157 g/km,Kompakt,3,5,Czarny,Tak,Tak,,Tak,Tak,Używane,True,True,True,True,True,,True,,,True,,True,,,True,True,True,True,True,,True,True,True,,,,,,,True,True,True,,True,,True,,True,,,True,,True,Tak,,,Niemcy,,,Tak,True,,,,,True,,True,,,,True,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
287,45900,"18:53, 5 lutego 2021",6063724070,Firmy,Osobowe,Ford,Focus,1.6 Trend Sport,Mk3 (2010-),2015,88 000 km,1 596 cm3,Benzyna,105 KM,Manualna,Na przednie koła,139 g/km,Kombi,5,5,Szary,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,,True,,,True,,,True,True,True,True,True,True,,,True,True,True,,True,,True,,,True,True,True,,True,,,,True,,,True,,,Tak,Tak,Tak,Polska,10/09/2015,KRAJOWY BEZWYPADKOWY 1.6,Tak,,,,,True,True,,,True,,True,,,,,,,,Tak,,,,,,,,,,,,,,,36 miesięcy,,,,,,,,,,
288,75900,"18:51, 5 lutego 2021",6064730676,Firmy,Osobowe,Ford,Kuga,,II (2012-),2015,77 000 km,1 500 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,SUV,5,5,Szary,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,,True,True,True,True,Tak,Tak,Tak,Polska,06/05/2015,IDEAŁ NIE LAKIEROWANY,Tak,True,True,True,True,True,,,,,,True,True,,,True,True,True,,Tak,,True,,,,,,,,,,,,True,36 miesięcy,,,,,,,,,,
289,25900,"18:51, 5 lutego 2021",6081792327,Osoby prywatnej,Osobowe,Ford,Grand C-MAX,,,2012,178 000 km,1 600 cm3,Diesel,115 KM,Manualna,Na przednie koła,,Minivan,5,7,Szary,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,,True,True,,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,,,True,,True,True,True,,,,,,,,,True,True,,True,True,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,32900,"18:51, 5 lutego 2021",6081383588,Osoby prywatnej,Osobowe,Ford,Kuga,2.0 TDCi Titanium FWD,I (2008-2012),2010,237 000 km,1 997 cm3,Diesel,136 KM,Manualna,Na przednie koła,165 g/km,SUV,5,5,Czarny,Tak,Tak,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,Niemcy,01/03/2010,,Tak,True,True,True,True,,,,,,,True,,,,,,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,
291,11000,"18:50, 5 lutego 2021",6082029825,Osoby prywatnej,Osobowe,Ford,S-Max,2.0 TDCi Titanium,I (2006-2015),2007,350 000 km,1 997 cm3,Diesel,130 KM,Automatyczna,Na przednie koła,194 g/km,Minivan,5,5,Szary,Tak,,,Tak,,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,True,True,True,True,,True,True,True,,,True,True,True,True,,,,,,Niemcy,,,,True,True,True,True,True,,,True,,True,True,True,,,,,True,,,,True,,,,,,,,,,,,True,,,,,,,,,,,
292,39999,"18:50, 5 lutego 2021",6082029739,Osoby prywatnej,Osobowe,Ford,S-Max,,I (2006-2015),2011,116 300 km,1 596 cm3,Benzyna,160 KM,Manualna,Na przednie koła,,Minivan,5,5,Czarny,,Tak,,Tak,,Używane,True,True,,True,True,,True,True,,True,,,,True,True,True,True,,True,,True,,True,True,,True,,,True,True,True,True,True,True,True,,,True,True,True,,,True,,,,Niemcy,,,Tak,,True,True,True,,,,True,True,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
293,44900,"18:49, 5 lutego 2021",6065927685,Firmy,Osobowe,Ford,Focus,1.6 Gold X,Mk3 (2010-),2017,114 000 km,1 596 cm3,Benzyna,105 KM,Manualna,Na przednie koła,139 g/km,Sedan,4,5,Szary,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,,True,,,True,,,True,True,True,True,True,True,,,True,True,True,,True,,True,,,True,True,True,,True,,,,True,,,True,,,Tak,Tak,Tak,Polska,08/03/2017,Instalacja gazowa 1.6,Tak,,,,,True,True,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,36 miesięcy,,,,,,,,,,
294,91500,"18:48, 5 lutego 2021",6081383517,Osoby prywatnej,Osobowe,Ford,Kuga,1.5 EcoBoost FWD ST-Line ASS MMT6,II (2012-),2019,10 000 km,1 499 cm3,Benzyna,150 KM,Manualna,Na przednie koła,164 g/km,SUV,5,5,Srebrny,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,,,Polska,29/11/2019,ZS554LV,Tak,True,True,True,True,True,,,,,,True,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
295,18900,"18:47, 5 lutego 2021",6080425907,Firmy,Osobowe,Ford,Galaxy,2.0 Ambiente,Mk2 (2006-2015),2006,248 000 km,1 998 cm3,Benzyna+LPG,115 KM,Manualna,Na przednie koła,,Minivan,5,7,Srebrny,,Tak,,,,Używane,True,True,True,True,True,,,,True,True,,,,,True,True,,True,True,,,,True,,,,,,True,True,,True,True,,,,,True,,True,,,,,,,,,,Tak,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,189000,"18:46, 5 lutego 2021",6081240948,Firmy,Osobowe,Ford,F150,,,2016,37 000 km,3 500 cm3,Benzyna,364 KM,Automatyczna,4x4 (dołączany ręcznie),,SUV,4,5,Biały,,Tak,,,,Używane,,,,,,,True,,True,,,,,,True,,,,,True,,,True,,,,,,,,,,,True,,,True,True,True,,,,,Tak,,,,,WJ70,Tak,,True,True,True,,,,,True,,,,,,True,True,True,True,Tak,,True,,,,,,True,,,,,,,,,,,,,,,,,
297,17499,"18:45, 5 lutego 2021",6081639700,Osoby prywatnej,Osobowe,Ford,Fiesta,,Mk7 (2008-),2009,131 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,120 g/km,Auta miejskie,3,5,Czarny,Tak,,,Tak,,Używane,True,True,True,True,True,True,True,,True,,,,,,True,True,True,True,True,,True,True,,,,,,,True,True,True,True,True,True,,,,True,,True,,,,,,,Niemcy,,,Tak,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,26500,"18:45, 5 lutego 2021",6082029692,Osoby prywatnej,Osobowe,Ford,Fiesta,,Mk7 (2008-),2016,66 000 km,1 200 cm3,Benzyna,60 KM,Manualna,Na przednie koła,,Auta miejskie,5,,Czarny,,,Tak,Tak,Tak,Używane,True,True,True,True,True,,True,,,True,,True,True,True,True,True,True,True,,,,True,True,,True,,True,,,True,True,True,,,,,,True,,,True,,,,,,,,,,,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,50000,"18:44, 5 lutego 2021",6081297911,Osoby prywatnej,Osobowe,Ford,S-Max,2.2 TDCi DPF Titanium,I (2006-2015),2012,171 000 km,2 179 cm3,Diesel,200 KM,Manualna,Na przednie koła,174 g/km,Minivan,5,5,Czarny,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,,,True,,,,,True,True,True,True,True,True,True,,True,True,,True,True,,True,True,True,,True,True,True,True,,True,,True,True,,,True,,,,Polska,05/07/2012,DLU75001,Tak,,True,,True,True,,Tak,,,,,,True,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,
300,72700,"18:44, 5 lutego 2021",6081792233,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi Titanium PowerShift,Mk5 (2014-),2017,54 409 km,1 997 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,120 g/km,Kombi,5,5,Czarny,,Tak,,,Tak,Używane,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,,Austria,,,,True,True,True,True,True,,,,True,,True,,,True,True,,,True,,,,,,,03/10/2022,100 000 km,True,True,,,,,,,,Tak,,,,,,,,
301,99999,"18:44, 5 lutego 2021",6078638135,Osoby prywatnej,Osobowe,Ford,Mustang,2.3 EcoBoost,,2016,44 000 km,2 300 cm3,Benzyna,317 KM,Manualna,Na tylne koła,184 g/km,Coupe,2,4,Srebrny,Tak,,,Tak,Tak,Używane,True,True,True,,,,,,,,,,,,,True,True,True,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,Polska,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,43900,"18:44, 5 lutego 2021",6081338615,Osoby prywatnej,Osobowe,Ford,Focus,2.0 TDCi ST-Line Black ASS,Mk3 (2010-),2016,194 900 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,105 g/km,Kombi,5,5,Czarny,Tak,,,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,,,True,True,True,True,True,True,,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,,,,,WSE2JY2,Tak,True,True,True,True,True,,,,True,,True,,True,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
303,28900,"18:41, 5 lutego 2021",6082029653,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi,Mk4 (2007-2014),2012,197 216 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,,Kombi,5,5,Srebrny,Tak,Tak,,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,,Niemcy,16/02/2012,,,True,True,True,True,True,,,,True,,,True,True,,True,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,
304,26900,"18:41, 5 lutego 2021",6082017025,Firmy,Osobowe,Ford,C-MAX,1.6 EcoBoost Titanium ASS,II (2010-),2011,185 000 km,1 596 cm3,Benzyna,150 KM,Manualna,Na przednie koła,154 g/km,Minivan,5,5,Biały,,Tak,,,Tak,Używane,True,True,True,True,,True,True,True,True,True,,,,,True,True,True,True,,,True,True,True,True,True,,,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,Tak,,,Niemcy,,,,,True,True,True,True,,,,,,,True,,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
305,32900,"18:41, 5 lutego 2021",6081640559,Firmy,Osobowe,Ford,S-Max,2.0 FF Titanium,I (2006-2015),2010,150 000 km,1 999 cm3,Benzyna,145 KM,Manualna,Na przednie koła,191 g/km,Minivan,5,5,Czarny,Tak,Tak,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,,,True,,True,True,,True,,,,Niemcy,,,Tak,True,True,True,True,True,,,True,True,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
306,38900,"18:40, 5 lutego 2021",6081240935,Firmy,Osobowe,Ford,S-Max,,I (2006-2015),2013,187 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,,Minivan,5,5,Szary,Tak,Tak,Tak,Tak,,Używane,True,True,True,True,True,,True,,True,True,,True,True,True,True,True,True,True,,,,True,True,True,True,,,True,True,True,True,True,True,,True,,,True,,,True,,True,Tak,,,Francja,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
307,43400,"18:40, 5 lutego 2021",6080147461,Firmy,Osobowe,Ford,Focus,1.5 TDCi Trend,Mk3 (2010-),2017,72 899 km,1 498 cm3,Diesel,120 KM,Manualna,Na przednie koła,105 g/km,Kombi,5,5,Srebrny,Tak,,,,Tak,Używane,True,True,True,True,True,True,True,,True,,,,,True,True,True,True,True,,,,True,True,True,True,,,,True,True,True,True,True,True,True,True,,True,,,,True,,Tak,Tak,Tak,Polska,,,Tak,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,9900,"18:40, 5 lutego 2021",6081640512,Firmy,Osobowe,Ford,Focus,1.6 Gold X,Mk2 (2004-2011),2005,150 000 km,1 596 cm3,Benzyna,115 KM,Manualna,Na przednie koła,157 g/km,Kompakt,5,5,Srebrny,Tak,Tak,,,,Używane,True,True,True,True,,,,True,,True,,,,,True,True,True,True,,,,True,True,,True,,,,True,True,True,True,,,,,,True,,,True,,,,,,,10/06/2005,BZHY251,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,46900,"18:40, 5 lutego 2021",6080133581,Firmy,Osobowe,Ford,Fiesta,1.0 EcoBoost Titanium ASS,Mk8 (2017-),2019,54 899 km,998 cm3,Benzyna,100 KM,Manualna,Na przednie koła,97 g/km,Auta miejskie,5,5,Niebieski,Tak,,,,Tak,Używane,True,True,True,True,True,True,True,,True,True,,True,,True,True,True,True,True,,,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,True,True,,,,True,True,Tak,Tak,Tak,,,,Tak,,,,True,True,,,,True,,,,,,True,,,,,,,,,,24/04/2021,,,,,,,,,,,,,,,,,,,
310,24800,"18:39, 5 lutego 2021",6074142255,Firmy,Osobowe,Ford,Fiesta,1.25 Trend EU6,Mk7 (2008-),2017,160 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,122 g/km,Auta miejskie,5,5,Srebrny,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,,True,True,,,,,True,True,,True,True,True,True,True,,True,True,True,True,True,,,,True,True,True,True,,True,,True,,,,True,True,,True,Tak,,,Polska,,,Tak,,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,118002,"18:39, 5 lutego 2021",6079394473,Osoby prywatnej,Osobowe,Ford,S-Max,2.0 TDCi 4WD Titanium PowerShift,II (2015-),2017,107 000 km,1 997 cm3,Diesel,180 KM,Automatyczna,4x4 (dołączany automatycznie),149 g/km,Minivan,5,5,Inny kolor,Tak,,Tak,,Tak,Używane,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,Tak,,Polska,,,Tak,True,True,True,True,True,,,,True,True,,True,True,True,True,True,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,
312,49900,"18:39, 5 lutego 2021",6079783821,Osoby prywatnej,Osobowe,Ford,Mondeo,,Mk5 (2014-),2017,191 000 km,2 000 cm3,Diesel,150 KM,Manualna,,,Kombi,5,5,Czarny,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,Tak,Tak,,,,,,True,True,True,True,True,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,66500,"18:38, 5 lutego 2021",6081640312,Osoby prywatnej,Osobowe,Ford,Mustang,3.7 V6 Premium,,2014,49 000 km,3 731 cm3,Benzyna,305 KM,Automatyczna,Na tylne koła,,Coupe,2,4,Biały,,,,,,Używane,True,True,True,True,True,True,True,,,,,,,,True,,True,True,True,,True,True,True,,,,,True,,True,True,True,True,True,,,,True,,,,,True,,,,,,,,,,True,True,True,True,,,True,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,
314,59900,"18:37, 5 lutego 2021",6081640324,Osoby prywatnej,Osobowe,Ford,Kuga,2.0 TDCi 4WD Titanium,II (2012-),2016,148 000 km,1 997 cm3,Diesel,150 KM,Automatyczna,4x4 (dołączany automatycznie),140 g/km,SUV,5,5,Biały,,,,Tak,Tak,Używane,True,True,True,True,,,True,,True,True,,True,,True,True,True,True,True,,,,True,True,True,,,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,,,,Niemcy,,POT68Y6,Tak,,,True,True,True,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,9900,"18:37, 5 lutego 2021",6081338564,Osoby prywatnej,Osobowe,Ford,Focus,,Mk2 (2004-2011),2008,228 000 km,1 753 cm3,Diesel,115 KM,Manualna,Na przednie koła,,Kombi,,,Niebieski,,,,,,Używane,True,True,True,True,True,,True,,,True,,True,True,,True,True,,True,True,,,,True,,True,,,,,True,True,True,,,,,,True,,True,True,,,,,,Polska,07/07/2008,,Tak,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,15999,"18:35, 5 lutego 2021",6082029421,Osoby prywatnej,Osobowe,Ford,Mondeo,,Mk4 (2007-2014),2009,197 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,,Kombi,,,Niebieski,,,,,,Używane,True,True,True,True,True,True,True,,True,True,True,True,,True,True,True,True,True,True,,True,,,True,True,,,True,True,True,True,True,True,True,True,,,True,True,True,,,True,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,27999,"18:35, 5 lutego 2021",6081338542,Firmy,Osobowe,Ford,Focus,1.6 TDCi Gold X (Edition Start),Mk3 (2010-),2013,185 800 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,117 g/km,Kompakt,5,5,Biały,,,,,Tak,Używane,True,True,True,True,True,True,True,,True,True,,,,True,True,True,True,True,,True,True,True,,True,,True,,True,True,True,True,True,True,True,True,,,True,,True,True,,True,,,,,09/12/2013,DB3100F,Tak,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,
318,57808,"18:34, 5 lutego 2021",6082029112,Osoby prywatnej,Osobowe,Ford,S-Max,2.0 TDCi Titanium PowerShift,II (2015-),2016,220 000 km,1 997 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,139 g/km,Minivan,5,7,Szary,,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,Tak,,,,,Tak,True,True,True,True,True,,,True,True,,,True,,True,True,True,True,,Tak,,,,,,,220 000 km,,,,,,,,,,,,,,,,,,
319,57900,"18:32, 5 lutego 2021",6080455096,Firmy,Osobowe,Ford,Mondeo,,Mk5 (2014-),2016,92 730 km,2 000 cm3,Diesel,150 KM,Manualna,Na przednie koła,,Kompakt,5,5,Niebieski,Tak,,Tak,Tak,Tak,Używane,True,True,,,True,True,True,,True,True,,True,,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,True,True,True,True,True,True,,,True,,True,True,True,,,Tak,,Polska,20/07/2016,,Tak,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
